media_id,selected_rank,target_bbox,crop_bbox,target_instance,raster_sha256,shape,status,raster_relpath
IMG_007406,1,"[580.229,88.304,1342.86,684.184]","[0.0,0.0,1920.0,1080.0]",0,e0538a1069bc83310c05d40db8544247cf73718380ae9062d1384094ae35ad83,4x96x96,VALID_TARGET,_local_rasters/IMG_007406__r01.npy
IMG_007407,1,"[340.753,101.224,1480.574,813.034]","[0.0,0.0,1920.0,1080.0]",0,abb7a083f0f6a641a876099e055f89f789b5f0b347e959b680eca6bae3bf0fd3,4x96x96,VALID_TARGET,_local_rasters/IMG_007407__r01.npy
IMG_007410,1,"[598.939,320.729,1464.058,782.408]","[0.0,0.0,1920.0,1080.0]",0,11ae2d3d279cc9825ed78a04ace4c538165f29650d91ce6c4c448e15780c190b,4x96x96,VALID_TARGET,_local_rasters/IMG_007410__r01.npy
IMG_007413,1,"[546.967,220.067,1452.919,727.948]","[0.0,0.0,1920.0,1080.0]",0,e4953a0cf1dd58b1f2e72554c940af20414ce0ed6b78481101796c7f05cde27b,4x96x96,VALID_TARGET,_local_rasters/IMG_007413__r01.npy
IMG_007413,2,"[1289.854,187.029,1918.805,628.795]","[660.903,0.0,1920.0,960.1194999999999]",1,88ef444f3bb3c8dbbc26a3286411a6d7a78eb9a921118aff96d8ba7489f494fe,4x96x96,VALID_TARGET,_local_rasters/IMG_007413__r02.npy
IMG_007415,1,"[688.837,254.178,1301.733,732.058]","[75.94100000000003,0.0,1914.629,1080.0]",0,15ed5d1b1c5df760f9d2f613d19267f9fd3a4cf6bd0bf071b6bde94c5bb9867e,4x96x96,VALID_TARGET,_local_rasters/IMG_007415__r01.npy
IMG_007416,1,"[583.931,202.278,1371.593,622.737]","[0.0,0.0,1920.0,938.08125]",0,39082dd61b42d54bc11492e20ec1d165c3db894f2269a402430644443ac4a543,4x96x96,VALID_TARGET,_local_rasters/IMG_007416__r01.npy
IMG_007417,1,"[472.231,284.802,1346.2,746.534]","[0.0,0.0,1920.0,1080.0]",0,04b3af3a37a29116b6289482153d69d814fc29593eefc56d36f4995dbb9f8989,4x96x96,VALID_TARGET,_local_rasters/IMG_007417__r01.npy
IMG_007419,1,"[686.62,357.807,1389.565,764.916]","[0.0,52.47524999999996,1920.0,1070.24775]",0,1c6aa07c45f604e303d8ccb49e327f81d7e878cf37eb918018ac58c9290da44c,4x96x96,VALID_TARGET,_local_rasters/IMG_007419__r01.npy
IMG_007419,2,"[1322.367,420.445,1918.537,704.761]","[726.1969999999999,207.20800000000003,1920.0,917.9979999999999]",1,2a3ea89eeedc139c996464125291d4d6b041ac293ffdc832429254bfca95d0a4,4x96x96,VALID_TARGET,_local_rasters/IMG_007419__r02.npy
IMG_007421,1,"[668.209,275.393,1255.133,765.97]","[81.28499999999985,0.0,1842.0570000000002,1080.0]",0,9f4bd92817ab18dd3bb7f7b0703bc5d78d97cf102526d351fb1e6283ee7ba674,4x96x96,VALID_TARGET,_local_rasters/IMG_007421__r01.npy
IMG_007421,2,"[1.027,360.735,396.926,805.905]","[0.0,26.857500000000073,792.825,1080.0]",1,5db20c07c807f232f4800138d9a0af763ac98b28cecb6cc4faa58ec1106f4aa5,4x96x96,VALID_TARGET,_local_rasters/IMG_007421__r02.npy
IMG_007422,1,"[357.156,99.446,1261.991,689.932]","[0.0,0.0,1920.0,1080.0]",0,230fac138a0fa830e049f7abb2f2666ac55a7dff2fa3e6c757bec9ea909c3be9,4x96x96,VALID_TARGET,_local_rasters/IMG_007422__r01.npy
IMG_007424,1,"[685.283,245.858,1245.758,733.406]","[124.80799999999999,0.0,1806.2330000000002,1080.0]",0,0c10673cdb6ba94863ad23c53489a59241d2bd37731adbdaae7e8c5784635065,4x96x96,VALID_TARGET,_local_rasters/IMG_007424__r01.npy
IMG_007425,1,"[592.925,318.074,1511.929,773.599]","[0.0,0.0,1920.0,1080.0]",0,dcb622fa7a6548271aaf7bb13e875fc9cd26a3543a21e644041fb12c059c2882,4x96x96,VALID_TARGET,_local_rasters/IMG_007425__r01.npy
IMG_007427,1,"[654.342,216.05,1165.766,752.841]","[142.9179999999999,0.0,1677.19,1080.0]",1,0eb174a28bb26f06c7983e88008073e44ea7f273ebfa85e019b36793bc2b0f47,4x96x96,VALID_TARGET,_local_rasters/IMG_007427__r01.npy
IMG_007427,2,"[654.829,218.365,1163.136,750.368]","[146.52199999999993,0.0,1671.443,1080.0]",1,ffbf7180e03e76f08d477f5bc4913e40e6abea5a2b1e72f8587240cb5059505f,4x96x96,VALID_TARGET,_local_rasters/IMG_007427__r02.npy
IMG_007429,1,"[399.223,112.814,1468.503,825.088]","[0.0,0.0,1920.0,1080.0]",0,fe1a49bd28875284d0a69fde6d192251ba0cbc34195b8667a3ab7890f0b647d8,4x96x96,VALID_TARGET,_local_rasters/IMG_007429__r01.npy
IMG_007429,2,"[396.703,118.911,1470.17,822.428]","[0.0,0.0,1920.0,1080.0]",0,fe1a49bd28875284d0a69fde6d192251ba0cbc34195b8667a3ab7890f0b647d8,4x96x96,VALID_TARGET,_local_rasters/IMG_007429__r02.npy
IMG_007433,1,"[723.857,224.159,1357.29,731.016]","[90.42399999999998,0.0,1920.0,1080.0]",1,5d58ebbffaf07d84234424fcc2f941f661f7626ad3228b4e128a03eed429376c,4x96x96,VALID_TARGET,_local_rasters/IMG_007433__r01.npy
IMG_007434,1,"[506.595,217.309,1417.607,816.654]","[0.0,0.0,1920.0,1080.0]",1,0a2a910b7b0a363a7327022594149106268450d79cffff9b947bfb391fcbe74e,4x96x96,VALID_TARGET,_local_rasters/IMG_007434__r01.npy
IMG_007437,1,"[552.915,62.692,1505.099,754.555]","[0.0,0.0,1920.0,1080.0]",0,80fc13e4a2dd30dbd54202bb9e8919737dbe054c28dbc144abfd3a42a2b7b3aa,4x96x96,VALID_TARGET,_local_rasters/IMG_007437__r01.npy
IMG_007439,1,"[664.014,238.516,1240.092,675.296]","[87.93599999999992,0.0,1816.17,1002.8810000000001]",0,ad13130ee3a16227530b69057b3cf23608e472ae14786067c93abfc2d2667042,4x96x96,VALID_TARGET,_local_rasters/IMG_007439__r01.npy
IMG_007440,1,"[427.222,251.519,1325.914,832.492]","[0.0,0.0,1920.0,1080.0]",0,8da6ea89f484e0153916893ab9720b8748749621dad166e1c11ac5e72f17d748,4x96x96,VALID_TARGET,_local_rasters/IMG_007440__r01.npy
IMG_007441,1,"[560.658,78.036,1443.956,668.863]","[0.0,0.0,1920.0,1080.0]",0,5986600f3d3d6e318a95351fcab02e46df37f523605ac9d42b2519106769cb7c,4x96x96,VALID_TARGET,_local_rasters/IMG_007441__r01.npy
IMG_007442,1,"[591.497,121.357,1442.739,866.167]","[0.0,0.0,1920.0,1080.0]",0,f97e3725806eb71ec2aef66e7a0626f7b2a52352ebc88ad354d29f303ce66b3f,4x96x96,VALID_TARGET,_local_rasters/IMG_007442__r01.npy
IMG_007444,1,"[194.71,42.225,1350.317,805.393]","[0.0,0.0,1920.0,1080.0]",0,6e68a3b506e958147b28b6a8d311d875874bed27e9b018ab13111a47be045c22,4x96x96,VALID_TARGET,_local_rasters/IMG_007444__r01.npy
IMG_007445,1,"[587.94,146.82,1193.024,681.555]","[0.0,0.0,1798.1079999999997,1080.0]",0,0983f02f1f1e81784288e16d1194957cb93a18182327802b4eae7e036e085d87,4x96x96,VALID_TARGET,_local_rasters/IMG_007445__r01.npy
IMG_007445,2,"[587.536,148.156,1192.087,681.67]","[0.0,0.0,1796.638,1080.0]",0,bed3eb8917aa4f4954ab922851861039114f5301747cfd23ddca59582b848e7f,4x96x96,VALID_TARGET,_local_rasters/IMG_007445__r02.npy
IMG_007449,1,"[386.433,1.677,1672.369,813.529]","[0.0,0.0,1920.0,1080.0]",0,b332ecef9f17e3d4d14ba3f3da21af75cb82ccce6dbf2bba7b17e7267200b891,4x96x96,VALID_TARGET,_local_rasters/IMG_007449__r01.npy
IMG_007450,1,"[551.435,169.836,1445.386,743.58]","[0.0,0.0,1920.0,1080.0]",0,4e92a2ecebc15a8221e4610722cc1bceee9b9a2b412ac5514e3036e9bdb3fd4a,4x96x96,VALID_TARGET,_local_rasters/IMG_007450__r01.npy
IMG_007454,1,"[344.847,56.076,1281.194,751.324]","[0.0,0.0,1920.0,1080.0]",0,117689e6d41557c8a0ea48d15003bf228ea078a6a682a907986158d317b04520,4x96x96,VALID_TARGET,_local_rasters/IMG_007454__r01.npy
IMG_007455,1,"[721.937,225.199,1224.665,683.553]","[219.20900000000006,0.0,1727.393,1027.3184999999999]",0,572578acf1299ce0152d4ceebba6b7fa7630932f5d25b496279ec1246f63a431,4x96x96,VALID_TARGET,_local_rasters/IMG_007455__r01.npy
IMG_007457,1,"[516.922,310.965,1431.741,812.833]","[0.0,0.0,1920.0,1080.0]",0,8e21ba4cbdbad7d79be23c4f3313d1e7da22bec91f3cc246e9095d22afd01f2f,4x96x96,VALID_TARGET,_local_rasters/IMG_007457__r01.npy
IMG_007457,2,"[516.335,312.566,1431.209,813.327]","[0.0,0.0,1920.0,1080.0]",0,8e21ba4cbdbad7d79be23c4f3313d1e7da22bec91f3cc246e9095d22afd01f2f,4x96x96,VALID_TARGET,_local_rasters/IMG_007457__r02.npy
IMG_007460,1,"[593.517,250.713,1384.621,752.459]","[0.0,0.0,1920.0,1080.0]",0,7228990a4f7e4a48eae881cf931abb6ee1b2dfb8bef07bc879d2c9b55856be9e,4x96x96,VALID_TARGET,_local_rasters/IMG_007460__r01.npy
IMG_007463,1,"[383.989,196.457,1484.321,769.97]","[0.0,0.0,1920.0,1080.0]",0,1219ccccc29f608a5f863a7bad396ab5b6dcf5aafdf4a24d472c83f682f79566,4x96x96,VALID_TARGET,_local_rasters/IMG_007463__r01.npy
IMG_007463,2,"[1.123,163.765,863.43,541.677]","[0.0,0.0,1725.7369999999999,825.1110000000001]",1,31963d6f9c7cd8f316740b19fbd05c397aa98a695cdc85c84d949c5cd6d81447,4x96x96,VALID_TARGET,_local_rasters/IMG_007463__r02.npy
IMG_007465,1,"[351.581,142.859,1621.789,670.654]","[0.0,0.0,1920.0,1066.50025]",0,4774ca877f431f65fa7a7fb8617f9a17f3ed1e32f19680ae4edce87659a6d769,4x96x96,VALID_TARGET,_local_rasters/IMG_007465__r01.npy
IMG_007466,1,"[337.637,221.782,1330.312,751.682]","[0.0,0.0,1920.0,1080.0]",0,48eeeaa37e1e201431949d372a6f8056c41eef9a0090d8aa7c640226f82dc303,4x96x96,VALID_TARGET,_local_rasters/IMG_007466__r01.npy
IMG_007467,1,"[667.907,153.588,1393.408,605.249]","[0.0,0.0,1920.0,943.9947500000001]",0,f836412446c8e58a507109ef916c6ef61dcc9feccf6f4476bbcd4a5905b230e2,4x96x96,VALID_TARGET,_local_rasters/IMG_007467__r01.npy
IMG_007467,2,"[1571.085,146.877,1918.896,649.529]","[1223.2740000000001,0.0,1920.0,1026.518]",2,bc13f2943391398e9d0c5cf6ea01a2621c3ef9ea788c582bc80f83fa318302de,4x96x96,VALID_TARGET,_local_rasters/IMG_007467__r02.npy
IMG_007468,1,"[540.302,86.402,1437.797,586.488]","[0.0,0.0,1920.0,961.5525000000001]",0,fe05ea68e0bcca8e9f0008aab5e6c38656192d136a925f28bb9b38c3a43775dd,4x96x96,VALID_TARGET,_local_rasters/IMG_007468__r01.npy
IMG_007469,1,"[671.428,250.199,1576.684,752.794]","[0.0,0.0,1920.0,1080.0]",0,c594e1fa893a050e3868d3fe4da45f08eb0a7e7018566df4090ed1fe77bd00c8,4x96x96,VALID_TARGET,_local_rasters/IMG_007469__r01.npy
IMG_007470,1,"[635.814,183.76,1254.787,726.043]","[16.840999999999894,0.0,1873.7600000000002,1080.0]",0,04eab9484fc0113d4cf99f5ad7ab17e9d7a58fcc53d10977e23dfecbc13b00e9,4x96x96,VALID_TARGET,_local_rasters/IMG_007470__r01.npy
IMG_007471,1,"[552.531,242.358,1326.412,657.032]","[0.0,0.0,1920.0,968.0375000000001]",0,ab997d1f07ac760aa55d4b4a5e2f3612ad6f6e869d48fbc73b62963360341d1a,4x96x96,VALID_TARGET,_local_rasters/IMG_007471__r01.npy
IMG_007473,1,"[566.377,316.828,1441.048,649.259]","[0.0,67.50474999999994,1920.0,898.58225]",0,42612952fb765b6cda38ec3d376ad0cb0740c8bf685f1186b18eedee776ff8b6,4x96x96,VALID_TARGET,_local_rasters/IMG_007473__r01.npy
IMG_007475,1,"[395.344,201.03,1383.085,762.802]","[0.0,0.0,1920.0,1080.0]",0,b0edc2e3ab06c141d212d1080a2e99448671188cde983b739eb80513a1efaf4a,4x96x96,VALID_TARGET,_local_rasters/IMG_007475__r01.npy
IMG_007477,1,"[666.797,220.848,1577.799,698.588]","[0.0,0.0,1920.0,1056.893]",0,dbcb1ef70e1a74d24020274c5e1288ae31744d9182e3024f199b065b96a5c077,4x96x96,VALID_TARGET,_local_rasters/IMG_007477__r01.npy
IMG_007479,1,"[734.188,266.756,1202.124,758.601]","[266.25199999999995,0.0,1670.06,1080.0]",0,1d45d86b8243d3505d049ca4a8b725eab76ad6feaea828960d9300b4d32f7743,4x96x96,VALID_TARGET,_local_rasters/IMG_007479__r01.npy
IMG_007480,1,"[454.69,55.342,1334.799,611.691]","[0.0,0.0,1920.0,1028.95275]",0,f9a155bbc1704ba806df7b7b904be93426182d91b78a8ae3ad0d1190dc010f7d,4x96x96,VALID_TARGET,_local_rasters/IMG_007480__r01.npy
IMG_007480,2,"[456.4,56.745,1335.292,609.325]","[0.0,0.0,1920.0,1023.7600000000001]",0,5e1e0138a2e06336c6f116eb2850d63448b988fcc7bb228617973e4d78a5ec83,4x96x96,VALID_TARGET,_local_rasters/IMG_007480__r02.npy
IMG_007482,1,"[628.076,251.026,1186.058,727.084]","[70.09400000000005,0.0,1744.04,1080.0]",0,c4eba49855266055e409fb9f8b948440c2434fde31fd773d2e329baee2d83459,4x96x96,VALID_TARGET,_local_rasters/IMG_007482__r01.npy
IMG_007482,2,"[625.827,251.8,1185.27,725.601]","[66.38400000000001,0.0,1744.713,1080.0]",0,db225cb3aed3f6e5d29307157da70278da515c77d419def097b22ec95c162f55,4x96x96,VALID_TARGET,_local_rasters/IMG_007482__r02.npy
IMG_007484,1,"[436.888,187.649,1430.216,700.157]","[0.0,0.0,1920.0,1080.0]",0,41c8ac7890b00a577ffba4cd5767efed510d3a4373be61ecac3b237f7c125d25,4x96x96,VALID_TARGET,_local_rasters/IMG_007484__r01.npy
IMG_007485,1,"[112.422,236.703,770.874,631.214]","[0.0,0.0,1429.326,927.0972500000001]",1,d003c8b0dd8aa7d2cc8401436c4fced22749cd675fbfb8768572e6234dbf8870,4x96x96,VALID_TARGET,_local_rasters/IMG_007485__r01.npy
IMG_007485,2,"[1215.187,258.961,1817.82,642.244]","[612.5539999999999,0.0,1920.0,929.7062500000001]",0,d5305098f195ebbf75ccd5116fb3c7c274ba9c141d13979ce590d71e4ae7cc9f,4x96x96,VALID_TARGET,_local_rasters/IMG_007485__r02.npy
IMG_007487,1,"[649.345,153.032,1683.375,724.315]","[0.0,0.0,1920.0,1080.0]",0,938bf71e8a4db91e8dde66cb20039881a88816900baed28229fde673a3bf7e44,4x96x96,VALID_TARGET,_local_rasters/IMG_007487__r01.npy
IMG_007487,2,"[244.89,206.089,989.445,566.418]","[0.0,0.0,1734.0,836.66475]",1,801b4ed440066b54a1a8f2ff15c63a8360cec6c3632f0b4926e7beae850b98e3,4x96x96,VALID_TARGET,_local_rasters/IMG_007487__r02.npy
IMG_007488,1,"[798.464,294.287,1291.413,709.61]","[305.5150000000001,0.0,1784.362,1021.10225]",1,d8d705a0695cfe76136e9b8e401385c61c1c921818ab0c740f86df3415c05853,4x96x96,VALID_TARGET,_local_rasters/IMG_007488__r01.npy
IMG_007488,2,"[1520.09,301.284,1918.809,616.494]","[1121.3709999999999,64.87649999999996,1920.0,852.9015]",2,eed1c9d32dfa8003bf93d09b13913b5f398824d358761e6d30208384a199b96a,4x96x96,VALID_TARGET,_local_rasters/IMG_007488__r02.npy
IMG_007491,1,"[1200.453,335.26,1588.263,592.159]","[812.643,142.58575,1920.0,784.83325]",1,0c02527640a1cc8d3c5335bf9a00ef2bd7d02f0608d49a7dc89f9ebb2bcae385,4x96x96,VALID_TARGET,_local_rasters/IMG_007491__r01.npy
IMG_007492,1,"[398.496,338.106,1154.373,723.802]","[0.0,48.833999999999946,1910.25,1013.0740000000001]",0,bd8f604579a114c2530eae9044db9c449ee4cdb6778a9e616360ead5d120a635,4x96x96,VALID_TARGET,_local_rasters/IMG_007492__r01.npy
IMG_007492,2,"[892.487,343.027,1452.46,618.696]","[332.5139999999999,136.27524999999997,1920.0,825.44775]",1,9211b741246c1810cbea803a43809f1e74f2e134e0d3e6884ac5c5739ae606b7,4x96x96,VALID_TARGET,_local_rasters/IMG_007492__r02.npy
IMG_007494,1,"[743.146,331.045,1177.482,694.798]","[308.80999999999995,58.23025000000001,1611.818,967.61275]",1,150152524e1e2af1cc7ec5aa0d9c0ea72ab657744dede00ef273ad0a3acb6f7a,4x96x96,VALID_TARGET,_local_rasters/IMG_007494__r01.npy
IMG_007497,1,"[1364.794,384.988,1918.879,725.374]","[810.7090000000003,129.69849999999997,1920.0,980.6635000000001]",0,65f0ffdc93a730702a8aba3b03ab113e8c7ab5ea94fe0823fbf3ea816f40e826,4x96x96,VALID_TARGET,_local_rasters/IMG_007497__r01.npy
IMG_007497,2,"[703.04,338.367,1172.553,733.805]","[233.52699999999982,41.788500000000056,1642.0660000000003,1030.3835]",2,8d56d6326b02e3c72bff6eda7dbf68254013b847441a5ba6258acb889dc62358,4x96x96,VALID_TARGET,_local_rasters/IMG_007497__r02.npy
IMG_007498,1,"[195.403,158.318,1249.869,762.603]","[0.0,0.0,1920.0,1080.0]",0,931dd0c686aaace0faa9be0439158d030a78b8852e01deb66749916082ec4c7d,4x96x96,VALID_TARGET,_local_rasters/IMG_007498__r01.npy
IMG_007498,2,"[903.553,202.154,1663.08,573.528]","[144.02600000000007,0.0,1920.0,852.0585000000001]",1,683478e06a5c14fde434b3d743a13fa446d2638f2139d00acf3192158969e153,4x96x96,VALID_TARGET,_local_rasters/IMG_007498__r02.npy
IMG_007499,1,"[699.854,223.559,1506.365,673.81]","[0.0,0.0,1920.0,1011.4982499999999]",0,da1936aedd3c6fe2ffee3f203340d9b6f0e38a09758a05888eda98dcc25554ee,4x96x96,VALID_TARGET,_local_rasters/IMG_007499__r01.npy
IMG_007500,1,"[692.223,199.36,1215.208,626.481]","[169.23799999999983,0.0,1738.1930000000002,946.82175]",0,d92fd0bacfc0647b5f0bb7f09f818058a6836309c8593ddf81dfc04df610d60c,4x96x96,VALID_TARGET,_local_rasters/IMG_007500__r01.npy
IMG_007503,1,"[645.771,180.534,1238.267,697.031]","[53.274999999999864,0.0,1830.7630000000001,1080.0]",0,ffdcb39674a77badf125a12f6f7a79c90d5ea25388c3b5057772f0a37a8b9d14,4x96x96,VALID_TARGET,_local_rasters/IMG_007503__r01.npy
IMG_007506,1,"[740.173,244.005,1159.968,665.169]","[320.37799999999993,0.0,1579.7630000000001,981.0419999999999]",0,e8f89dfa9b61af5af3c45714932c04fad260f1a8e98564f48e406c2053e4c2e7,4x96x96,VALID_TARGET,_local_rasters/IMG_007506__r01.npy
IMG_007507,1,"[630.403,267.004,1424.936,720.677]","[0.0,0.0,1920.0,1060.93175]",0,b6bdf22fadc51b45582e9e36859a09df9104228e6412fdc0e297a2fbf87b7132,4x96x96,VALID_TARGET,_local_rasters/IMG_007507__r01.npy
