media_id,group_key,v2_gt,target_bbox_hint,scope
IMG_007511,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007512,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007513,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007514,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007515,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007516,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007517,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007518,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007519,n06-special-marked-space-geometry-correct,negative,,primary_binary
IMG_007320,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007321,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007322,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007323,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007324,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007325,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007326,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007327,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007328,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007329,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007330,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007331,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007332,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007333,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007334,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007335,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007336,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007337,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007338,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007339,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007340,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007341,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007342,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007343,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007344,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007345,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007346,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007347,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007348,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007349,hn01-gate-queue,negative,,gate_queue_secondary
IMG_007350,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007351,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007352,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007353,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007354,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007355,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007356,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007357,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007358,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007359,hn02-faded-lines-but-confirmably-inside,negative,,primary_binary
IMG_007360,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007361,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007362,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007363,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007364,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007365,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007366,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007367,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007368,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007369,hn03-perspective-looks-like-crossing,negative,,primary_binary
IMG_007370,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007371,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007372,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007373,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007374,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007375,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007376,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007377,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007378,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007379,hn04-large-vehicle-compliant,negative,,primary_binary
IMG_007380,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007381,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007382,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007383,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007384,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007385,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007386,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007387,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007388,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007389,hn05-adjacent-vehicle-occludes-lines,negative,,primary_binary
IMG_007390,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007391,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007392,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007393,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007394,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007395,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007396,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007397,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007398,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007399,hn06-shadows-cracks-curbs-mimic-lines,negative,,primary_binary
IMG_007677,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007678,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007679,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007680,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007681,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007682,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007683,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007684,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007685,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007686,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007687,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007688,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007689,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007690,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007691,u01-insufficient-parking-visual-evidence,uncertain,,gt_uncertain
IMG_007692,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007693,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007694,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007695,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007696,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007697,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007698,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007699,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007700,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007701,u02-markings-severely-missing-or-occluded,uncertain,,gt_uncertain
IMG_007702,u03-vehicle-cut-by-frame-edge,uncertain,,gt_uncertain
IMG_007703,u03-vehicle-cut-by-frame-edge,uncertain,,gt_uncertain
IMG_007704,u03-vehicle-cut-by-frame-edge,uncertain,,gt_uncertain
IMG_007705,u03-vehicle-cut-by-frame-edge,uncertain,,gt_uncertain
IMG_007706,u03-vehicle-cut-by-frame-edge,uncertain,,gt_uncertain
IMG_007707,u04-night-or-blur-boundary-unreadable,uncertain,,gt_uncertain
IMG_007708,u04-night-or-blur-boundary-unreadable,uncertain,,gt_uncertain
IMG_007709,u04-night-or-blur-boundary-unreadable,uncertain,,gt_uncertain
IMG_007710,u04-night-or-blur-boundary-unreadable,uncertain,,gt_uncertain
IMG_007711,u04-night-or-blur-boundary-unreadable,uncertain,,gt_uncertain
IMG_007712,u05-gate-queue-or-parking-ambiguous,uncertain,,gt_uncertain
IMG_007713,u05-gate-queue-or-parking-ambiguous,uncertain,,gt_uncertain
IMG_007714,u05-gate-queue-or-parking-ambiguous,uncertain,,gt_uncertain
IMG_007715,u05-gate-queue-or-parking-ambiguous,uncertain,,gt_uncertain
IMG_007716,u05-gate-queue-or-parking-ambiguous,uncertain,,gt_uncertain
