media_id,selected_rank,frozen_bbox,matched_instance,matched_confidence,bbox_iou,center_inside,match_status,invalid_reason
IMG_007520,1,"[802.663,224.331,1324.654,643.942]",0,0.9663084745407104,0.9732842090445848,True,VALID_TARGET,
IMG_007521,1,"[381.357,210.344,1002.992,585.825]",0,0.971458375453949,0.9829890636037208,True,VALID_TARGET,
IMG_007527,1,"[724.569,146.576,1432.192,620.796]",0,0.9709332585334778,0.9844543942277143,True,VALID_TARGET,
IMG_007527,2,"[725.491,147.813,1433.786,620.553]",0,0.9709332585334778,0.981455420189695,True,VALID_TARGET,
IMG_007530,1,"[436.324,136.107,1098.456,497.295]",0,0.9610670208930969,0.9314218809513446,True,VALID_TARGET,
IMG_007530,2,"[436.42,137.121,1097.066,495.519]",0,0.9610670208930969,0.9407840356729809,True,VALID_TARGET,
IMG_007531,1,"[1043.694,207.497,1577.75,555.698]",0,0.9707008004188538,0.9759664388817149,True,VALID_TARGET,
IMG_007533,1,"[249.751,123.825,852.259,470.224]",0,0.9737496972084045,0.9851481932170084,True,VALID_TARGET,
IMG_007534,1,"[353.189,266.558,1050.277,618.707]",0,0.9726337194442749,0.9853966196265744,True,VALID_TARGET,
IMG_007539,1,"[363.173,200.984,1006.229,545.801]",0,0.9726613759994507,0.9750774040071776,True,VALID_TARGET,
IMG_007541,1,"[713.191,332.483,1104.185,656.397]",0,0.9576581120491028,0.9378476248744874,True,VALID_TARGET,
IMG_007542,1,"[369.182,263.367,1128.34,668.339]",0,0.978477418422699,0.9844382619806612,True,VALID_TARGET,
IMG_007547,1,"[343.408,82.047,1078.945,560.339]",0,0.9721254110336304,0.9795738792177955,True,VALID_TARGET,
IMG_007548,1,"[624.302,255.076,1332.223,630.747]",0,0.9715050458908081,0.9738720669474915,True,VALID_TARGET,
IMG_007549,1,"[419.03,242.554,827.118,606.557]",0,0.9613999724388123,0.9723147357489718,True,VALID_TARGET,
IMG_007552,1,"[725.236,171.556,1150.217,569.183]",0,0.9579594135284424,0.9676838829194112,True,VALID_TARGET,
IMG_007554,1,"[394.795,167.425,1090.131,641.783]",0,0.9758267998695374,0.9847486761731714,True,VALID_TARGET,
IMG_007555,1,"[571.012,214.218,1097.829,680.683]",0,0.9760244488716125,0.9868878193540171,True,VALID_TARGET,
IMG_007556,1,"[299.703,248.408,1034.093,702.677]",0,0.9716910719871521,0.9800008221118642,True,VALID_TARGET,
IMG_007556,2,"[298.809,247.915,1031.182,702.985]",0,0.9716910719871521,0.978008019205933,True,VALID_TARGET,
IMG_007558,1,"[566.038,286.195,1110.689,607.325]",0,0.9756161570549011,0.9727923575847836,True,VALID_TARGET,
IMG_007559,1,"[596.395,39.437,1402.525,676.523]",0,0.9714709520339966,0.9744765922699855,True,VALID_TARGET,
IMG_007560,1,"[320.403,117.597,1263.736,721.316]",0,0.9748322367668152,0.9872950122171071,True,VALID_TARGET,
IMG_007560,2,"[984.901,211.633,1692.174,521.444]",1,0.9639596343040466,0.9416089596544824,True,VALID_TARGET,
IMG_007562,1,"[609.445,247.62,1257.898,756.398]",0,0.9665223360061646,0.9700315210387108,True,VALID_TARGET,
IMG_007564,1,"[412.416,73.489,1457.079,807.27]",0,0.9715312719345093,0.9743977136705158,True,VALID_TARGET,
IMG_007571,1,"[590.662,1.887,1350.441,583.956]",0,0.9681665301322937,0.9699897221128155,True,VALID_TARGET,
IMG_007575,1,"[285.395,87.287,1480.545,852.563]",0,0.9739149212837219,0.9814058412524093,True,VALID_TARGET,
IMG_007577,1,"[577.071,40.053,1149.483,654.855]",0,0.9605786800384521,0.9720543982634454,True,VALID_TARGET,
IMG_007577,2,"[577.643,42.896,1149.776,652.768]",0,0.9605786800384521,0.9803900119193875,True,VALID_TARGET,
IMG_007580,1,"[551.041,4.357,1377.091,662.712]",0,0.9605855345726013,0.9568103419589579,True,VALID_TARGET,
IMG_007581,1,"[439.831,47.233,1591.67,704.838]",0,0.9554500579833984,0.8695019426625149,True,VALID_TARGET,
IMG_007581,2,"[444.56,47.508,1587.263,709.069]",0,0.9554500579833984,0.8705234650463689,True,VALID_TARGET,
IMG_007584,1,"[392.281,41.62,1291.253,681.438]",0,0.9776982665061951,0.9819523517684138,True,VALID_TARGET,
IMG_007585,1,"[353.453,188.102,1467.875,872.877]",0,0.9773980975151062,0.9818263124257128,True,VALID_TARGET,
IMG_007585,2,"[1246.44,237.246,1918.488,569.635]",1,0.936610758304596,0.8937044300515408,True,VALID_TARGET,
IMG_007586,1,"[320.449,32.148,1323.248,767.592]",0,0.9691493511199951,0.9283104161235681,True,VALID_TARGET,
IMG_007587,1,"[305.6,132.344,1397.741,867.779]",0,0.9745748043060303,0.9737558066110549,True,VALID_TARGET,
IMG_007587,2,"[156.151,100.761,617.095,405.279]",5,0.7780464887619019,0.9233599915133789,True,VALID_TARGET,
IMG_007588,1,"[434.959,90.67,1552.595,802.582]",0,0.9732527136802673,0.9593185072494569,True,VALID_TARGET,
IMG_007588,2,"[439.904,93.316,1552.27,800.425]",0,0.9732527136802673,0.969829755071386,True,VALID_TARGET,
IMG_007592,1,"[477.548,127.106,1310.586,734.773]",0,0.972844660282135,0.9728050011187472,True,VALID_TARGET,
IMG_007593,1,"[378.612,50.12,1422.04,658.557]",0,0.9769580364227295,0.9795180346723331,True,VALID_TARGET,
IMG_007594,1,"[655.293,249.462,1232.353,718.4]",0,0.9644163250923157,0.9538656520828973,True,VALID_TARGET,
IMG_007598,1,"[493.96,198.591,1351.476,703.927]",0,0.9717992544174194,0.9787464195959759,True,VALID_TARGET,
IMG_007601,1,"[465.054,22.062,1428.156,685.538]",0,0.9765540361404419,0.9714544821395408,True,VALID_TARGET,
IMG_007602,1,"[496.297,70.401,1396.738,605.756]",0,0.9696374535560608,0.9756298933408574,True,VALID_TARGET,
IMG_007603,1,"[711.747,137.923,1271.456,694.856]",0,0.9670840501785278,0.9539730994017702,True,VALID_TARGET,
IMG_007603,2,"[712.553,139.152,1272.169,694.97]",0,0.9670840501785278,0.9560456737893455,True,VALID_TARGET,
IMG_007606,1,"[603.491,129.418,1328.072,763.184]",0,0.9615558981895447,0.9690917085933826,True,VALID_TARGET,
IMG_007606,2,"[1593.393,251.613,1918.607,593.914]",1,0.9244340658187866,0.9670597204876095,True,VALID_TARGET,
IMG_007608,1,"[497.487,68.458,1465.316,671.169]",0,0.9589229226112366,0.9590371780948338,True,VALID_TARGET,
IMG_007609,1,"[637.038,231.23,1265.571,721.881]",0,0.9705036878585815,0.9641996839129947,True,VALID_TARGET,
IMG_007611,1,"[561.017,272.086,1188.263,695.831]",0,0.9614161849021912,0.9731951835758708,True,VALID_TARGET,
IMG_007612,1,"[651.083,232.256,1236.662,695.594]",0,0.9515970945358276,0.9734170202562916,True,VALID_TARGET,
IMG_007614,1,"[544.127,70.31,1386.173,681.216]",0,0.9776116609573364,0.9731741443588438,True,VALID_TARGET,
IMG_007617,1,"[605.173,195.178,1237.908,651.629]",0,0.9676936268806458,0.9617865338323192,True,VALID_TARGET,
IMG_007618,1,"[722.511,241.188,1294.337,681.878]",0,0.9664061069488525,0.9777920879899991,True,VALID_TARGET,
IMG_007626,1,"[488.829,137.982,1299.594,750.641]",0,0.963376522064209,0.9818664449241742,True,VALID_TARGET,
IMG_007627,1,"[387.204,46.707,1467.393,783.378]",0,0.9773153066635132,0.9822083710692499,True,VALID_TARGET,
IMG_007631,1,"[491.982,137.963,1375.536,727.694]",0,0.9692347049713135,0.9772213105141726,True,VALID_TARGET,
IMG_007632,1,"[448.046,277.477,1247.289,793.136]",0,0.962157666683197,0.9495962121487368,True,VALID_TARGET,
IMG_007634,1,"[413.528,223.02,1458.446,793.031]",0,0.9642104506492615,0.8398569980479994,True,VALID_TARGET,
IMG_007634,2,"[414.645,223.422,1458.743,793.222]",0,0.9642104506492615,0.8408278417358751,True,VALID_TARGET,
IMG_007635,1,"[411.355,197.678,1299.987,813.062]",0,0.9673398733139038,0.9400728785815625,True,VALID_TARGET,
IMG_007637,1,"[533.467,184.688,1411.861,729.577]",0,0.973060667514801,0.9774559191760107,True,VALID_TARGET,
IMG_007642,1,"[530.415,127.916,1570.385,768.274]",0,0.9814886450767517,0.971707105547668,True,VALID_TARGET,
IMG_007642,2,"[1232.771,165.693,1918.401,646.346]",1,0.9668306112289429,0.935475968749997,True,VALID_TARGET,
IMG_007643,1,"[557.703,267.105,1320.616,769.659]",0,0.9733432531356812,0.9812583134992447,True,VALID_TARGET,
IMG_007646,1,"[341.617,113.203,1518.168,749.509]",0,0.9743382334709167,0.9751915913626155,True,VALID_TARGET,
IMG_007647,1,"[644.087,92.558,1237.847,586.53]",1,0.9552180171012878,0.9483655240101423,True,VALID_TARGET,
IMG_007647,2,"[1397.381,174.177,1918.862,531.102]",2,0.9466848969459534,0.959403942399385,True,VALID_TARGET,
IMG_007648,1,"[300.17,218.82,1293.094,798.64]",0,0.9761858582496643,0.97716751561929,True,VALID_TARGET,
IMG_007650,1,"[626.288,148.24,1120.072,548.963]",0,0.9636234641075134,0.9582103193077717,True,VALID_TARGET,
IMG_007650,2,"[139.883,203.056,593.407,477.501]",1,0.9536776542663574,0.9581978281088045,True,VALID_TARGET,
IMG_007652,1,"[512.434,116.868,1448.942,744.963]",0,0.9720405340194702,0.9828903071423251,True,VALID_TARGET,
IMG_007652,2,"[124.609,169.649,810.634,558.868]",2,0.9476420283317566,0.9429704795083286,True,VALID_TARGET,
IMG_007654,1,"[402.04,161.323,1212.914,740.715]",0,0.973188579082489,0.9683082768511838,True,VALID_TARGET,
IMG_007654,2,"[402.847,159.557,1211.793,738.711]",0,0.973188579082489,0.9745672076035423,True,VALID_TARGET,
IMG_007655,1,"[498.737,120.585,1512.048,817.533]",0,0.9654718041419983,0.9655720289853298,True,VALID_TARGET,
IMG_007655,2,"[497.321,125.364,1509.184,814.577]",0,0.9654718041419983,0.9680692987191487,True,VALID_TARGET,
IMG_007656,1,"[658.185,183.595,1256.244,702.241]",2,0.9511610865592957,0.9458421969829759,True,VALID_TARGET,
IMG_007656,2,"[1421.484,272.725,1918.962,698.756]",0,0.966120183467865,0.9684063406220896,True,VALID_TARGET,
IMG_007658,1,"[626.814,185.79,1521.007,696.936]",0,0.9710825085639954,0.9511436242874105,True,VALID_TARGET,
IMG_007659,1,"[604.239,178.918,1252.813,717.434]",2,0.9608862400054932,0.9531885148712386,True,VALID_TARGET,
IMG_007659,2,"[1.373,182.458,443.485,802.858]",0,0.9621890783309937,0.9679947085014373,True,VALID_TARGET,
IMG_007661,1,"[340.471,118.033,1292.133,769.22]",0,0.9772647619247437,0.9722328865444108,True,VALID_TARGET,
IMG_007661,2,"[987.782,149.774,1787.165,535.208]",1,0.9713408946990967,0.9730090164149027,True,VALID_TARGET,
IMG_007665,1,"[678.217,80.492,1238.39,527.627]",2,0.9504422545433044,0.9552330604651481,True,VALID_TARGET,
IMG_007665,2,"[1410.843,85.835,1918.509,532.146]",0,0.9551466703414917,0.9357026114596563,True,VALID_TARGET,
IMG_007667,1,"[681.779,75.826,1502.357,706.653]",0,0.9696617722511292,0.9596399281792006,True,VALID_TARGET,
IMG_007672,1,"[561.124,92.879,1450.321,592.619]",0,0.9734492897987366,0.9811618712249323,True,VALID_TARGET,
IMG_007673,1,"[687.582,207.226,1214.225,662.013]",0,0.9669248461723328,0.9706456178629672,True,VALID_TARGET,
IMG_007673,2,"[689.131,204.993,1212.129,661.913]",0,0.9669248461723328,0.9728477078510719,True,VALID_TARGET,
IMG_007674,1,"[326.639,177.52,1468.855,738.501]",0,0.9717753529548645,0.9742040247860319,True,VALID_TARGET,
IMG_007675,1,"[506.814,119.498,1162.936,700.644]",0,0.9614128470420837,0.9690324757125629,True,VALID_TARGET,
IMG_007676,1,"[423.221,209.807,1489.936,674.427]",0,0.9705259203910828,0.9709292734798256,True,VALID_TARGET,
