media_id,fold,gt,gt_binary,frame_logit,frame_probability,valid_target_count,status,target_probabilities
IMG_007377,1,negative,0,-0.03545881807804108,0.49113619327545166,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.49113619327545166}]"
IMG_007379,4,negative,0,-0.8443365693092346,0.30062222480773926,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.30062222480773926}]"
IMG_007383,1,negative,0,0.3290119171142578,0.5815189480781555,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5815189480781555},{""selected_rank"":2,""target_probability"":0.5815189480781555}]"
IMG_007384,4,negative,0,-1.3629670143127441,0.20375850796699524,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.20375850796699524}]"
IMG_007385,0,negative,0,-0.1099582314491272,0.4725381135940552,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4725381135940552}]"
IMG_007388,2,negative,0,-0.3273322582244873,0.4188898503780365,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4188898503780365}]"
IMG_007389,3,negative,0,-1.904741883277893,0.12957273423671722,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.12957273423671722}]"
IMG_007392,0,negative,0,-1.6240234375,0.16465073823928833,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.16465073823928833}]"
IMG_007393,1,negative,0,0.05132792890071869,0.5128291249275208,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5128291249275208}]"
IMG_007394,2,negative,0,0.289678156375885,0.5719173550605774,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5719173550605774}]"
IMG_007396,4,negative,0,0.939014196395874,0.7189004421234131,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7189004421234131},{""selected_rank"":2,""target_probability"":0.5526869893074036}]"
IMG_007399,3,negative,0,0.06788691878318787,0.5169652104377747,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5169652104377747}]"
IMG_007400,0,negative,0,0.46915993094444275,0.6151848435401917,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6151848435401917}]"
IMG_007404,1,negative,0,-0.015742197632789612,0.49606454372406006,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.49606454372406006},{""selected_rank"":2,""target_probability"":0.49606454372406006}]"
IMG_007406,2,negative,0,0.6810660362243652,0.6639765501022339,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6639765501022339}]"
IMG_007407,3,negative,0,-2.9378774166107178,0.050312597304582596,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.050312597304582596}]"
IMG_007410,4,negative,0,0.00943281501531601,0.5023581981658936,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5023581981658936}]"
IMG_007413,0,negative,0,0.8116515874862671,0.6924613118171692,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.47300320863723755},{""selected_rank"":2,""target_probability"":0.6924613118171692}]"
IMG_007415,3,negative,0,0.6490833759307861,0.6568038463592529,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6568038463592529}]"
IMG_007416,1,negative,0,0.8043167591094971,0.6908971071243286,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6908971071243286}]"
IMG_007417,2,negative,0,-0.6414306163787842,0.3449232280254364,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3449232280254364}]"
IMG_007419,4,negative,0,1.4207829236984253,0.8054611682891846,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6934825778007507},{""selected_rank"":2,""target_probability"":0.8054611682891846}]"
IMG_007421,0,negative,0,-0.7865928411483765,0.31290072202682495,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.167107954621315},{""selected_rank"":2,""target_probability"":0.31290072202682495}]"
IMG_007422,3,negative,0,-2.1288390159606934,0.10632526129484177,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.10632526129484177}]"
IMG_007424,1,negative,0,0.45304328203201294,0.6113625168800354,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6113625168800354}]"
IMG_007425,2,negative,0,0.2973262667655945,0.5737887620925903,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5737887620925903}]"
IMG_007427,4,negative,0,0.6641170382499695,0.6601846218109131,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6601846218109131},{""selected_rank"":2,""target_probability"":0.6532865166664124}]"
IMG_007429,0,negative,0,-1.4793801307678223,0.18552106618881226,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.18552106618881226},{""selected_rank"":2,""target_probability"":0.18552106618881226}]"
IMG_007433,1,negative,0,0.19850148260593414,0.5494630336761475,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5494630336761475}]"
IMG_007434,2,negative,0,-0.33785489201545715,0.4163306653499603,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4163306653499603}]"
IMG_007437,3,negative,0,-1.1016905307769775,0.24942328035831451,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.24942328035831451}]"
IMG_007439,4,negative,0,0.24269184470176697,0.5603768825531006,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5603768825531006}]"
IMG_007440,3,negative,0,-1.249807357788086,0.2227334827184677,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2227334827184677}]"
IMG_007441,0,negative,0,-2.0042226314544678,0.11876028776168823,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.11876028776168823}]"
IMG_007442,1,negative,0,-0.6789517998695374,0.3364952802658081,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3364952802658081}]"
IMG_007444,4,negative,0,-0.7972496747970581,0.3106141686439514,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3106141686439514}]"
IMG_007445,2,negative,0,0.060128383338451385,0.5150275230407715,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5147551894187927},{""selected_rank"":2,""target_probability"":0.5150275230407715}]"
IMG_007449,2,negative,0,-2.5281178951263428,0.07391037046909332,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.07391037046909332}]"
IMG_007450,3,negative,0,-0.6798932552337646,0.3362851142883301,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3362851142883301}]"
IMG_007454,0,negative,0,-0.923916220664978,0.2841606140136719,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2841606140136719}]"
IMG_007455,1,negative,0,1.1924078464508057,0.7671713829040527,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7671713829040527}]"
IMG_007457,4,negative,0,-0.7505896687507629,0.32069283723831177,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.32069283723831177},{""selected_rank"":2,""target_probability"":0.32069283723831177}]"
IMG_007460,2,negative,0,0.3049713671207428,0.5756573677062988,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5756573677062988}]"
IMG_007463,3,negative,0,-1.9195266962051392,0.12791435420513153,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.0683777704834938},{""selected_rank"":2,""target_probability"":0.12791435420513153}]"
IMG_007465,0,negative,0,0.7501043081283569,0.6792014837265015,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6792014837265015}]"
IMG_007466,1,negative,0,-0.321137011051178,0.42039865255355835,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.42039865255355835}]"
IMG_007467,4,negative,0,0.9339660406112671,0.7178791761398315,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.642956018447876},{""selected_rank"":2,""target_probability"":0.7178791761398315}]"
IMG_007468,0,negative,0,-3.703887939453125,0.024035649374127388,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.024035649374127388}]"
IMG_007469,1,negative,0,0.12612347304821014,0.5314891338348389,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5314891338348389}]"
IMG_007470,2,negative,0,-0.11904347687959671,0.4702741801738739,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4702741801738739}]"
IMG_007471,3,negative,0,-0.3904789388179779,0.4036020040512085,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4036020040512085}]"
IMG_007473,4,negative,0,0.7884732484817505,0.6875033974647522,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6875033974647522}]"
IMG_007475,1,negative,0,-0.8437228798866272,0.300751268863678,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.300751268863678}]"
IMG_007477,0,negative,0,0.959367036819458,0.7229950428009033,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7229950428009033}]"
IMG_007479,2,negative,0,0.474865585565567,0.6165347099304199,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6165347099304199}]"
IMG_007480,3,negative,0,-2.1415274143218994,0.10512562096118927,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.09275925904512405},{""selected_rank"":2,""target_probability"":0.10512562096118927}]"
IMG_007482,4,negative,0,0.3854645788669586,0.5951904058456421,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5914624333381653},{""selected_rank"":2,""target_probability"":0.5951904058456421}]"
IMG_007484,1,negative,0,0.7064314484596252,0.6696121692657471,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6696121692657471}]"
IMG_007485,0,negative,0,1.7366658449172974,0.8502630591392517,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7786609530448914},{""selected_rank"":2,""target_probability"":0.8502630591392517}]"
IMG_007487,2,negative,0,0.3165169954299927,0.5784751772880554,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.20642085373401642},{""selected_rank"":2,""target_probability"":0.5784751772880554}]"
IMG_007488,3,negative,0,0.7400988340377808,0.6770174503326416,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6770174503326416},{""selected_rank"":2,""target_probability"":0.4468421936035156}]"
IMG_007491,4,negative,0,0.5204320549964905,0.6272487640380859,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6272487640380859}]"
IMG_007492,2,negative,0,0.7352502942085266,0.6759563088417053,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4949459433555603},{""selected_rank"":2,""target_probability"":0.6759563088417053}]"
IMG_007494,0,negative,0,-0.7087925672531128,0.3298656940460205,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3298656940460205}]"
IMG_007497,1,negative,0,0.939283549785614,0.7189549207687378,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7189549207687378},{""selected_rank"":2,""target_probability"":0.4222385287284851}]"
IMG_007498,4,negative,0,-0.7074713706970215,0.3301578164100647,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.18079595267772675},{""selected_rank"":2,""target_probability"":0.3301578164100647}]"
IMG_007499,3,negative,0,-0.29075440764427185,0.427819162607193,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.427819162607193}]"
IMG_007500,0,negative,0,-0.7757716178894043,0.31523191928863525,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.31523191928863525}]"
IMG_007503,1,negative,0,2.0692837238311768,0.8878816366195679,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.8878816366195679}]"
IMG_007506,2,negative,0,0.37677130103111267,0.5930941700935364,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5930941700935364}]"
IMG_007507,3,negative,0,0.5986328125,0.6453434824943542,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6453434824943542}]"
IMG_007508,4,negative,0,0.2879023551940918,0.5714825391769409,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5714825391769409},{""selected_rank"":2,""target_probability"":0.5696117877960205}]"
IMG_007509,0,negative,0,0.9229414463043213,0.7156410813331604,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7156410813331604}]"
IMG_007511,1,negative,0,-0.606500506401062,0.35285788774490356,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.35285788774490356},{""selected_rank"":2,""target_probability"":0.35285788774490356}]"
IMG_007512,2,negative,0,0.8054118752479553,0.6911309361457825,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6911309361457825}]"
IMG_007514,4,negative,0,-0.150738924741745,0.46238645911216736,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.46238645911216736}]"
IMG_007516,3,negative,0,0.3624725043773651,0.5896388292312622,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5896388292312622}]"
IMG_007517,0,negative,0,-1.4434274435043335,0.19101513922214508,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.19101513922214508}]"
IMG_007519,4,negative,0,0.40563133358955383,0.6000398993492126,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6000398993492126}]"
IMG_007520,1,positive,1,0.4709829092025757,0.6156163811683655,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6156163811683655}]"
IMG_007521,2,positive,1,0.7058026194572449,0.6694729924201965,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6694729924201965}]"
IMG_007527,3,positive,1,-0.08971202373504639,0.4775870442390442,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4775870442390442},{""selected_rank"":2,""target_probability"":0.4642464220523834}]"
IMG_007530,0,positive,1,-0.9803081750869751,0.27283063530921936,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2451932430267334},{""selected_rank"":2,""target_probability"":0.27283063530921936}]"
IMG_007531,1,positive,1,1.0016424655914307,0.731381356716156,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.731381356716156}]"
IMG_007533,3,positive,1,1.063759684562683,0.7434083819389343,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7434083819389343}]"
IMG_007534,4,positive,1,0.6465671062469482,0.656236469745636,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.656236469745636}]"
IMG_007539,2,positive,1,1.1393979787826538,0.7575690746307373,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7575690746307373}]"
IMG_007541,0,positive,1,-0.20361188054084778,0.44927212595939636,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.44927212595939636}]"
IMG_007542,1,positive,1,1.1364519596099854,0.7570276260375977,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7570276260375977}]"
IMG_007547,3,positive,1,-0.31850406527519226,0.4210403859615326,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4210403859615326}]"
IMG_007548,2,positive,1,0.7254987359046936,0.6738167405128479,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6738167405128479}]"
IMG_007549,4,positive,1,0.6324708461761475,0.6530495285987854,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6530495285987854}]"
IMG_007552,4,positive,1,0.5888468027114868,0.6431005001068115,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6431005001068115}]"
IMG_007554,0,positive,1,-0.35626140236854553,0.41186484694480896,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.41186484694480896}]"
IMG_007555,1,positive,1,0.9624132513999939,0.7236047387123108,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7236047387123108}]"
IMG_007556,2,positive,1,1.2511699199676514,0.7775023579597473,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7775023579597473},{""selected_rank"":2,""target_probability"":0.7765845656394958}]"
IMG_007558,3,positive,1,1.2064235210418701,0.769665539264679,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.769665539264679}]"
IMG_007559,0,positive,1,0.5498861074447632,0.6341091394424438,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6341091394424438}]"
IMG_007560,4,positive,1,0.28922805190086365,0.5718071460723877,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3015742599964142},{""selected_rank"":2,""target_probability"":0.5718071460723877}]"
IMG_007562,1,negative,0,0.5869876146316528,0.642673671245575,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.642673671245575}]"
IMG_007564,2,negative,0,-2.4160382747650146,0.0819578468799591,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.0819578468799591}]"
IMG_007571,3,positive,1,0.746549129486084,0.6784262657165527,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6784262657165527}]"
IMG_007575,0,negative,0,-0.8473571538925171,0.2999875545501709,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2999875545501709}]"
IMG_007577,1,negative,0,1.374882459640503,0.7981678247451782,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7947423458099365},{""selected_rank"":2,""target_probability"":0.7981678247451782}]"
IMG_007580,2,positive,1,-1.2373977899551392,0.22488926351070404,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.22488926351070404}]"
IMG_007581,4,negative,0,-1.4306739568710327,0.19299370050430298,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.19299370050430298},{""selected_rank"":2,""target_probability"":0.19299370050430298}]"
IMG_007584,3,positive,1,-0.9085328578948975,0.28730013966560364,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.28730013966560364}]"
IMG_007585,3,positive,1,0.15955546498298645,0.5398044586181641,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.15534809231758118},{""selected_rank"":2,""target_probability"":0.5398044586181641}]"
IMG_007586,0,positive,1,-2.997256278991699,0.04754997789859772,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.04754997789859772}]"
IMG_007587,1,positive,1,0.2595698833465576,0.5645305514335632,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.1750382035970688},{""selected_rank"":2,""target_probability"":0.5645305514335632}]"
IMG_007588,2,positive,1,-2.0196399688720703,0.11715621501207352,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.11715621501207352},{""selected_rank"":2,""target_probability"":0.11715621501207352}]"
IMG_007592,4,negative,0,0.03216051310300827,0.5080394148826599,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5080394148826599}]"
IMG_007593,1,negative,0,-0.478337824344635,0.3826447129249573,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.3826447129249573}]"
IMG_007594,0,positive,1,-0.5136795043945312,0.37433135509490967,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.37433135509490967}]"
IMG_007598,2,positive,1,-0.22083285450935364,0.445015013217926,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.445015013217926}]"
IMG_007601,3,positive,1,0.12370327115058899,0.5308864712715149,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5308864712715149}]"
IMG_007602,4,positive,1,1.0271137952804565,0.7363559603691101,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7363559603691101}]"
IMG_007603,1,positive,1,0.07824836671352386,0.5195521116256714,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5195521116256714},{""selected_rank"":2,""target_probability"":0.5195521116256714}]"
IMG_007606,0,positive,1,0.41894039511680603,0.6032296419143677,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6032296419143677},{""selected_rank"":2,""target_probability"":0.5326328873634338}]"
IMG_007608,2,positive,1,-1.2608920335769653,0.2208203673362732,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2208203673362732}]"
IMG_007609,3,positive,1,2.063084125518799,0.8872630596160889,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.8872630596160889}]"
IMG_007611,4,positive,1,1.6055960655212402,0.8327990174293518,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.8327990174293518}]"
IMG_007612,0,positive,1,0.11923739314079285,0.5297740697860718,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5297740697860718}]"
IMG_007614,1,positive,1,-0.30988776683807373,0.42314210534095764,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.42314210534095764}]"
IMG_007617,4,positive,1,0.7502617835998535,0.6792356967926025,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6792356967926025}]"
IMG_007618,2,positive,1,0.259145051240921,0.5644261240959167,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5644261240959167}]"
IMG_007626,3,negative,0,0.19560864567756653,0.5487468242645264,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5487468242645264}]"
IMG_007627,0,negative,0,-0.6233710646629333,0.34901511669158936,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.34901511669158936}]"
IMG_007631,2,negative,0,-0.010988481342792511,0.4972529113292694,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4972529113292694}]"
IMG_007632,1,positive,1,0.7142540216445923,0.6713404655456543,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6713404655456543}]"
IMG_007634,4,positive,1,-0.08159295469522476,0.4796130657196045,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4796130657196045},{""selected_rank"":2,""target_probability"":0.4796130657196045}]"
IMG_007635,3,negative,0,0.03483179211616516,0.5087070465087891,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5087070465087891}]"
IMG_007637,0,negative,0,0.1329924464225769,0.5331991910934448,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5331991910934448}]"
IMG_007642,1,negative,0,0.7030729651451111,0.6688687205314636,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.45985865592956543},{""selected_rank"":2,""target_probability"":0.6688687205314636}]"
IMG_007643,2,negative,0,-0.31724774837493896,0.42134663462638855,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.42134663462638855}]"
IMG_007646,3,positive,1,-1.591428279876709,0.16918304562568665,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.16918304562568665}]"
IMG_007647,4,negative,0,1.7255096435546875,0.8488371968269348,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7741847634315491},{""selected_rank"":2,""target_probability"":0.8488371968269348}]"
IMG_007648,0,negative,0,-1.5377272367477417,0.17686590552330017,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.17686590552330017}]"
IMG_007650,1,positive,1,1.1167271137237549,0.7533811330795288,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6264256238937378},{""selected_rank"":2,""target_probability"":0.7533811330795288}]"
IMG_007652,2,negative,0,1.1716870069503784,0.7634498476982117,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.36559319496154785},{""selected_rank"":2,""target_probability"":0.7634498476982117}]"
IMG_007654,3,negative,0,-2.38596248626709,0.08424940705299377,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.08424940705299377},{""selected_rank"":2,""target_probability"":0.08424940705299377}]"
IMG_007655,4,negative,0,-0.9408996105194092,0.2807186543941498,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2807186543941498},{""selected_rank"":2,""target_probability"":0.2807186543941498}]"
IMG_007656,0,positive,1,0.8137660026550293,0.6929114460945129,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5831847190856934},{""selected_rank"":2,""target_probability"":0.6929114460945129}]"
IMG_007658,1,positive,1,0.18023844063282013,0.5449380278587341,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5449380278587341}]"
IMG_007659,3,positive,1,-0.13124307990074158,0.4672362506389618,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.2962777316570282},{""selected_rank"":2,""target_probability"":0.4672362506389618}]"
IMG_007661,2,negative,0,0.9289446473121643,0.7168611288070679,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.35306480526924133},{""selected_rank"":2,""target_probability"":0.7168611288070679}]"
IMG_007665,4,negative,0,0.9653164148330688,0.7241849303245544,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.7241849303245544},{""selected_rank"":2,""target_probability"":0.6356580853462219}]"
IMG_007667,0,negative,0,0.6090728044509888,0.647729218006134,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.647729218006134}]"
IMG_007672,1,negative,0,-0.23274032771587372,0.4420761466026306,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.4420761466026306}]"
IMG_007673,2,negative,0,0.5276444554328918,0.6289336085319519,2,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.6240419745445251},{""selected_rank"":2,""target_probability"":0.6289336085319519}]"
IMG_007674,3,negative,0,-1.4064065217971802,0.19680146872997284,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.19680146872997284}]"
IMG_007675,4,negative,0,0.16528591513633728,0.5412276983261108,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.5412276983261108}]"
IMG_007676,0,negative,0,-0.28007450699806213,0.43043550848960876,1,SCORABLE,"[{""selected_rank"":1,""target_probability"":0.43043550848960876}]"
