image_id,reference_vehicle_id,reference_label,reference_bbox,matched_vehicle_id,iou,reason_code,rule_only_label,vlm_label,final_label
IMG_007672,T13,negative_nose_tail_overrun,"[0.282, 104.241, 148.251, 151.127]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007672,T15,negative_nose_tail_overrun,"[1730.71, 152.631, 1851.289, 217.951]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007672,T16,negative_nose_tail_overrun,"[27.232, 107.467, 143.871, 147.791]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007672,T17,negative_nose_tail_overrun,"[136.164, 107.657, 213.134, 149.417]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007672,T18,negative_nose_tail_overrun,"[308.115, 133.549, 449.73, 197.366]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007672,T19,negative_nose_tail_overrun,"[341.39, 138.208, 475.28, 199.104]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007672,T22,negative_nose_tail_overrun,"[1648.14, 155.908, 1752.755, 228.399]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007465,T04,negative_ordinary_bay,"[653.232, 159.539, 758.432, 262.993]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007465,T06,negative_ordinary_bay,"[462.504, 206.377, 524.288, 284.164]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007465,T07,negative_ordinary_bay,"[760.655, 152.601, 838.822, 220.303]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007465,T08,negative_ordinary_bay,"[212.426, 154.116, 360.62, 240.156]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007516,T03,negative_ordinary_bay,"[0.457, 263.858, 187.691, 336.231]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007374,T03,negative_ordinary_bay,"[0.616, 138.586, 72.76, 195.769]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007396,T03,negative_ordinary_bay,"[448.141, 280.877, 580.009, 362.306]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007347,T03,negative_gate_queue,"[610.063, 336.675, 824.818, 548.888]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007322,T02,negative_gate_queue,"[1243.622, 433.782, 1479.197, 617.02]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007340,T05,negative_gate_queue,"[1583.113, 66.216, 1918.655, 478.739]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007684,T01,uncertain,"[534.084, 247.047, 1501.35, 793.66]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007682,T01,uncertain,"[413.968, 37.706, 1789.401, 855.619]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007702,T01,uncertain,"[1304.928, 42.183, 1918.024, 1004.169]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007702,T02,uncertain,"[1293.837, 210.412, 1379.454, 278.809]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007707,T03,uncertain,"[556.096, 50.107, 1205.426, 619.021]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
IMG_007712,T02,uncertain,"[586.193, 364.9, 642.582, 390.352]",,,detector_unmatched_reference_not_individually_reviewed,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
