media_id,split,group_id,notes
IMG_007568,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007569,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007570,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007571,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007572,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007573,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007574,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007575,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007576,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007577,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007578,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007579,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007580,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007581,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007582,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007583,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007584,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007585,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007586,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007587,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007588,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007589,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007590,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007591,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007592,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007593,train,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007594,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007595,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007596,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007597,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007598,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007599,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007600,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007601,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007602,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007603,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007604,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007605,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007606,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007607,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007608,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007609,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007610,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007611,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007612,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007613,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007614,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007615,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007616,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007617,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007618,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007619,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007620,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007621,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007622,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007623,validation,POV_PARKING_B1_P03_SPAN_TWO_BAYS,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007624,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007625,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007626,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007627,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007628,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007629,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007630,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007631,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007632,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007633,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007634,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007635,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007636,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007637,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007638,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007639,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007640,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007641,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007642,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007643,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007644,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007645,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007646,holdout,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007647,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007648,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007649,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007650,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
