source_id,media_id,original_filename,relative_path,sha256,group_key,group_id,sample_role,event_label,split
11,IMG_007530,011_pov-b1-0011-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007530.png,b8507d3968990975963936bd9112c102ea91f8d6ee5f6860c382f3534920506f,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
12,IMG_007531,012_pov-b1-0012-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007531.png,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
13,IMG_007532,013_pov-b1-0013-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007532.png,4afd38d31893fb9de8fab0cc246643a0c7019bfbbd2961f66cecabc4d6ab0f31,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
14,IMG_007533,014_pov-b1-0014-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007533.png,b3edf02484db2aa4b758c813ee19476939beb85f20b3fabec56e017e89d3de0c,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
15,IMG_007534,015_pov-b1-0015-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007534.png,47bbb813df0ec3ddce5ccabf718efd3f8ff1525ca077bf9e3b506dbd04783656,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
16,IMG_007535,016_pov-b1-0016-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007535.png,482bb14355c7906d97f027b7b4309cc0c5dc1ebcee2645df1107d5cb418869ac,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
17,IMG_007536,017_pov-b1-0017-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007536.png,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
18,IMG_007537,018_pov-b1-0018-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007537.png,8df3e7b0927ae55040e21ba4ee2d152e36e647a438e3f3df7f7b708dcbf77813,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
19,IMG_007538,019_pov-b1-0019-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007538.png,012a5130dcb865060ed547fe250f200d13d11a61adaa6435e2544adf84248ae0,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
20,IMG_007539,020_pov-b1-0020-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007539.png,572a3f79d72d397f89f226fe37d07c975c7b526d73b5b008d0c5795b9910e3d4,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
21,IMG_007540,021_pov-b1-0021-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007540.png,b098cc06023868902c46b0ea19b4a7a8e2fd450739d9f69a0144f037ae31643f,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
22,IMG_007541,022_pov-b1-0022-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007541.png,59dcf300c58c78766d3446ae6b83b359a220b56659706ce7385c5053d3e471d3,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
23,IMG_007542,023_pov-b1-0023-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007542.png,627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
24,IMG_007543,024_pov-b1-0024-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007543.png,fc3ed29614f9ddaa059b1c63c12195be9c938924de18bdc061c4202411daaf29,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
26,IMG_007544,026_pov-b1-0026-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007544.png,c246c7bb7f5a5d1f1788b5b0c2abdf6dd8c0f16ea40e6bde061d4e77d3e1767e,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
27,IMG_007545,027_pov-b1-0027-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007545.png,8672578a0fad505fac5a631781f63dfe5d5439b3ffcc42e13f35267bf4058878,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
28,IMG_007546,028_pov-b1-0028-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007546.png,4258c9ddfdf0fa5fd4490e5e20c0ce3b07244de0f782cbaf136e32f2c52c685d,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
29,IMG_007547,029_pov-b1-0029-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007547.png,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
30,IMG_007548,030_pov-b1-0030-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007548.png,4f17bdfd1fce16f4bd783575464ee74fabb2eb6ae988f25e84d044c3757ef010,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
31,IMG_007549,031_pov-b1-0031-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007549.png,67aa0b565d19e0960719fd675a518ee02a6870494949f5eea5cfed212ec1608c,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
32,IMG_007550,032_pov-b1-0032-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007550.png,5139a253b6d1ce8e79162844bc2560fcc29bf55dce700959e77d9e67c22eb95f,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
33,IMG_007551,033_pov-b1-0033-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007551.png,3e649fb425db485aa2a92f42b71d46d2e1097e1060eacd886961c437d05915cc,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
34,IMG_007552,034_pov-b1-0034-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007552.png,97932a55b037ccf310ae39eb1818d85f49ed164b4f599f90ee17b61ad5073694,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
35,IMG_007553,035_pov-b1-0035-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007553.png,9efbabb42116c5404e59ea092da06ffb304eb6d4ab9da128bb146b8129384718,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
36,IMG_007554,036_pov-b1-0036-p01-outside-legal-bay-clear-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007554.png,34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
37,IMG_007555,037_pov-b1-0037-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007555.png,b879ee48ab4cae9efcd4f91acd470ae42d1564602cd9b26fe99b0648632e9c30,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
38,IMG_007556,038_pov-b1-0038-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007556.png,2d2c27149d5340b1810e71d7ee266ee662e9162fd33fe39a3b00327c6216efce,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
39,IMG_007557,039_pov-b1-0039-p01-outside-legal-bay-clear-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007557.png,49ead178a7d141750b6346a3db635367c4b60fb3eb6bc6c38df68af4f91ed134,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
40,IMG_007558,040_pov-b1-0040-p01-outside-legal-bay-clear-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007558.png,1e9b4b51182591cf840782316c7ea1cfce0cea6efc94092de7325bca41124439,p01-outside-legal-bay-clear,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,positive,1,train
41,IMG_007559,041_pov-b1-0041-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007559.png,f2f4a8a8e9595db41a6d5815025c881c8b22b1e0d0e04ac8822528f6c4a76b7c,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
42,IMG_007560,042_pov-b1-0042-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007560.png,a1709030715bf45e78216506f40ad352eeeb9c5d1f816802b697d28cbd4659ea,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
43,IMG_007561,043_pov-b1-0043-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007561.png,fbf0840b5295eebd50448505300464dc7a2963b90f8b16709ec4a1b94e5a4ec5,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
44,IMG_007562,044_pov-b1-0044-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007562.png,e98d3f068c7e7ff0d6a731ab924fff48d66316d0dcaf320ea721c3ee9aefb426,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
45,IMG_007563,045_pov-b1-0045-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007563.png,c8a23e574214ae421807d2fae50f3617aeedd235a07f7cbc78550a4b384bc856,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
46,IMG_007564,046_pov-b1-0046-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007564.png,fc06c9c4695ca7cc59409261cd0293f6e9b080ee97f9247bbbd0c4b14c150cda,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
47,IMG_007565,047_pov-b1-0047-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007565.png,0eacb9a070bf7cbf5561242969165c0662f30e6e46f7562ac9439da3305dc26e,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
48,IMG_007566,048_pov-b1-0048-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007566.png,e04d0f3a4f8673963d759b1ba3fc278174c4f9124fc60c4ac93804fdd4d8bdcf,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
49,IMG_007567,049_pov-b1-0049-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007567.png,2979fa0ff121e30d013e8bc2d521676102a57e5f13ac6f363ef14cc4e324a5e3,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
50,IMG_007568,050_pov-b1-0050-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007568.png,e193369ca3e7ed96f96f3b91ec9b44fb9d1cf273355594f42380204426ea137c,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
51,IMG_007569,051_pov-b1-0051-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007569.png,ecfa27073d391aeeac4957a3822e2ff300811817ea8e48e2ea812c2c63a9e1a2,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
52,IMG_007570,052_pov-b1-0052-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007570.png,564f57abeb11621386bd15d9a8794853f850271391be84a01e64d35f42eb0181,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
53,IMG_007571,053_pov-b1-0053-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007571.png,c81db39df5a6289982e45d8e87ed41d9eb32d216e0f0483503fbf43ec81ec0da,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
54,IMG_007572,054_pov-b1-0054-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007572.png,5648423dd5d4b40746fc3d24b3e72f003e1f64fef79ecfb5f2df7bb7707717d7,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
55,IMG_007573,055_pov-b1-0055-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007573.png,94a122d69ee9152d848eb7287b47c95764136fc16669b452a334cdbc1135e941,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
56,IMG_007574,056_pov-b1-0056-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007574.png,28e02888b85aa891b489e8211bb38f061b38ff272a51ccbe836082eaa40e9f14,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
57,IMG_007575,057_pov-b1-0057-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007575.png,7d5b6e5a024195be279b0ebe4892043c13be040a7e28c1cbedbe5457c298e789,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
58,IMG_007576,058_pov-b1-0058-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007576.png,a28e080ddb02680d63958e55fc3cca895b3e6a0d01bed541bfa62f0dc52ce903,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
59,IMG_007577,059_pov-b1-0059-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007577.png,570451f6eaff7c386120fd454ecfbd856370eebac5c8c689494a2d448a35f66e,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
60,IMG_007578,060_pov-b1-0060-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007578.png,49560707300efb2431c281a83de5b192bcbf7b363113b0b59f55aba896359d31,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
61,IMG_007579,061_pov-b1-0061-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007579.png,269878597c4be9d38b4fda159b6708c0575a1b3986e9033c6c0b58b45d97f73c,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
62,IMG_007580,062_pov-b1-0062-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007580.png,2cc8d12dd6b689e39766a0cf398eccec256db57af4e3d795b29fbfe14123f0a7,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
63,IMG_007581,063_pov-b1-0063-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007581.png,5a70b850a8e50ec66e4d3c0de84fb9afd326680aae1e96e82f969eebce790c91,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
64,IMG_007582,064_pov-b1-0064-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007582.png,e95e962fe9682105741238f4453c2639b3616da0f7e09a7d9065f51a6e0995bf,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
65,IMG_007583,065_pov-b1-0065-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007583.png,541d9de1bdf92c75bdd9d689062753ec8f49f21038963cbd62afa91428e7b5de,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
66,IMG_007584,066_pov-b1-0066-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007584.png,16ca3bc8cdff89dc9f8735b5407e6929c09cdc65c98c4803795501599a1f5664,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
67,IMG_007585,067_pov-b1-0067-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007585.png,09919ee92ec0b250a631597105f6b82b093a9dabf191cd11e169c900658e1507,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
68,IMG_007586,068_pov-b1-0068-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007586.png,4c44a263ccbf1b0e096676c75ab0bb411ea915ecac10d753d13b1fff87fe0a55,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
69,IMG_007587,069_pov-b1-0069-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007587.png,a5eabf71d9edeb0740a2ed71d633037bd5cf4d9ee9c1375fdf9c7f513837f74d,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
70,IMG_007588,070_pov-b1-0070-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007588.png,cb6d9156e29a676b7ad7ce5c21862e6243aa3420defaf0a8973fcbe7e78a3998,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
71,IMG_007589,071_pov-b1-0071-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007589.png,a989130fb9ba8132fbae136253c19c64115dfda6a3d54603ebfa2a697276fb00,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
72,IMG_007590,072_pov-b1-0072-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007590.png,ed0b2a74ed4a5e9e50076b06155f968cb218fc7f9474c2bbe5d50e7713bbc1e9,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
73,IMG_007591,073_pov-b1-0073-p02-cross-single-boundary-line-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007591.png,41916db363f1a571b84f7e6c248332ee77e664d1b98ec8579d1a60829f3b6646,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
74,IMG_007592,074_pov-b1-0074-p02-cross-single-boundary-line-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007592.png,d0935526710411b008da955ef21e99e752209c8fafc928bceb05fb7d55a926cd,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
