source_id,media_id,relative_path,sha256,group_key,group_id,sample_role,original_event_label,split,v1_2_gt,evaluation_scope,mapping_basis,gt_basis,gt_review_status
51,IMG_007569,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007569.png,ecfa27073d391aeeac4957a3822e2ff300811817ea8e48e2ea812c2c63a9e1a2,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
52,IMG_007570,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007570.png,564f57abeb11621386bd15d9a8794853f850271391be84a01e64d35f42eb0181,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
53,IMG_007571,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007571.png,c81db39df5a6289982e45d8e87ed41d9eb32d216e0f0483503fbf43ec81ec0da,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
54,IMG_007572,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007572.png,5648423dd5d4b40746fc3d24b3e72f003e1f64fef79ecfb5f2df7bb7707717d7,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
55,IMG_007573,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007573.png,94a122d69ee9152d848eb7287b47c95764136fc16669b452a334cdbc1135e941,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
56,IMG_007574,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007574.png,28e02888b85aa891b489e8211bb38f061b38ff272a51ccbe836082eaa40e9f14,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
57,IMG_007575,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007575.png,7d5b6e5a024195be279b0ebe4892043c13be040a7e28c1cbedbe5457c298e789,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
58,IMG_007576,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007576.png,a28e080ddb02680d63958e55fc3cca895b3e6a0d01bed541bfa62f0dc52ce903,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
59,IMG_007577,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007577.png,570451f6eaff7c386120fd454ecfbd856370eebac5c8c689494a2d448a35f66e,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
60,IMG_007578,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007578.png,49560707300efb2431c281a83de5b192bcbf7b363113b0b59f55aba896359d31,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
61,IMG_007579,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007579.png,269878597c4be9d38b4fda159b6708c0575a1b3986e9033c6c0b58b45d97f73c,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
62,IMG_007580,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007580.png,2cc8d12dd6b689e39766a0cf398eccec256db57af4e3d795b29fbfe14123f0a7,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
63,IMG_007581,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007581.png,5a70b850a8e50ec66e4d3c0de84fb9afd326680aae1e96e82f969eebce790c91,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
64,IMG_007582,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007582.png,e95e962fe9682105741238f4453c2639b3616da0f7e09a7d9065f51a6e0995bf,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
65,IMG_007583,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007583.png,541d9de1bdf92c75bdd9d689062753ec8f49f21038963cbd62afa91428e7b5de,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
66,IMG_007584,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007584.png,16ca3bc8cdff89dc9f8735b5407e6929c09cdc65c98c4803795501599a1f5664,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
67,IMG_007585,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007585.png,09919ee92ec0b250a631597105f6b82b093a9dabf191cd11e169c900658e1507,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
68,IMG_007586,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007586.png,4c44a263ccbf1b0e096676c75ab0bb411ea915ecac10d753d13b1fff87fe0a55,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
69,IMG_007587,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007587.png,a5eabf71d9edeb0740a2ed71d633037bd5cf4d9ee9c1375fdf9c7f513837f74d,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
70,IMG_007588,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007588.png,cb6d9156e29a676b7ad7ce5c21862e6243aa3420defaf0a8973fcbe7e78a3998,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
71,IMG_007589,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007589.png,a989130fb9ba8132fbae136253c19c64115dfda6a3d54603ebfa2a697276fb00,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
72,IMG_007590,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007590.png,ed0b2a74ed4a5e9e50076b06155f968cb218fc7f9474c2bbe5d50e7713bbc1e9,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
73,IMG_007591,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007591.png,41916db363f1a571b84f7e6c248332ee77e664d1b98ec8579d1a60829f3b6646,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
74,IMG_007592,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007592.png,d0935526710411b008da955ef21e99e752209c8fafc928bceb05fb7d55a926cd,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
75,IMG_007593,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007593.png,cd5e8f47b91c0c7e5051d1f9bb5e6a95ec02a197a66bfb234ef886b385d6ce63,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train,boundary_unresolved,boundary_challenge,p02 requires per-image Human Gold,generation_intent_shadow,unreviewed
