media_id,image_sha256,review_status,label_basis,human_gold,disputed,review_method,model_output_seen
IMG_007672,9725aa8099cea39db019c02b5379a87707c1942f7fd5406e29f4c999457d9b18,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007673,e429453485e61c4e85cf969157ace0642c13ad6f110e4b309da44ff8bee507da,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007417,526c4f582dc4677d143ee9873c493204d768f976f56cf7844cf23d54f78d5f46,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007450,dfcabcaf60309258982b2f14a2079537b4c0d67d831f2d2bd838649f9c4cbfca,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007465,0173b785c086015179eebb31f75d19c6523d350e10c2924111c615bdc3566010,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007470,ffd96edec5b541b57c022e406a9df1206de9cd11f497f97b921590a4cb147d7a,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007499,5481b65b8fd23cc80f33c6488e0b419e2e97ec975ef79ac74197b76eb0c111ae,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007516,d4ddb7ed1ecba9f8e9125fa7d6994a234347606d44522513a2c5c297c3739b99,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007374,c369b4fcc2fb3905a50f84157acad67f599709a39b497c2592005f22898db7b4,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007396,644abcee17bedddc5b57b7e2f6241d7bdcafd6870043073405879da1936fa2c4,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007328,e21756f049ead7e77e259d9ba4ed7369db40e9ffe55a0c97e4e484923f79cc8e,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007346,2c36b5d0457dc0b06def434329cf8b10d6c10ec9026ce0f00bcf8452a5e04eca,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007347,ef43e925f58c64765fd71b67d4621f91656afed05f4c84dc32cb0cf0b0462477,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007326,acadd4c3f2591db383a714c3f755466bc550b3d41effafc2dc8e33238c34740c,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007322,4637690af777a63302a78904d8d7c9ec0bbf5ed4de0bc7fd6be11a185d698dc9,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007340,64d2fbe4e310ae8115b2255e71585daebbed954bde03d8f46d6654c53105aa29,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007684,fef2749a59f5eb3e394e8b3c66ab81e3edac3aaed4a79db1ec9f29ef14815909,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007682,aaa558499c3e5f6497d0c5d34b9e39e023fa64ef65859c2e422b6e867f93a24c,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007692,57661e34744042776016b742841431e6185af6983a67939ecf322987e50ceac6,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007702,c8dc34276c63f0048a5b169d426bdbe112e190a95ab64284f30b000bd950195a,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007707,6b2177600d9910901fbe57e3f0fc77cb187c02641a87a4f20217f21fcd2f88a2,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
IMG_007712,db5e9c6da136062ae3ed002e4f973187180033a222c8af63a2897c247112c9d1,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,original full image + numbered panorama + context crop,False
