error_type,source_id,media_id,group_key,sample_role,v1_2_gt,evaluation_scope,model_label,evidence_type,reason,status,protocol_success,latency_seconds,relative_path,error
FN,20,IMG_007539,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The white sedan is parked within a single marked parking space, aligned with the lines, and not obstructing any driving aisles or adjacent spaces.",ok,True,5.807864,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007539.png,
FN,21,IMG_007540,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The white sedan is positioned within a single marked parking space, aligned with the lines, and not intruding into adjacent spaces or the driving aisle. No substantial violations are visible.",ok,True,5.626816,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007540.png,
FN,22,IMG_007541,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The silver sedan is parked squarely within a single marked parking space, aligned with the yellow lines, and not intruding into adjacent spaces or the driving aisle. No other vehicles are visible in the immediate vicinity that could constitute a violation. The scene shows no clear parking-order violations.",ok,True,6.015246,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007541.png,
FN,23,IMG_007542,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The silver sedan is parked within a clearly marked yellow-lined parking space, aligned properly with no evidence of occupying multiple spaces, severe angling, or intrusion into driving aisles.",ok,True,6.025993,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007542.png,
FN,24,IMG_007543,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The silver sedan is parked within a clearly marked parking space, aligned with the yellow lines, and does not appear to be occupying multiple spaces or intruding into adjacent areas. No other vehicles are visibly violating parking order in the immediate vicinity.",ok,True,6.167396,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007543.png,
FN,26,IMG_007544,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,All visible vehicles are parked within designated spaces or driving aisles; no clear violations of parking order are present.,ok,True,6.023717,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007544.png,
FN,27,IMG_007545,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The blue SUV is parked within a clearly marked parking space, aligned with the lane, and not obstructing any driving aisles or other spaces.",ok,True,5.487804,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007545.png,
FN,28,IMG_007546,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The black SUV is parked within a clearly marked parking space, aligned with the yellow lines, and not obstructing any driving aisles or adjacent spaces. Other visible vehicles are also parked within their designated spaces. No substantial violations are present.",ok,True,5.888312,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007546.png,
FN,29,IMG_007547,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The black SUV is parked within a single designated parking space, aligned with the yellow boundary lines, and does not obstruct the driving aisle or intrude into adjacent spaces.",ok,True,5.769185,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007547.png,
FN,30,IMG_007548,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The black SUV is parked within a clearly marked parking space, aligned with the yellow lines, and does not obstruct the driving aisle or encroach on adjacent spaces.",ok,True,5.907491,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007548.png,
FN,31,IMG_007549,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The vehicle is positioned within a single designated parking space, aligned with the parking lines, and not obstructing any driving aisles or adjacent spaces.",ok,True,5.900792,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007549.png,
FN,32,IMG_007550,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The vehicle is parked within a single designated parking space, aligned with the parking lines, and not obstructing any driving aisles or adjacent spaces.",ok,True,5.474668,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007550.png,
FN,33,IMG_007551,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The vehicle is parked within a single designated parking space, aligned with the parking lines, and does not substantially intrude into adjacent spaces or the driving aisle.",ok,True,5.487784,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007551.png,
FN,34,IMG_007552,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The white van is positioned in the driving lane, not within a marked parking space, but this is consistent with normal traffic flow or temporary stopping, not a parking-order violation. No vehicles are parked outside designated spaces, occupying multiple spaces, or severely angled across lanes. All other visible vehicles are parked within their assigned spaces.",ok,True,6.085068,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007552.png,
FN,35,IMG_007553,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The white van is positioned in the driving lane, not within a marked parking space, but this does not constitute a parking-order violation as it is not parked in a space, nor is it blocking a space or driving lane in a way that violates parking rules. Other vehicles are parked within their designated spaces.",ok,True,6.67124,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007553.png,
FN,36,IMG_007554,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,All vehicles are parked within designated spaces or driving lanes without clear violations of parking order.,ok,True,6.582666,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007554.png,
FN,37,IMG_007555,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The vehicle is parked within a single designated parking space, aligned with the parking lines, and not obstructing any driving aisles or adjacent spaces.",ok,True,6.599198,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007555.png,
FN,38,IMG_007556,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The vehicle is parked within a single designated parking space, aligned with the parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,6.064704,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007556.png,
FN,39,IMG_007557,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The red Honda is parked within a single marked parking space, aligned with the yellow lines, and not obstructing any driving aisles or adjacent spaces.",ok,True,5.682247,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007557.png,
FN,40,IMG_007558,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The red vehicle is parked within a single designated parking space, aligned with the yellow lines and stop blocks, showing no substantial intrusion into adjacent areas or driving aisles.",ok,True,5.856094,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007558.png,
FN,131,IMG_007647,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with yellow lines, and show no substantial intrusion into adjacent areas or driving aisles.",ok,True,5.505404,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007647.png,
FN,132,IMG_007648,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within their designated spaces; no clear violations of parking order are visible.,ok,True,5.137416,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007648.png,
FN,133,IMG_007649,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within designated spaces aligned with yellow lines; no clear violation of parking order observed.,ok,True,4.930713,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007649.png,
FN,134,IMG_007650,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,5.014701,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007650.png,
FN,135,IMG_007651,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,5.026807,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007651.png,
FN,136,IMG_007652,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All visible vehicles are parked within clearly marked individual parking spaces; no vehicle is substantially outside a space, occupying multiple spaces, severely angled, or blocking a driving aisle.",ok,True,5.263562,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007652.png,
FN,137,IMG_007653,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with yellow lines, and not obstructing aisles or other spaces.",ok,True,5.365823,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007653.png,
FN,138,IMG_007654,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not obstructing aisles or other spaces.",ok,True,5.537021,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007654.png,
FN,139,IMG_007655,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within designated spaces with minor line crossings that do not constitute substantial violations.,ok,True,5.566355,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007655.png,
FN,140,IMG_007656,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,5.472986,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007656.png,
FN,141,IMG_007657,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within their designated spaces; the gray truck is slightly angled but does not materially intrude into adjacent spaces or occupy multiple spaces.,ok,True,5.565992,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007657.png,
FN,142,IMG_007658,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within clearly marked parking spaces; the gray pickup truck is properly aligned in its assigned space without crossing lines or intruding into adjacent areas.,ok,True,5.621444,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007658.png,
FN,143,IMG_007659,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All visible vehicles are parked within clearly marked individual spaces; no vehicle is substantially outside a space, occupying multiple spaces, severely angled, or blocking a driving aisle.",ok,True,5.697127,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007659.png,
FN,144,IMG_007660,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,5.754876,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007660.png,
FN,145,IMG_007661,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within clearly marked individual spaces; no vehicle is substantially outside a space, occupying multiple spaces, severely angled, or blocking a driving aisle.",ok,True,5.765764,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007661.png,
FN,146,IMG_007662,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,5.773577,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007662.png,
FN,147,IMG_007663,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within their designated spaces; no clear violations of parking order are visible.,ok,True,5.649576,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007663.png,
FN,148,IMG_007664,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not obstructing aisles or other spaces.",ok,True,5.64638,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007664.png,
FN,149,IMG_007665,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All three vehicles are parked within their designated yellow-lined spaces, aligned with the parking area boundaries, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,5.663091,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007665.png,
FN,150,IMG_007666,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not obstructing aisles or adjacent spaces.",ok,True,5.595354,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007666.png,
