/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007345.png,ai_generated,true,false,,,1920,1080,444949a5bb1ef4f274d25fcc0804048b37eaff9452c2cba40e4b599d10f05dfa,media.csv:media_id=IMG_007345;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007346.png,ai_generated,true,false,,,1920,1080,2c36b5d0457dc0b06def434329cf8b10d6c10ec9026ce0f00bcf8452a5e04eca,media.csv:media_id=IMG_007346;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007347.png,ai_generated,true,false,,,1920,1080,ef43e925f58c64765fd71b67d4621f91656afed05f4c84dc32cb0cf0b0462477,media.csv:media_id=IMG_007347;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007348.png,ai_generated,true,false,,,1920,1080,811995a29ace32e6446ea2fa97bd9835db5b19c706746e280a47fa084a1ea155,media.csv:media_id=IMG_007348;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007349.png,ai_generated,true,false,,,1920,1080,cc200060330faa0697ca33f1781fb3e190cd13dda00e63dff2cbb91f3ffecf01,media.csv:media_id=IMG_007349;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007350.png,ai_generated,true,false,,,1920,1080,0672e381842b11cab5742c519c87268fe09f29ffd958853831362eeb430087f3,media.csv:media_id=IMG_007350;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007351.png,ai_generated,true,false,,,1920,1080,07d06203442a2dff61c3182c8ee93f1fcd3e5b657392acda2ee8d0721159c245,media.csv:media_id=IMG_007351;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007352.png,ai_generated,true,false,,,1920,1080,43950a74e9a68142514fd4ea1ce8974c8502bc2ee6e23e0de584206c235409b1,media.csv:media_id=IMG_007352;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007353.png,ai_generated,true,false,,,1920,1080,9c59016df2ab71e0472fc92e1884ce1eaabc0492faf2912102ada72a42f3eb75,media.csv:media_id=IMG_007353;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007354.png,ai_generated,true,false,,,1920,1080,a8688c9c1fb67525739440f7aa807d334a19e396e1e02bd23d926351452d5ca5,media.csv:media_id=IMG_007354;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007355.png,ai_generated,true,false,,,1920,1080,23f8e8a546fe249ab5d2e02b29fe104a5131ae0e4ce80667a61b73897dad9d93,media.csv:media_id=IMG_007355;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007356.png,ai_generated,true,false,,,1920,1080,b635cbc9e4d781374f788f1e33c1b381a357a634d6d5333ab6bed82fe2cc1ce9,media.csv:media_id=IMG_007356;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007357.png,ai_generated,true,false,,,1920,1080,cabd973ba6d16b666800001f6a9140755ba40f94024976cd2285dfec53a18c78,media.csv:media_id=IMG_007357;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007358.png,ai_generated,true,false,,,1920,1080,eaf775ddde4273d5e4eb08d1dee3f0b4991ac9a393d6118d4b84c1b989e2f85e,media.csv:media_id=IMG_007358;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007359.png,ai_generated,true,false,,,1920,1080,0f858350645bfb2da417651c472e17674c7e73c3c3fc5e7beb11ad38569e2cb7,media.csv:media_id=IMG_007359;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN02_FADED_LINES_BUT_CONFIRMABLY_INSIDE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007360.png,ai_generated,true,false,,,1920,1080,3674b9ed6b9e649845f7425d4a0ae172234b0e4097a75bb03592cb08ec60fc38,media.csv:media_id=IMG_007360;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN03_PERSPECTIVE_LOOKS_LIKE_CROSSING;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007361.png,ai_generated,true,false,,,1920,1080,dac89cc4e5fe23b0cfce2ba0ea50484551bf9d03fae59a3d57e70a2f140b36c5,media.csv:media_id=IMG_007361;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN03_PERSPECTIVE_LOOKS_LIKE_CROSSING;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007362.png,ai_generated,true,false,,,1920,1080,b33b9edcb63cdc555f412bf2b2565d8e59f1addadd3b07b054632672529cf42a,media.csv:media_id=IMG_007362;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN03_PERSPECTIVE_LOOKS_LIKE_CROSSING;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007363.png,ai_generated,true,false,,,1920,1080,d63fdddba84ce8d8777fcce99e1b0f1e51b1b1e89c3598e6b31bad019187df29,media.csv:media_id=IMG_007363;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN03_PERSPECTIVE_LOOKS_LIKE_CROSSING;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007364.png,ai_generated,true,false,,,1920,1080,b123821fecdc6f735d4f830cfeac154a9eb2087c90deee2b54b710bcbadd9aad,media.csv:media_id=IMG_007364;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN03_PERSPECTIVE_LOOKS_LIKE_CROSSING;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007365.png,ai_generated,true,false,,,1920,1080,822a005649efe9075c28718f8dc4c3e5d8b2c72b1ab00e94a1c16d8e8657f2ce,media.csv:media_id=IMG_007365;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN03_PERSPECTIVE_LOOKS_LIKE_CROSSING;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
