media_id,group_key,split,image_sha256,relative_path
IMG_007563,p02-cross-single-boundary-line,VAL,c8a23e574214ae421807d2fae50f3617aeedd235a07f7cbc78550a4b384bc856,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007563.png
IMG_007567,p02-cross-single-boundary-line,VAL,2979fa0ff121e30d013e8bc2d521676102a57e5f13ac6f363ef14cc4e324a5e3,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007567.png
IMG_007591,p02-cross-single-boundary-line,VAL,41916db363f1a571b84f7e6c248332ee77e664d1b98ec8579d1a60829f3b6646,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007591.png
IMG_007565,p02-cross-single-boundary-line,VAL,0eacb9a070bf7cbf5561242969165c0662f30e6e46f7562ac9439da3305dc26e,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007565.png
IMG_007573,p02-cross-single-boundary-line,VAL,94a122d69ee9152d848eb7287b47c95764136fc16669b452a334cdbc1135e941,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007573.png
IMG_007561,p02-cross-single-boundary-line,HOLDOUT,fbf0840b5295eebd50448505300464dc7a2963b90f8b16709ec4a1b94e5a4ec5,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007561.png
IMG_007568,p02-cross-single-boundary-line,HOLDOUT,e193369ca3e7ed96f96f3b91ec9b44fb9d1cf273355594f42380204426ea137c,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007568.png
IMG_007582,p02-cross-single-boundary-line,HOLDOUT,e95e962fe9682105741238f4453c2639b3616da0f7e09a7d9065f51a6e0995bf,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007582.png
IMG_007578,p02-cross-single-boundary-line,HOLDOUT,49560707300efb2431c281a83de5b192bcbf7b363113b0b59f55aba896359d31,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007578.png
IMG_007590,p02-cross-single-boundary-line,HOLDOUT,ed0b2a74ed4a5e9e50076b06155f968cb218fc7f9474c2bbe5d50e7713bbc1e9,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007590.png
IMG_007589,p02-cross-single-boundary-line,HOLDOUT,a989130fb9ba8132fbae136253c19c64115dfda6a3d54603ebfa2a697276fb00,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007589.png
IMG_007566,p02-cross-single-boundary-line,HOLDOUT,e04d0f3a4f8673963d759b1ba3fc278174c4f9124fc60c4ac93804fdd4d8bdcf,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007566.png
IMG_007596,p03-span-two-bays,VAL,bc03f36807589c4be82b7bf696647d45a5cabcf0d4dd3cbf8799882ef02364f9,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007596.png
IMG_007595,p03-span-two-bays,VAL,0ddfb6a09f8662e7595e38a59a11e263ab12ee5213023f354cbac9967695bfe1,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007595.png
IMG_007600,p03-span-two-bays,VAL,147b1ce8bc187f91a764a1d6a0623ba510018a68463cfe2857bbcc3e5d3d441c,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007600.png
IMG_007607,p03-span-two-bays,VAL,9198d82b32dfc866408f596923e69bbd70c793c65b30499bff36617ae060a6af,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007607.png
IMG_007613,p03-span-two-bays,VAL,cee5d2e3ead7b33fa83e56cf17f64e77c7d456882e83467b84fae061dc036b51,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007613.png
IMG_007622,p03-span-two-bays,VAL,53076af66f4c910fb59448cdc0738959ec7a3e718f1d5013b4421e0abc6c5b15,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007622.png
IMG_007619,p03-span-two-bays,HOLDOUT,96068846cd98ccfc95d2aad4e65ee6718638ee5bd1f4ef276ea33aedae784922,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007619.png
IMG_007605,p03-span-two-bays,HOLDOUT,c1754715bfe0726147d8f5cc7b2fbdb6a626cfe80773d6d5b5907af8f2d2f8a0,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007605.png
IMG_007616,p03-span-two-bays,HOLDOUT,a69fa502b5e9eb5e6ef18a7c94eb7b3c4dad756ca5ff53f40beb6b795eea4da1,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007616.png
IMG_007597,p03-span-two-bays,HOLDOUT,94784a1913e0d6b7b680039795a0a192edb8f74a1140dbb8cf37924fd2ae8552,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007597.png
IMG_007623,p03-span-two-bays,HOLDOUT,7bf6aa850dc0520e8d02c59a3aab66a37a31bfd7f1d1eca004e3e989ba5d004b,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007623.png
IMG_007604,p03-span-two-bays,HOLDOUT,f47a7280a736261000a58516cc98a8f372f6be8585e03dc6e457a119b2b979f1,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007604.png
IMG_007641,p04-angled-footprint-outside,VAL,9d491f3d3ff3f01d8bccf586785493f25bcd52a60104c6be7f4ce496674e63bf,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007641.png
IMG_007640,p04-angled-footprint-outside,VAL,9b8878f47b72f63e7e5c44697c0167a1a885211e736bec3a500d2f4a41f34ca2,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007640.png
IMG_007630,p04-angled-footprint-outside,VAL,03913887613c765ce4bb7bb203098fb0e3c77ab0d4725b30b0733627df4dda75,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007630.png
IMG_007639,p04-angled-footprint-outside,VAL,29751edc722a515f66f3eebc0ebec13ff61cd907509c089245064865004f9f7b,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007639.png
IMG_007628,p04-angled-footprint-outside,VAL,d70d29a03cb7a3fe66c89380722ea1fb6fee174eed80ca387387a76af7577740,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007628.png
IMG_007638,p04-angled-footprint-outside,HOLDOUT,3040ce8409df35a1503df1f0b924b9f113c68b95ff51b5200567903b55172e4a,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007638.png
IMG_007645,p04-angled-footprint-outside,HOLDOUT,17eca2f5c9c4113a83e593d398a0d4cef301c08d8b85a2ee6207f9f6d6801c51,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007645.png
IMG_007636,p04-angled-footprint-outside,HOLDOUT,0112e7900c62224dc550afd0e020538a838d9e99bcbace0e6b6c152e5f744988,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007636.png
IMG_007624,p04-angled-footprint-outside,HOLDOUT,fe4a1125cb54c30c5657209dbea5bc368eeeffe7eb88d45f0d82204b00f9fb01,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007624.png
IMG_007663,p05-multi-vehicle-at-least-one-violation,VAL,3eed2e840fd7b20730d7f7010d3848aa8d53558a787a560618d847ecdbe4117d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007663.png
IMG_007649,p05-multi-vehicle-at-least-one-violation,VAL,310499ed3c9550849ae6784061779b520f92c9367709d996fa98d4966d2261e8,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007649.png
IMG_007660,p05-multi-vehicle-at-least-one-violation,VAL,28741c9d963fc398840356cb9879899e39b0a9f669eae247ae203c416a7e9b93,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007660.png
IMG_007662,p05-multi-vehicle-at-least-one-violation,VAL,3a1547f1a5538972cf11f0076c703ad9d88591700a9290af3498a834d3b84437,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007662.png
IMG_007653,p05-multi-vehicle-at-least-one-violation,HOLDOUT,4013ad94646bf8980504bf5cd6d53caa1f838a33e7a64fe559e863b8f210db38,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007653.png
IMG_007657,p05-multi-vehicle-at-least-one-violation,HOLDOUT,2e420db62aa2008e456652b76f3554fdaa62afb939fe471a1662e1543ae8ca21,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007657.png
IMG_007651,p05-multi-vehicle-at-least-one-violation,HOLDOUT,47d4eb825dadd64d74981785a3b057daf44143f2aa3115781da47922cbc8a7e5,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007651.png
IMG_007666,p05-multi-vehicle-at-least-one-violation,HOLDOUT,3aeb8a3d21872dc16afdd993b57ec38ee97a8077bb59179c724bd1176d3f82f7,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007666.png
IMG_007669,p06-nose-or-tail-intrudes-aisle,VAL,973c4d60be96fb1f813d494319612fb45ea68b742a98818d6ec2e361ab23cbd9,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007669.png
IMG_007671,p06-nose-or-tail-intrudes-aisle,VAL,8c0f04a6f1dcb825818c091878dd9bf1278a055de6ef88f7bd09a5ce0fb7e201,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007671.png
IMG_007670,p06-nose-or-tail-intrudes-aisle,HOLDOUT,1187fe6b255d5ee87d4f59fc5f2a683c935d5772a8873049a853e2873bc28790,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007670.png
IMG_007668,p06-nose-or-tail-intrudes-aisle,HOLDOUT,823a33f3c75ca265f8a1e877793ae7886f611cf4c27b7e2842322530426d45ba,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007668.png
IMG_007423,n01-standard-inside-bay,VAL,ed8cfc97489a4302d06e64c7b1008603b5fc9d9fcb2e7a12131cb1d35979a643,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007423.png
IMG_007418,n01-standard-inside-bay,VAL,2f2bc385e033d3b7c384904132df908132fb62a0c5407cc8ab374b5536b0615e,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007418.png
IMG_007401,n01-standard-inside-bay,VAL,45342b5cb0677a3138f80ecaba27629feb72ef0bac1c55eb5ad4e1bf4f4ae01e,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007401.png
IMG_007411,n01-standard-inside-bay,VAL,9c874375dfbdc973a62be948d13a36dba7e286fb7bd8e4a0d1f6e1282767cf3a,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007411.png
IMG_007409,n01-standard-inside-bay,VAL,d977930f49315480a10fca850bfeec78ede8891ffaae03d4f66f1e384f161232,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007409.png
IMG_007414,n01-standard-inside-bay,VAL,74853e04c5b4f56f62c5ddc3c6c551ac35f4635791395c011c58250737c55d98,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007414.png
IMG_007420,n01-standard-inside-bay,HOLDOUT,21d01200396aaf286d278ecce76cc3e0396d424950b71a7d3cb8ad275f199738,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007420.png
IMG_007408,n01-standard-inside-bay,HOLDOUT,b5d797c12a9f7c7e91423ead73307c8f2c925479b945a374b391eaf158c23446,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007408.png
IMG_007412,n01-standard-inside-bay,HOLDOUT,43d2a9243e399caae8e2b2e320e24b779b8538584182bb3c24d5f307377f7b9f,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007412.png
IMG_007402,n01-standard-inside-bay,HOLDOUT,4c8d02f45fec31a9676e7cea79ffb758886f6168d0cb60e091b860ad230d395a,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007402.png
IMG_007426,n01-standard-inside-bay,HOLDOUT,e4bb255312f3d10d4e0c47763220d4f5c9758f20a5e6c81e9e2a352fcfa95883,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007426.png
IMG_007403,n01-standard-inside-bay,HOLDOUT,a2d6c7ab1c437ce0dd12c6293ead4c79690bd0b8efc5876aac7f7d33b5022699,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007403.png
IMG_007436,n02-close-to-line-but-inside,VAL,d8c0377533185c5d9741d2eef6331658b774033b30e409d24a1c0be26a5c89ec,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007436.png
IMG_007432,n02-close-to-line-but-inside,VAL,7fbdf3b19317df2b2bbd4e6bab8233b95be0465c102cadfd42402fe1826db413,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007432.png
IMG_007438,n02-close-to-line-but-inside,VAL,9d6bba41476bd4a27ae843b7e7b21bd62715a1b3a221e9d527498c95f8ad5c5d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007438.png
IMG_007443,n02-close-to-line-but-inside,VAL,de0658b1669b1b96d661a97dab333d9e92e010c3866fed5709f3659b099e61b5,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007443.png
IMG_007431,n02-close-to-line-but-inside,VAL,12a266ff8e68ef3ac08a0ed7ed218aeda5573d9e8062c6d31b751109d4b85774,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007431.png
IMG_007448,n02-close-to-line-but-inside,HOLDOUT,27c1665d9965bc76ea486a6e716c598da19604e3d412b34f7523f23f82f2b392,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007448.png
IMG_007447,n02-close-to-line-but-inside,HOLDOUT,92eb767f556842b1ee61dc1e440a26a1a60f6a2edf892e72e4a29c9838117e0b,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007447.png
IMG_007451,n02-close-to-line-but-inside,HOLDOUT,f895fd5f9d83232f4e929e529c8d3a2d3eff103aa6cd29fd27614a88796ffd9d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007451.png
IMG_007430,n02-close-to-line-but-inside,HOLDOUT,9c96d5b38480a64143b7712c98cda01a4a1524623de4f343525028b2ccf72e04,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007430.png
IMG_007452,n02-close-to-line-but-inside,HOLDOUT,8cec4bebad215390b56fe9e6e5c35287e589043ed992daf9fb50a180b6ee7ca7,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007452.png
IMG_007461,n03-diagonal-bay-correct,VAL,55ac15f83c52cd7d980acf073b3da3b7411e41706527b92767a3a6b91edb5f20,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007461.png
IMG_007459,n03-diagonal-bay-correct,VAL,19459a59927d35caaeb247bb37d8f472f63c0beecd405ef7d87111fc22de55c0,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007459.png
IMG_007456,n03-diagonal-bay-correct,VAL,5eadba2bdd3b559941e3418bf1b3c2801ea86f5c3b47911aa9ec2ad3a152ba66,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007456.png
IMG_007462,n03-diagonal-bay-correct,HOLDOUT,57b5c019085ffa8fdab1a502bca7dc47a9316763e6e20b4e110888978e362729,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007462.png
IMG_007458,n03-diagonal-bay-correct,HOLDOUT,2f6dd8c7f7b1dc80c0b1199d9644fd34b108952e096f9c7858f76927a34e7927,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007458.png
IMG_007464,n03-diagonal-bay-correct,HOLDOUT,8cf423ea5d5be88789429980f50c0ef31ea0aad8a4d4dede698bbd3cb8fde18d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007464.png
IMG_007472,n04-parallel-bay-correct,VAL,d6b1c1741a2716126fb5fbb0d7b295acd8cfab464f4844d24faf4c2e13c9935d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007472.png
IMG_007476,n04-parallel-bay-correct,VAL,b513ba70194283db96a6c897f4d67a09789ea4893b94072702c6bdf38f7bd26d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007476.png
IMG_007481,n04-parallel-bay-correct,VAL,402465f6c50956a489270d7214155e5651feae5f6a1ba0324096f8528792a918,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007481.png
IMG_007478,n04-parallel-bay-correct,HOLDOUT,840bcd3d87904bb688ac8f22053fe7aaaf290fca69f4a76a8eaa0aa95d43783c,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007478.png
IMG_007483,n04-parallel-bay-correct,HOLDOUT,dddf5124ef2980ca694ac5ff14eae06e54f77818d7aa95695302667d2e17f6e1,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007483.png
IMG_007474,n04-parallel-bay-correct,HOLDOUT,e58b328a4a52ecc2064f6f4bad4305e22066c00c40a6faba21d4fa1ea7620390,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007474.png
IMG_007495,n05-multiple-all-correct,VAL,ffc13b5634d9bb9a306491b2e5b4423da8774797b43e263106776ef5af9f7e6c,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007495.png
IMG_007489,n05-multiple-all-correct,VAL,496cad46c01f16ff0ccc6e46a0c04c0d59568f44fbe6190801fbeadf968f245b,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007489.png
IMG_007490,n05-multiple-all-correct,VAL,b19b59702332b201b9ccf66a75ab06492d26a3f636fde2d2d31615b1a0fce0f9,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007490.png
IMG_007493,n05-multiple-all-correct,HOLDOUT,49bf94c278070c3ce6c0aa3a970bec504d09185411190cb4ee9de210419039a9,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007493.png
IMG_007486,n05-multiple-all-correct,HOLDOUT,24ca95ab81b40807888c897395dbb639c1ef1b425f4592c1ca7fe75779acd573,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007486.png
IMG_007496,n05-multiple-all-correct,HOLDOUT,99367d57d9f3a5b0939d2c3afdf5eb4bda2dedb1e3e0347af68dfeca77753bd2,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007496.png
IMG_007518,n06-special-marked-space-geometry-correct,VAL,d047b7886ca9f5c25beeb54aac287016121b3960c5a5dad8f29c629a4165a506,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007518.png
IMG_007504,n06-special-marked-space-geometry-correct,VAL,4aee2ee570fc470f7b7827af91356c0238660fcb0cc875bd19d960120e744a28,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007504.png
IMG_007505,n06-special-marked-space-geometry-correct,VAL,df1b0bfe7da3ab2425f753c710b1943ffea14f821af9ca28ec659f682d8cc4bf,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007505.png
IMG_007513,n06-special-marked-space-geometry-correct,VAL,49e139dc0574bd5f19d12feedf92f6a525caba5c29ea39c3b1f26b1c202a371f,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007513.png
IMG_007510,n06-special-marked-space-geometry-correct,HOLDOUT,c335a7a97ad53b315899bae23db575134fc81b2606cc210fec314cd939f8e6d5,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007510.png
IMG_007502,n06-special-marked-space-geometry-correct,HOLDOUT,54a4a08a864637e04925b611a59cd4d26d0d8dbfe58017be3240557d3b87062d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007502.png
IMG_007501,n06-special-marked-space-geometry-correct,HOLDOUT,e5996a6ca6fab8b8a316b016f34f33b836f8be6a5258f58692266afd6c39f4b9,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007501.png
IMG_007515,n06-special-marked-space-geometry-correct,HOLDOUT,70e6d1546cb060b86ef97f460cf17a3bd50fbafbcd5810622078a2fe8677e41d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007515.png
IMG_007338,hn01-gate-queue,VAL,7d66894dfe71178cc7addf312440b5202ddb5fca399d31623cc71bbb85ea5d8d,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007338.png
IMG_007339,hn01-gate-queue,VAL,f75d25a8eeda8e9453c989ac5c69f937ae9fe7ffbd867df0536abd4700d5533e,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007339.png
IMG_007341,hn01-gate-queue,VAL,3b25f76b665c447369972ed9429b62c4dd199ae608fd78fa801ce5b484909c2a,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007341.png
IMG_007342,hn01-gate-queue,VAL,5013e74edf5d0873384f2e3ac89e745a05fa17ae7743da0aff97481b3aef8a20,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007342.png
IMG_007320,hn01-gate-queue,VAL,b37015b38be7e24bd3873e3d91ea54e8f2e713b46e6ee2b1ca13ffe12b0638e8,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007320.png
IMG_007333,hn01-gate-queue,VAL,8b17ebad1f53508e569e77ee1cb2be75762aded915302cda25742ff22af09eca,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007333.png
IMG_007332,hn01-gate-queue,HOLDOUT,b66a6e967c3840611a37b7c40fff48e221521bcf6ebd98881b8dbdbf6d9fc153,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007332.png
