media_id,image_sha256,reference_vehicle_id,target_id,detector_target_id,raw_detection_id,label,category,review_status,label_basis,human_gold,disputed,visual_reason,source_pixel_sha256,context_crop_sha256,review_evidence
IMG_007554,34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865,f0a0a915ce457137de5efd0a959bd7af8c99312fdd3ea4dfbad8c82127609981,original full scene plus numbered full-vehicle context crop inspected
IMG_007554,34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865,T04,T04,T04,raw_0004,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865,aa4bc80520e2fd673ccda8ce036262d86d4c9777fbb0d0ded803df0c7dd27453,original full scene plus numbered full-vehicle context crop inspected
IMG_007524,262716fe416364a2a3c92434537b2182f1149ccca9ca2e6ec445c234da511fb1,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,262716fe416364a2a3c92434537b2182f1149ccca9ca2e6ec445c234da511fb1,51b6545d7adc930a95d0d762a68acc8def1f685b74e3a44ef9b4424023eb302b,original full scene plus numbered full-vehicle context crop inspected
IMG_007531,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,f0be035db14008bd546c51ca5f276fefa4c2918e3a3b755ed677a9f245cb0e91,original full scene plus numbered full-vehicle context crop inspected
IMG_007531,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,2a817cd6ceabc15b5b9db8102038960315b379315f5bec842a554645fdf1e7fd,original full scene plus numbered full-vehicle context crop inspected
IMG_007531,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,e3c24fded5c8922d3a419dabb3833a3bb4e0811f4fdba4961124c8368952ee2e,original full scene plus numbered full-vehicle context crop inspected
IMG_007531,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,T04,T04,T04,raw_0004,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b,1e6d6f8b18a6df6a07204048d4ccff811f3ef4a76acca3ad448b656118b96dcb,original full scene plus numbered full-vehicle context crop inspected
IMG_007536,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,e43a1d807e5bbd923f859f8c7d155d242ebb0655905d3675ac151f7c84227588,original full scene plus numbered full-vehicle context crop inspected
IMG_007536,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,50ad2028b007b897f8e504b5d1e99df31b1e804ba59f6b0ed0af00b299deb361,original full scene plus numbered full-vehicle context crop inspected
IMG_007536,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780,43dc2ce00e393f3f3f6ebf3b249ef6281a4a77d3b14cb79d9d5e2a5ab0a9c749,original full scene plus numbered full-vehicle context crop inspected
IMG_007547,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,bb9e9a8b415bf4043c4837f73074de2bf21d6931f6103e16a0eb0a0ebd95cf4d,original full scene plus numbered full-vehicle context crop inspected
IMG_007547,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,09faf3e49a634e6bf175da63245d2b9b5043075063b402d093a6ebcdd967db28,original full scene plus numbered full-vehicle context crop inspected
IMG_007547,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,416a0735b9857009f03c0919a526ec0fdaa41690c9619a14d226b5d19f31caf3,original full scene plus numbered full-vehicle context crop inspected
IMG_007547,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,T04,T04,T04,raw_0004,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,97999c00539020f83993f8092910332c990c804e7e73cfdb657640eb7215e014,original full scene plus numbered full-vehicle context crop inspected
IMG_007527,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,fbe6416cb474953fa212c74be2072bdfd4452662a6abd14fa1aa5f20557b6136,original full scene plus numbered full-vehicle context crop inspected
IMG_007527,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,T02,T02,T02,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,48c278d9cdbdf26f6e34f8a5779069e6965bde18d8c7487cc7999cd0d719baa6,original full scene plus numbered full-vehicle context crop inspected
IMG_007527,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,T03,T03,T03,raw_0004,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,7116aa23eef8d3f326668d0141fa508bc0fedbbe6ea5cd4098cfba43c0a5300d,original full scene plus numbered full-vehicle context crop inspected
IMG_007527,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,T04,T04,T04,raw_0005,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,ccbf86a0c176684ede69e30daf5a2f4b21dfc1d26a37e1d93a165b9f61af0c81,original full scene plus numbered full-vehicle context crop inspected
IMG_007527,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,T05,T05,T05,raw_0006,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28,f72be4b79a6654fac1cd0f2d525a087de05939a8be15a8624ba2545d3df4ca1e,original full scene plus numbered full-vehicle context crop inspected
IMG_007529,ce0389699c20b59dc2543bc4de4bd409bd193a120353c152ccde3a99a4770d07,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,ce0389699c20b59dc2543bc4de4bd409bd193a120353c152ccde3a99a4770d07,0b8d8dff2a2156733848fb96daaf3162265b158d181c875479cb734537cbae11,original full scene plus numbered full-vehicle context crop inspected
IMG_007542,627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6,T01,T01,T01,raw_0001,positive_road,road_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,full vehicle visibly occupies roadway/open driving aisle outside a marked bay,627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6,d88fcacbf3c6a28645a23f4a646eb5120da586cb61b3632ff368ba6e64029aeb,original full scene plus numbered full-vehicle context crop inspected
IMG_007542,627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6,821bab21ca1e8bd987dd2d83f757304c013a5f037d424ba2f76a2d402154563f,original full scene plus numbered full-vehicle context crop inspected
IMG_007620,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,T01,T01,T01,raw_0001,positive_two_bays,two_bay_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,context crop shows bay separator beneath substantive vehicle footprint with vehicle area on both sides,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,11920e89ac849793d312a48fafe788bcc8f2c2dd01b92ddf7e24ff077144107b,original full scene plus numbered full-vehicle context crop inspected
IMG_007620,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,29e86c21317fbc237ec28928141112b4d07879df8ccd5d5bc8396f48b4f5cde3,original full scene plus numbered full-vehicle context crop inspected
IMG_007620,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,8f4b357ae494f7dccc86368cb2a3dddcce8ca21c82089b97044589b227d6cd44,original full scene plus numbered full-vehicle context crop inspected
IMG_007620,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,T04,T04,T04,raw_0004,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,b300608e7aa2d073d28c7ab31e1ee0a37cbf9735a22b471cbd021a23a7c63026,original full scene plus numbered full-vehicle context crop inspected
IMG_007620,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,T05,T05,T05,raw_0005,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,3802b82d295c3bf05ecd3c048589e4ef69c3b05aaa027c36e3c9b95c5de49326,original full scene plus numbered full-vehicle context crop inspected
IMG_007598,3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217,T01,T01,T01,raw_0001,positive_two_bays,two_bay_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,context crop shows bay separator beneath substantive vehicle footprint with vehicle area on both sides,3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217,2bc62e790cca099caab364efa1f92558cc7932c6b260cda12f3c5e461db8ead4,original full scene plus numbered full-vehicle context crop inspected
IMG_007598,3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217,0394788f2fc564e2f8d1b8814d9297e41af571b5e09b7a6b9a63232a9d577e69,original full scene plus numbered full-vehicle context crop inspected
IMG_007594,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,T01,T01,T01,raw_0001,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,f8f970b0911acc046684579a7cdbad7c8b3be74f8dd0fe10b841ed9b90f6f29e,original full scene plus numbered full-vehicle context crop inspected
IMG_007594,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,T02,T02,T02,raw_0002,positive_two_bays,two_bay_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,context crop shows bay separator beneath substantive vehicle footprint with vehicle area on both sides,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,5e32b3738c2c50e031523b3d5884f45d1ff4b52712d9ded56e3b64cf68ea9a0a,original full scene plus numbered full-vehicle context crop inspected
IMG_007594,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,48bb41676b92f2d03a85b0b73e546da0d3d9d892bb78999523b5c9165fe663d5,original full scene plus numbered full-vehicle context crop inspected
IMG_007594,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,T04,T04,T04,raw_0004,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,8923767d486a8110a996289f115980a7656e582bfb0b05cb6dbf0d3de45f08c4,original full scene plus numbered full-vehicle context crop inspected
IMG_007594,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,T05,T05,T05,raw_0005,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,78d0f7a35803e9ee017dd3e9f3537e85f3bf24eafb0ce63cf7f4b500901d8be0,original full scene plus numbered full-vehicle context crop inspected
IMG_007599,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,T01,T01,T01,raw_0001,positive_two_bays,two_bay_positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,context crop shows bay separator beneath substantive vehicle footprint with vehicle area on both sides,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,d1b0706a3cac80af7cdca1dc5eeb5830627a9433054a4f5260b59d70ea7cc399,original full scene plus numbered full-vehicle context crop inspected
IMG_007599,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,T02,T02,T02,raw_0002,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,28d1dec28c91204eeab3cf76d892ce9b474c9ead518df74545cf3cdeaeb1cd3e,original full scene plus numbered full-vehicle context crop inspected
IMG_007599,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,T03,T03,T03,raw_0003,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,9a65a7e0c88d8f56d4ebca354c2bc5cc26c830e80eaed2d89a2715cbc6d2cb2c,original full scene plus numbered full-vehicle context crop inspected
IMG_007603,7c54e1ed5972188c181242becb7170c5f33bb966e7bca852ce209dadfe278bf4,T01,T01,T01,raw_0001,negative_ordinary_bay,ordinary_bay,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,vehicle visibly remains within one marked bay/designated parking area,7c54e1ed5972188c181242becb7170c5f33bb966e7bca852ce209dadfe278bf4,8120e99230c70ff6f10029047d2aebc9d69f45bb0386423c07b83c799a09bfe7,original full scene plus numbered full-vehicle context crop inspected
