media_id,group,image_sha256,label,review_status,label_basis,human_gold,disputed,vehicle_count,positive_vehicle_count,uncertain_vehicle_count
IMG_007606,p03-span-two-bays,4c3161d0c72cc8aeffb0971eb4e719d82827cf4627386e3d07f770270aeb547e,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,1,0
IMG_007602,p03-span-two-bays,98386e15dc5ef41f7e2573e8e5048834d0a4205aa29fc88875d3601fde598d34,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,1,0
IMG_007611,p03-span-two-bays,35a5959bc49b68d1c99d3b86dd493860ee4d8ec8bbfc852d8a8ca0f9cbe56363,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,1,1,0
IMG_007650,p05-multi-vehicle-at-least-one-violation,707813ea7a7b2f00c73a07b4bda1a6467a0e6390bba6dfa883b1831d9dbd2739,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,1,0
IMG_007655,p05-multi-vehicle-at-least-one-violation,f2ae84613c6081fd7ad6517c3b54aee12af12e9ea22e99b023d785c59c2bbf84,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,1,0
IMG_007652,p05-multi-vehicle-at-least-one-violation,051cf35297a38c1ad2ae3f3ff27c6de0d70e34101e77d06e4526557ab1c25d2c,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,1,0
IMG_007664,p05-multi-vehicle-at-least-one-violation,85c36cc890c4d967ee2f83a7432a00c10149a7a1522c1f7569ed776bf178417e,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,1,0
IMG_007658,p05-multi-vehicle-at-least-one-violation,b342ab3fa54b278ed3df9f1422768a78ef039394c61b9e83f29c4ed8df3c5e92,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,1,0
IMG_007647,p05-multi-vehicle-at-least-one-violation,acb8803cbfb955dc0a72690c938c86f7ca8a561fcce3ede8e58514f288819b02,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,1,0
IMG_007665,p05-multi-vehicle-at-least-one-violation,99acaa870bcf567c9b87e27d38c472d6eae743614657842a19deed195379630b,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,1,0
IMG_007661,p05-multi-vehicle-at-least-one-violation,beaa3b6552e92a51eb1e0fd521dd742306700cd09b1fa722e379806b8f9c3cc0,positive,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,1,0
IMG_007580,p02-cross-single-boundary-line,2cc8d12dd6b689e39766a0cf398eccec256db57af4e3d795b29fbfe14123f0a7,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,0,0
IMG_007585,p02-cross-single-boundary-line,09919ee92ec0b250a631597105f6b82b093a9dabf191cd11e169c900658e1507,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,0
IMG_007570,p02-cross-single-boundary-line,564f57abeb11621386bd15d9a8794853f850271391be84a01e64d35f42eb0181,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,0
IMG_007626,p04-angled-footprint-outside,aa93382d3872cf38843388e36afd0119a8d72e98e4244118048a828abba47f0a,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,0,0
IMG_007634,p04-angled-footprint-outside,a78e65dd12331a2134dfdd5400b7e3b4ae70c229265bd8be27b66107f2629770,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,10,0,0
IMG_007635,p04-angled-footprint-outside,28fae86953947d31b4608a02225f1ceb9e247b87ace70fb69e48403fba99eb71,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,7,0,0
IMG_007672,p06-nose-or-tail-intrudes-aisle,9725aa8099cea39db019c02b5379a87707c1942f7fd5406e29f4c999457d9b18,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,22,0,0
IMG_007673,p06-nose-or-tail-intrudes-aisle,e429453485e61c4e85cf969157ace0642c13ad6f110e4b309da44ff8bee507da,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,1,0,0
IMG_007417,n01-standard-inside-bay,526c4f582dc4677d143ee9873c493204d768f976f56cf7844cf23d54f78d5f46,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,0
IMG_007450,n02-close-to-line-but-inside,dfcabcaf60309258982b2f14a2079537b4c0d67d831f2d2bd838649f9c4cbfca,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,0,0
IMG_007465,n03-diagonal-bay-correct,0173b785c086015179eebb31f75d19c6523d350e10c2924111c615bdc3566010,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,9,0,0
IMG_007470,n04-parallel-bay-correct,ffd96edec5b541b57c022e406a9df1206de9cd11f497f97b921590a4cb147d7a,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,1,0,0
IMG_007499,n05-multiple-all-correct,5481b65b8fd23cc80f33c6488e0b419e2e97ec975ef79ac74197b76eb0c111ae,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,0
IMG_007516,n06-special-marked-space-geometry-correct,d4ddb7ed1ecba9f8e9125fa7d6994a234347606d44522513a2c5c297c3739b99,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,0
IMG_007374,hn04-large-vehicle-compliant,c369b4fcc2fb3905a50f84157acad67f599709a39b497c2592005f22898db7b4,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,0
IMG_007396,hn06-shadows-cracks-curbs-mimic-lines,644abcee17bedddc5b57b7e2f6241d7bdcafd6870043073405879da1936fa2c4,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,0,0
IMG_007328,hn01-gate-queue,e21756f049ead7e77e259d9ba4ed7369db40e9ffe55a0c97e4e484923f79cc8e,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,0,0
IMG_007346,hn01-gate-queue,2c36b5d0457dc0b06def434329cf8b10d6c10ec9026ce0f00bcf8452a5e04eca,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,0
IMG_007347,hn01-gate-queue,ef43e925f58c64765fd71b67d4621f91656afed05f4c84dc32cb0cf0b0462477,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,0
IMG_007326,hn01-gate-queue,acadd4c3f2591db383a714c3f755466bc550b3d41effafc2dc8e33238c34740c,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,4,0,0
IMG_007322,hn01-gate-queue,4637690af777a63302a78904d8d7c9ec0bbf5ed4de0bc7fd6be11a185d698dc9,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,0
IMG_007340,hn01-gate-queue,64d2fbe4e310ae8115b2255e71585daebbed954bde03d8f46d6654c53105aa29,negative,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,5,0,0
IMG_007684,u01-insufficient-parking-visual-evidence,fef2749a59f5eb3e394e8b3c66ab81e3edac3aaed4a79db1ec9f29ef14815909,uncertain,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,2
IMG_007682,u01-insufficient-parking-visual-evidence,aaa558499c3e5f6497d0c5d34b9e39e023fa64ef65859c2e422b6e867f93a24c,uncertain,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,2
IMG_007692,u02-markings-severely-missing-or-occluded,57661e34744042776016b742841431e6185af6983a67939ecf322987e50ceac6,uncertain,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,2
IMG_007702,u03-vehicle-cut-by-frame-edge,c8dc34276c63f0048a5b169d426bdbe112e190a95ab64284f30b000bd950195a,uncertain,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,2
IMG_007707,u04-night-or-blur-boundary-unreadable,6b2177600d9910901fbe57e3f0fc77cb187c02641a87a4f20217f21fcd2f88a2,uncertain,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,3,0,3
IMG_007712,u05-gate-queue-or-parking-ambiguous,db5e9c6da136062ae3ed002e4f973187180033a222c8af63a2897c247112c9d1,uncertain,REVIEWED_PIXELS_ORIGINAL_PLUS_CONTEXT_CROP,AI_VISUAL_REVIEWED_PROVISIONAL,False,False,2,0,2
