error_type,source_id,media_id,group_key,sample_role,v1_2_gt,evaluation_scope,model_label,evidence_type,reason,status,protocol_success,latency_seconds,relative_path,error
FN,28,IMG_007546,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle positioning relative to defined spaces cannot be reliably judged.,ok,True,22.753408,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007546.png,
FN,29,IMG_007547,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,"parking lines and space boundaries are not clearly visible, making it impossible to determine if vehicles are in correct positions or if there is a violation",ok,True,22.400771,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007547.png,
FN,30,IMG_007548,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The black SUV is parked within a clearly marked parking space, aligned with the yellow lines, and does not obstruct the driving aisle or encroach on adjacent spaces.",ok,True,11.457832,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007548.png,
FN,31,IMG_007549,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationship or vehicle position,ok,True,17.019407,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007549.png,
FN,32,IMG_007550,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationships or vehicle positioning,ok,True,22.76638,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007550.png,
FN,33,IMG_007551,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,image too dark and blurry to reliably judge parking-space relationships or vehicle positioning,ok,True,17.157231,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007551.png,
FN,34,IMG_007552,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The white van is positioned in the driving lane, not within a marked parking space, but this is consistent with normal traffic flow or temporary stopping, not a parking-order violation. No vehicles are parked outside designated spaces, occupying multiple spaces, or severely angled across lanes. All other visible vehicles are parked within their assigned spaces.",ok,True,23.046138,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007552.png,
FN,35,IMG_007553,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationship or vehicle positioning,ok,True,22.434446,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007553.png,
FN,36,IMG_007554,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,All vehicles are parked within designated spaces or driving lanes without clear violations of parking order.,ok,True,21.900835,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007554.png,
FN,37,IMG_007555,p01-outside-legal-bay-clear,positive,positive,primary_binary,uncertain,insufficient,image resolution too low to reliably judge parking-space relationships or vehicle positioning,ok,True,21.909172,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007555.png,
FN,38,IMG_007556,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The vehicle is parked within a single designated parking space, aligned with the parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,16.292338,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007556.png,
FN,39,IMG_007557,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The red Honda is parked within a single marked parking space, aligned with the yellow lines, and not obstructing any driving aisles or adjacent spaces.",ok,True,10.937405,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007557.png,
FN,40,IMG_007558,p01-outside-legal-bay-clear,positive,positive,primary_binary,negative,normal,"The red vehicle is parked within a single designated parking space, aligned with the yellow lines and stop blocks, showing no substantial intrusion into adjacent areas or driving aisles.",ok,True,11.292931,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007558.png,
FN,131,IMG_007647,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with yellow lines, and show no substantial intrusion into adjacent areas or driving aisles.",ok,True,23.163226,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007647.png,
FN,132,IMG_007648,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within their designated spaces; no clear violations of parking order are visible.,ok,True,23.244284,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007648.png,
FN,133,IMG_007649,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within designated spaces aligned with yellow lines; no clear violation of parking order observed.,ok,True,23.274924,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007649.png,
FN,134,IMG_007650,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,22.925218,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007650.png,
FN,135,IMG_007651,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,22.51806,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007651.png,
FN,136,IMG_007652,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All visible vehicles are parked within clearly marked individual parking spaces; no vehicle is substantially outside a space, occupying multiple spaces, severely angled, or blocking a driving aisle.",ok,True,21.646964,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007652.png,
FN,137,IMG_007653,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with yellow lines, and not obstructing aisles or other spaces.",ok,True,21.73142,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007653.png,
FN,138,IMG_007654,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not obstructing aisles or other spaces.",ok,True,22.181056,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007654.png,
FN,139,IMG_007655,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within designated spaces with minor line crossings that do not constitute substantial violations.,ok,True,22.30128,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007655.png,
FN,140,IMG_007656,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,22.854326,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007656.png,
FN,141,IMG_007657,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within their designated spaces; the gray truck is slightly angled but does not materially intrude into adjacent spaces or occupy multiple spaces.,ok,True,22.79509,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007657.png,
FN,142,IMG_007658,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within clearly marked parking spaces; the gray pickup truck is properly aligned in its assigned space without crossing lines or intruding into adjacent areas.,ok,True,22.718807,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007658.png,
FN,143,IMG_007659,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All visible vehicles are parked within clearly marked individual spaces; no vehicle is substantially outside a space, occupying multiple spaces, severely angled, or blocking a driving aisle.",ok,True,23.32597,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007659.png,
FN,144,IMG_007660,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,23.362362,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007660.png,
FN,145,IMG_007661,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within clearly marked individual spaces; no vehicle is substantially outside a space, occupying multiple spaces, severely angled, or blocking a driving aisle.",ok,True,23.510377,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007661.png,
FN,146,IMG_007662,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,23.358852,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007662.png,
FN,147,IMG_007663,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,All vehicles are parked within their designated spaces; no clear violations of parking order are visible.,ok,True,22.729399,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007663.png,
FN,148,IMG_007664,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not obstructing aisles or other spaces.",ok,True,22.598948,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007664.png,
FN,149,IMG_007665,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All three vehicles are parked within their designated yellow-lined spaces, aligned with the parking area boundaries, and not occupying multiple spaces or intruding into adjacent areas.",ok,True,22.581443,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007665.png,
FN,150,IMG_007666,p05-multi-vehicle-at-least-one-violation,positive,positive,primary_binary,negative,normal,"All vehicles are parked within their designated spaces, aligned with parking lines, and not obstructing aisles or adjacent spaces.",ok,True,22.541878,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007666.png,
MODEL_UNCERTAIN,161,IMG_007400,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle alignment and positioning relative to defined spaces cannot be reliably judged.,ok,True,23.391359,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007400.png,
MODEL_UNCERTAIN,165,IMG_007404,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably due to obstruction by pillars and lack of visible parking lines,ok,True,23.324606,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007404.png,
MODEL_UNCERTAIN,166,IMG_007405,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle positioning relative to defined spaces cannot be reliably judged,ok,True,23.29455,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007405.png,
MODEL_UNCERTAIN,167,IMG_007406,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking lines are not clearly visible to determine if the vehicle is within a designated space or outside it,ok,True,23.470122,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007406.png,
MODEL_UNCERTAIN,169,IMG_007408,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not visible; vehicle position relative to any defined space cannot be judged reliably,ok,True,23.943709,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007408.png,
FP,170,IMG_007409,n01-standard-inside-bay,negative,negative,primary_binary,positive,severe_angle,"The vehicle is parked at a severe angle, clearly not aligned with the parking space lines, and appears to be intruding into the adjacent driving lane or parking space.",ok,True,18.301796,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007409.png,
MODEL_UNCERTAIN,171,IMG_007410,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationships or vehicle alignment,ok,True,23.699946,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007410.png,
MODEL_UNCERTAIN,172,IMG_007411,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of violation visible,ok,True,23.788066,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007411.png,
MODEL_UNCERTAIN,179,IMG_007418,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,image too blurry to determine parking-space relationship or vehicle position relative to marked spaces,ok,True,17.332496,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007418.png,
MODEL_UNCERTAIN,180,IMG_007419,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of substantial violation visible,ok,True,21.507035,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007419.png,
MODEL_UNCERTAIN,181,IMG_007420,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,image quality is too low to reliably judge parking-space relationships or vehicle positioning,ok,True,16.350932,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007420.png,
MODEL_UNCERTAIN,184,IMG_007423,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle positioning relative to defined spaces cannot be reliably judged.,ok,True,21.758841,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007423.png,
MODEL_UNCERTAIN,185,IMG_007424,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably due to image blur and obstruction by foreground pole,ok,True,22.26145,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007424.png,
MODEL_UNCERTAIN,186,IMG_007425,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationships or vehicle alignment,ok,True,22.091104,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007425.png,
MODEL_UNCERTAIN,189,IMG_007428,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationships or vehicle alignment,ok,True,22.057539,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007428.png,
MODEL_UNCERTAIN,190,IMG_007429,n01-standard-inside-bay,negative,negative,primary_binary,uncertain,insufficient,parking-space boundaries and alignment are obscured by pillars and other vehicles; no clear evidence of substantial violation visible,ok,True,22.687785,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007429.png,
MODEL_UNCERTAIN,191,IMG_007430,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,insufficient visible context to judge parking-space relationship; vehicle appears partially in frame with no clear reference to parking lines or spaces,ok,True,17.606173,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007430.png,
MODEL_UNCERTAIN,192,IMG_007431,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationships or vehicle positioning,ok,True,23.079387,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007431.png,
MODEL_UNCERTAIN,193,IMG_007432,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,image blur prevents reliable judgment of parking-space relationship or line boundaries,ok,True,22.862397,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007432.png,
MODEL_UNCERTAIN,197,IMG_007436,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationship or vehicle alignment,ok,True,24.385817,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007436.png,
MODEL_UNCERTAIN,198,IMG_007437,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationships or vehicle alignment,ok,True,23.778027,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007437.png,
MODEL_UNCERTAIN,199,IMG_007438,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no visible lines or clear spatial context to determine if vehicle is outside normal space or occupying multiple spaces,ok,True,23.971889,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007438.png,
MODEL_UNCERTAIN,200,IMG_007439,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,"image too blurry to reliably judge parking-space boundaries or vehicle alignment; cannot confirm if vehicles are outside normal spaces, occupying multiple spaces, or severely angled.",ok,True,23.806186,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007439.png,
MODEL_UNCERTAIN,201,IMG_007440,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationships or vehicle positioning,ok,True,24.065849,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007440.png,
MODEL_UNCERTAIN,202,IMG_007441,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle position relative to any defined space cannot be reliably judged,ok,True,23.975749,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007441.png,
MODEL_UNCERTAIN,203,IMG_007442,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle alignment and spacing cannot be reliably judged to determine if a violation exists,ok,True,24.061274,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007442.png,
MODEL_UNCERTAIN,207,IMG_007446,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,parking-space boundaries and alignment are obscured by angle and occlusion; cannot reliably judge if vehicles are outside normal spaces or occupying multiple spaces,ok,True,23.670799,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007446.png,
FP,209,IMG_007448,n02-close-to-line-but-inside,negative,negative,primary_binary,positive,outside_space,"The white SUV is parked substantially outside a normal legal parking space, positioned directly against a structural column and appearing to occupy the area beyond the marked lane boundary.",ok,True,22.992192,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007448.png,
MODEL_UNCERTAIN,210,IMG_007449,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of substantial violation visible,ok,True,23.226491,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007449.png,
MODEL_UNCERTAIN,213,IMG_007452,n02-close-to-line-but-inside,negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably due to image blur and lack of visible parking lines or boundaries,ok,True,23.504363,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007452.png,
