media_id,instance_index,confidence,bbox_xyxy,mask_area_pixels,bbox_fill_ratio,aspect_ratio_long_over_short,observed_form,reviewer,not_human_gold,notes
IMG_007608,7,0.4842912256717682,"[0.0,436.1701354980469,496.98028564453125,720.9338989257812]",17158.5,0.121243,1.745237,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007608,8,0.4550323486328125,"[0.0,436.6797180175781,1713.826904296875,742.377197265625]",108436.5,0.206974,5.606284,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007620,2,0.9370717406272888,"[897.9049072265625,554.7719116210938,1276.8555908203125,809.8145751953125]",14773.5,0.152858,1.485833,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007620,5,0.7362862825393677,"[1289.911376953125,439.85357666015625,1920.0,636.45361328125]",10804.5,0.087221,3.204926,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007620,6,0.6272309422492981,"[1292.84765625,335.1310729980469,1920.0,456.35137939453125]",5148.0,0.067716,5.173657,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007599,8,0.28115931153297424,"[788.067626953125,583.819580078125,1176.4471435546875,967.3363647460938]",20029.5,0.134471,1.012679,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007615,2,0.8652731776237488,"[938.2399291992188,723.02490234375,1005.3385620117188,1080.0]",20173.5,0.842228,5.320155,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007598,2,0.8971700072288513,"[1371.774169921875,480.3597106933594,1920.0,743.595947265625]",16281.0,0.112817,2.082638,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007559,3,0.9255948662757874,"[1388.7073974609375,532.156494140625,1919.789794921875,1050.5413818359375]",24367.5,0.088511,1.024494,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007559,5,0.6621623635292053,"[0.0,319.0069274902344,599.4649047851562,455.21221923828125]",10764.0,0.131831,4.401187,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007574,8,0.5659300684928894,"[0.0,581.3510131835938,1476.961669921875,1080.0]",72544.5,0.098501,2.961927,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007574,10,0.4799821078777313,"[13.924072265625,577.6179809570312,1409.0435791015625,855.2244873046875]",69750.0,0.180096,5.025529,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007650,4,0.809088945388794,"[1013.9906616210938,538.569091796875,1087.74169921875,638.9757080078125]",3262.5,0.440575,1.361426,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007650,5,0.7244672775268555,"[0.677764892578125,454.75396728515625,630.8560791015625,515.8950805664062]",11029.5,0.286259,10.306949,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007650,6,0.7240014672279358,"[1114.7442626953125,429.925048828125,1913.4862060546875,516.5421752929688]",13315.5,0.192463,9.221524,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007650,7,0.5740979313850403,"[1123.593017578125,452.806640625,1920.0,526.0376586914062]",13738.5,0.235564,10.875268,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007650,8,0.5603699684143066,"[1114.72412109375,425.4313659667969,1665.990234375,516.8167114257812]",10251.0,0.203483,6.032325,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007650,9,0.3207235038280487,"[402.1496887207031,451.64007568359375,640.2550659179688,512.678466796875]",3154.5,0.217049,3.900912,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007625,1,0.9065409898757935,"[405.787841796875,560.25048828125,671.8362426757812,1079.9071044921875]",35244.0,0.254922,1.953241,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007625,3,0.8252626061439514,"[1073.9638671875,434.6370849609375,1547.060791015625,523.437255859375]",9634.5,0.229332,5.327658,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007625,6,0.4096824526786804,"[0.0,508.3396911621094,525.1428833007812,548.34765625]",9873.0,0.469921,13.125958,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007587,2,0.880044162273407,"[0.11553955078125,882.5843505859375,307.7552490234375,1080.0]",15547.5,0.255998,1.558335,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007658,3,0.8168435096740723,"[1101.5882568359375,672.2080688476562,1584.25390625,1076.44580078125]",20920.5,0.107223,1.194014,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007658,6,0.26968684792518616,"[421.5345153808594,361.3830871582031,596.6840209960938,464.4278869628906]",2547.0,0.141122,1.699741,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007633,1,0.8785746693611145,"[1109.8751220703125,708.6265869140625,1333.934326171875,910.56591796875]",6907.5,0.152664,1.109537,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007450,1,0.9436203241348267,"[887.4195556640625,488.7748718261719,1530.9625244140625,1080.0]",31009.5,0.081501,1.088491,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007453,3,0.5001237392425537,"[240.5921173095703,652.9969482421875,425.36846923828125,1080.0]",22572.0,0.286083,2.310918,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007425,1,0.9328739643096924,"[196.7083740234375,629.6345825195312,1632.0596923828125,1080.0]",48888.0,0.075627,3.187082,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007425,5,0.6591145992279053,"[78.38763427734375,503.7300109863281,1880.6514892578125,1079.6669921875]",51385.5,0.049505,3.129273,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007425,7,0.32556843757629395,"[377.81988525390625,602.0802612304688,594.3633422851562,638.5475463867188]",1453.5,0.184063,5.93802,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007425,8,0.31340140104293823,"[1466.8890380859375,615.0831909179688,1631.9388427734375,642.9996337890625]",1561.5,0.338896,5.912279,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007413,3,0.6605254411697388,"[104.1298828125,523.2251586914062,932.8628540039062,1080.0]",46282.5,0.100305,1.488453,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007413,4,0.5491173267364502,"[372.6521301269531,522.3693237304688,935.9232788085938,1080.0]",35703.0,0.113669,1.010115,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007413,5,0.2724185585975647,"[963.0580444335938,607.4353637695312,1914.76513671875,894.72509765625]",27616.5,0.101006,3.312708,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007359,5,0.4216964840888977,"[77.93547821044922,375.4141845703125,202.3703155517578,402.10675048828125]",936.0,0.281802,4.661779,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007359,6,0.33886176347732544,"[247.86428833007812,437.10223388671875,485.3506164550781,568.3411254882812]",5404.5,0.173402,1.809573,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007396,5,0.5755826830863953,"[195.32432556152344,546.4274291992188,596.0425415039062,841.8428344726562]",13369.5,0.112939,1.356457,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007354,4,0.6947363615036011,"[858.0380859375,825.0646362304688,1232.5177001953125,1078.13720703125]",19026.0,0.200759,1.479732,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007637,1,0.6388692855834961,"[0.0,709.3014526367188,1410.387939453125,1080.0]",61164.0,0.116987,3.804676,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007576,5,0.46188655495643616,"[1002.1587524414062,375.8791809082031,1464.9266357421875,1080.0]",34983.0,0.107361,1.521542,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007629,1,0.6252681612968445,"[589.7974853515625,554.2395629882812,1727.481201171875,817.9116821289062]",36648.0,0.12217,4.314767,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007626,2,0.7732723951339722,"[330.49365234375,522.95361328125,1920.0,819.3728637695312]",59643.0,0.126587,5.362359,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007626,7,0.36226221919059753,"[13.01678466796875,530.1242065429688,1630.1781005859375,813.1156005859375]",65686.5,0.143532,5.714525,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007626,9,0.3315391540527344,"[0.201873779296875,658.1361694335938,854.1921997070312,806.2732543945312]",26505.0,0.209513,5.764865,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007583,1,0.7116720676422119,"[540.4925537109375,617.4827880859375,724.8052368164062,1078.5291748046875]",38344.5,0.451235,2.501436,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007583,5,0.3489549160003662,"[512.9368286132812,826.8633422851562,1918.7960205078125,1080.0]",101700.0,0.285775,5.553756,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007593,1,0.7485507130622864,"[1117.5455322265625,311.3021240234375,1554.4271240234375,707.4111328125]",26851.5,0.155164,1.102933,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007664,4,0.8807183504104614,"[1108.4722900390625,580.4732055664062,1918.3970947265625,894.7470703125]",22009.5,0.086468,2.577131,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007664,6,0.5587855577468872,"[396.7784118652344,600.4564819335938,753.097900390625,667.307373046875]",4743.0,0.199116,5.330063,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007322,2,0.2580523192882538,"[1275.68359375,616.6519775390625,1379.868896484375,630.9246826171875]",418.5,0.281438,7.299619,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007343,4,0.7966776490211487,"[745.19482421875,699.7793579101562,823.6315307617188,740.1595458984375]",1224.0,0.38645,1.942455,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007343,5,0.6970623135566711,"[665.1793212890625,634.0107421875,714.0011596679688,661.5206909179688]",589.5,0.438914,1.774698,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007343,6,0.5346480011940002,"[744.3123779296875,699.3504638671875,851.307861328125,742.059814453125]",1260.0,0.275729,2.5052,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007343,7,0.4872346520423889,"[616.0276489257812,597.14111328125,655.022705078125,610.3001708984375]",229.5,0.447248,2.963362,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007343,8,0.4706312119960785,"[233.66354370117188,662.9796752929688,376.53607177734375,1080.0]",36427.5,0.611397,2.918828,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007343,10,0.32444000244140625,"[596.4295043945312,569.4402465820312,657.4988403320312,592.6527099609375]",670.5,0.472993,2.630886,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007321,2,0.9034894704818726,"[0.0,444.24749755859375,1411.3197021484375,1080.0]",70321.5,0.078374,2.21992,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007326,2,0.6551468372344971,"[1174.5545654296875,632.0576171875,1216.623046875,675.9063720703125]",868.5,0.470821,1.042318,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007326,4,0.5857007503509521,"[1214.0723876953125,562.0748901367188,1279.98046875,607.9727783203125]",1197.0,0.395697,1.435972,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007326,6,0.37409815192222595,"[1286.232666015625,509.8902282714844,1326.91357421875,530.8006591796875]",324.0,0.380883,1.945484,PARKING_AREA_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007337,0,0.9657955169677734,"[566.986083984375,451.8028564453125,1513.2513427734375,1080.0]",44680.5,0.075164,1.506319,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007337,7,0.2529236078262329,"[0.0,594.71337890625,194.81130981445312,653.5404052734375]",1764.0,0.153924,3.311595,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007335,5,0.37739473581314087,"[1058.1134033203125,569.568603515625,1314.2220458984375,588.005615234375]",3087.0,0.653765,13.891006,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007335,8,0.28690364956855774,"[1205.12451171875,437.5521240234375,1503.798095703125,1080.0]",31342.5,0.163342,2.151003,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007335,9,0.2520509362220764,"[1318.12939453125,458.34375,1503.0538330078125,1080.0]",28170.0,0.245043,3.361677,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007327,3,0.9262955188751221,"[616.5119018554688,460.2357177734375,1603.540283203125,1080.0]",30447.0,0.049772,1.592587,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
IMG_007334,1,0.9606097340583801,"[175.50796508789062,529.3744506835938,1182.2728271484375,1080.0]",29205.0,0.052683,1.828402,PARKING_LINE_LIKE,codex_visual_review,true,Overlay review confirmed class 2 includes both thin separator/line shapes and broader parking-space/area shapes.
