outer_fold,media_id,inner_fold,inner_oof_p3_probability
0,IMG_007647,1,0.7027592062950134
0,IMG_007650,0,0.3208310902118683
0,IMG_007652,3,0.6893213391304016
0,IMG_007654,2,0.3565269410610199
0,IMG_007655,2,0.1955902874469757
0,IMG_007658,1,0.4592532515525818
0,IMG_007659,0,0.07631140202283859
0,IMG_007661,2,0.5098515152931213
0,IMG_007665,2,0.362231582403183
0,IMG_007672,1,0.4603385627269745
0,IMG_007673,3,0.597740650177002
0,IMG_007674,3,0.4543724060058594
0,IMG_007675,1,0.3907860517501831
1,IMG_007350,3,0.4803849458694458
1,IMG_007357,1,0.47013819217681885
1,IMG_007358,2,0.70026034116745
1,IMG_007359,1,0.45231789350509644
1,IMG_007360,2,0.4178612530231476
1,IMG_007363,3,0.7358824014663696
1,IMG_007364,3,0.4484197497367859
1,IMG_007367,0,0.39820483326911926
1,IMG_007370,2,0.3467412292957306
1,IMG_007371,2,0.24939991533756256
1,IMG_007374,1,0.24280937016010284
1,IMG_007379,2,0.3527223467826843
1,IMG_007384,1,0.198118656873703
1,IMG_007385,0,0.2762291133403778
1,IMG_007388,3,0.2721662223339081
1,IMG_007389,0,0.18716049194335938
1,IMG_007392,2,0.24605368077754974
1,IMG_007394,1,0.5400429964065552
1,IMG_007396,1,0.5717115998268127
1,IMG_007399,0,0.5353029370307922
1,IMG_007400,3,0.4767135977745056
1,IMG_007406,3,0.767859160900116
1,IMG_007407,3,0.3693738877773285
1,IMG_007410,2,0.2892499268054962
1,IMG_007413,0,0.5897045731544495
1,IMG_007415,0,0.6894083619117737
1,IMG_007417,1,0.4703623652458191
1,IMG_007419,1,0.7442948222160339
1,IMG_007421,2,0.4843027591705322
1,IMG_007422,3,0.40339797735214233
1,IMG_007425,0,0.40872135758399963
1,IMG_007427,0,0.6099181175231934
1,IMG_007429,2,0.21216416358947754
1,IMG_007434,2,0.36445116996765137
1,IMG_007437,3,0.6593427062034607
1,IMG_007439,1,0.5031755566596985
1,IMG_007440,0,0.31119802594184875
1,IMG_007441,0,0.3231634497642517
1,IMG_007444,3,0.20686501264572144
1,IMG_007445,0,0.5060038566589355
1,IMG_007449,0,0.07112418115139008
1,IMG_007450,2,0.4117316007614136
1,IMG_007454,3,0.31867122650146484
1,IMG_007457,0,0.42408645153045654
1,IMG_007460,0,0.3934110999107361
1,IMG_007463,2,0.1736607402563095
1,IMG_007465,3,0.6763222813606262
1,IMG_007467,2,0.21290861070156097
1,IMG_007468,1,0.33185744285583496
1,IMG_007470,1,0.49812570214271545
1,IMG_007471,1,0.6055688261985779
1,IMG_007473,0,0.49699267745018005
1,IMG_007477,1,0.5947870016098022
1,IMG_007479,0,0.714911699295044
1,IMG_007480,0,0.7433483004570007
1,IMG_007482,3,0.6202404499053955
1,IMG_007485,2,0.07975347340106964
1,IMG_007487,1,0.5015633702278137
1,IMG_007488,3,0.5446815490722656
1,IMG_007491,1,0.6004167199134827
1,IMG_007492,0,0.5515022277832031
1,IMG_007494,2,0.32105910778045654
1,IMG_007498,3,0.21415331959724426
1,IMG_007499,3,0.2525161802768707
1,IMG_007500,2,0.4771682918071747
1,IMG_007506,1,0.5627685189247131
1,IMG_007507,3,0.6581220626831055
1,IMG_007508,3,0.5781437754631042
1,IMG_007509,0,0.7088140845298767
1,IMG_007512,3,0.7372184991836548
1,IMG_007514,1,0.4100970923900604
1,IMG_007516,2,0.3241197466850281
1,IMG_007517,1,0.4075440466403961
1,IMG_007519,2,0.4288170635700226
1,IMG_007521,2,0.5682283639907837
1,IMG_007527,0,0.45958876609802246
1,IMG_007530,2,0.6198535561561584
1,IMG_007533,1,0.5862364172935486
1,IMG_007534,1,0.6417335271835327
1,IMG_007539,0,0.6689532995223999
1,IMG_007541,1,0.6707751154899597
1,IMG_007547,3,0.6535224914550781
1,IMG_007548,3,0.570290207862854
1,IMG_007549,3,0.688799262046814
1,IMG_007552,1,0.6618184447288513
1,IMG_007554,3,0.5551507472991943
1,IMG_007556,1,0.680387556552887
1,IMG_007558,0,0.7361584901809692
1,IMG_007559,3,0.3835045397281647
1,IMG_007560,3,0.3606284260749817
1,IMG_007564,0,0.2207239866256714
1,IMG_007571,0,0.3890334963798523
1,IMG_007575,1,0.14820221066474915
1,IMG_007580,2,0.059087034314870834
1,IMG_007581,2,0.19415105879306793
1,IMG_007584,0,0.29858946800231934
1,IMG_007585,2,0.24701376259326935
1,IMG_007586,1,0.20968472957611084
1,IMG_007588,3,0.12260346859693527
1,IMG_007592,1,0.5293848514556885
1,IMG_007594,0,0.28403693437576294
1,IMG_007598,2,0.5239810943603516
1,IMG_007601,0,0.18043340742588043
1,IMG_007602,0,0.41969603300094604
1,IMG_007606,1,0.593714714050293
1,IMG_007608,3,0.3126180171966553
1,IMG_007609,0,0.7804650068283081
1,IMG_007611,2,0.5926447510719299
1,IMG_007612,2,0.8115970492362976
1,IMG_007617,0,0.7134377360343933
1,IMG_007618,2,0.632926881313324
1,IMG_007626,1,0.3240691125392914
1,IMG_007627,2,0.14415396749973297
1,IMG_007631,2,0.19971738755702972
1,IMG_007634,1,0.48859891295433044
1,IMG_007635,3,0.671956479549408
1,IMG_007637,0,0.44668564200401306
1,IMG_007643,0,0.6464577913284302
1,IMG_007646,1,0.29786252975463867
1,IMG_007647,0,0.8164055943489075
1,IMG_007648,2,0.2616521716117859
1,IMG_007652,1,0.5960695147514343
1,IMG_007654,3,0.20897276699543
1,IMG_007655,0,0.14056475460529327
1,IMG_007656,3,0.6143162846565247
1,IMG_007659,2,0.07940541207790375
1,IMG_007661,2,0.13154976069927216
1,IMG_007665,3,0.4649627208709717
1,IMG_007667,1,0.342737078666687
1,IMG_007673,3,0.7505002021789551
1,IMG_007674,1,0.3918609023094177
1,IMG_007675,2,0.5861130356788635
1,IMG_007676,3,0.4738525152206421
2,IMG_007350,1,0.5858536958694458
2,IMG_007355,2,0.6392120122909546
2,IMG_007358,2,0.7630740404129028
2,IMG_007359,3,0.43392300605773926
2,IMG_007360,3,0.33112698793411255
2,IMG_007361,1,0.21151182055473328
2,IMG_007363,3,0.5910537242889404
2,IMG_007364,0,0.2655768096446991
2,IMG_007370,0,0.014929424040019512
2,IMG_007374,1,0.26261964440345764
2,IMG_007377,0,0.09235485643148422
2,IMG_007379,0,0.210783451795578
2,IMG_007383,3,0.4213668406009674
2,IMG_007384,2,0.08482329547405243
2,IMG_007385,3,0.2570742666721344
2,IMG_007389,3,0.25667282938957214
2,IMG_007392,3,0.36759456992149353
2,IMG_007393,0,0.6914089918136597
2,IMG_007396,2,0.6050307154655457
2,IMG_007399,0,0.6793354749679565
2,IMG_007400,0,0.7966396808624268
2,IMG_007404,1,0.5241568684577942
2,IMG_007407,0,0.16521784663200378
2,IMG_007410,1,0.4530874490737915
2,IMG_007413,1,0.7141431570053101
2,IMG_007415,3,0.6327263712882996
2,IMG_007416,3,0.6332213878631592
2,IMG_007419,1,0.8043107986450195
2,IMG_007421,2,0.3632834553718567
2,IMG_007422,1,0.3106174170970917
2,IMG_007424,2,0.6707775592803955
2,IMG_007427,2,0.36635592579841614
2,IMG_007429,2,0.10114550590515137
2,IMG_007433,2,0.5978389382362366
2,IMG_007437,2,0.33872780203819275
2,IMG_007439,2,0.4892767071723938
2,IMG_007440,2,0.34198158979415894
2,IMG_007441,0,0.20542645454406738
2,IMG_007442,0,0.34955406188964844
2,IMG_007444,0,0.08926565200090408
2,IMG_007450,1,0.4274534583091736
2,IMG_007454,3,0.19645969569683075
2,IMG_007455,0,0.3388444483280182
2,IMG_007457,2,0.428897887468338
2,IMG_007463,0,0.08981331437826157
2,IMG_007465,3,0.3861972689628601
2,IMG_007466,3,0.377433717250824
2,IMG_007467,3,0.7199398875236511
2,IMG_007468,1,0.2968367040157318
2,IMG_007469,1,0.1251305192708969
2,IMG_007471,0,0.6471662521362305
2,IMG_007473,1,0.6047671437263489
2,IMG_007475,1,0.3670165538787842
2,IMG_007477,3,0.5589954853057861
2,IMG_007480,2,0.21468929946422577
2,IMG_007482,1,0.6449457406997681
2,IMG_007484,0,0.6100497841835022
2,IMG_007485,1,0.368452250957489
2,IMG_007488,1,0.5484747886657715
2,IMG_007491,0,0.412118524312973
2,IMG_007494,3,0.5395821332931519
2,IMG_007497,0,0.5870164036750793
2,IMG_007498,1,0.46804648637771606
2,IMG_007499,2,0.28942516446113586
2,IMG_007500,3,0.5393125414848328
2,IMG_007503,2,0.4671882092952728
2,IMG_007507,2,0.5793069005012512
2,IMG_007508,2,0.5562468767166138
2,IMG_007509,3,0.6047049760818481
2,IMG_007511,1,0.3326328992843628
2,IMG_007514,3,0.5635804533958435
2,IMG_007516,3,0.5959872603416443
2,IMG_007517,3,0.35180673003196716
2,IMG_007519,0,0.8101134300231934
2,IMG_007520,2,0.707007110118866
2,IMG_007527,3,0.5010896921157837
2,IMG_007530,1,0.3781149089336395
2,IMG_007531,2,0.7758588790893555
2,IMG_007533,3,0.715986967086792
2,IMG_007534,0,0.7496213912963867
2,IMG_007541,1,0.6009733080863953
2,IMG_007542,1,0.4924432933330536
2,IMG_007547,1,0.46596089005470276
2,IMG_007549,1,0.6269853711128235
2,IMG_007552,0,0.6692481637001038
2,IMG_007554,1,0.410853773355484
2,IMG_007555,0,0.6619694828987122
2,IMG_007558,3,0.748383104801178
2,IMG_007559,0,0.6418092250823975
2,IMG_007560,2,0.5562105178833008
2,IMG_007562,0,0.19567012786865234
2,IMG_007571,2,0.5033188462257385
2,IMG_007575,2,0.05302079766988754
2,IMG_007577,3,0.9329904913902283
2,IMG_007581,1,0.2362486720085144
2,IMG_007584,3,0.3468181788921356
2,IMG_007585,0,0.8521364331245422
2,IMG_007586,0,0.002644674852490425
2,IMG_007587,3,0.38188692927360535
2,IMG_007592,0,0.4942111670970917
2,IMG_007593,0,0.2716871201992035
2,IMG_007594,2,0.5449991822242737
2,IMG_007601,3,0.18667666614055634
2,IMG_007602,1,0.4444083869457245
2,IMG_007603,0,0.7188970446586609
2,IMG_007606,0,0.7580901384353638
2,IMG_007609,2,0.5643495321273804
2,IMG_007611,1,0.5078554749488831
2,IMG_007612,0,0.7390986084938049
2,IMG_007614,0,0.6456885933876038
2,IMG_007617,3,0.7271457314491272
2,IMG_007626,1,0.2632068991661072
2,IMG_007627,2,0.108348548412323
2,IMG_007632,1,0.5157602429389954
2,IMG_007634,2,0.4907725751399994
2,IMG_007635,0,0.4577074646949768
2,IMG_007637,2,0.5022706985473633
2,IMG_007642,2,0.6405009627342224
2,IMG_007646,2,0.18880298733711243
2,IMG_007647,2,0.3218667805194855
2,IMG_007648,1,0.30623045563697815
2,IMG_007650,3,0.8838227987289429
2,IMG_007654,2,0.30554550886154175
2,IMG_007655,3,0.13418546319007874
2,IMG_007656,3,0.6116845607757568
2,IMG_007658,3,0.5033148527145386
2,IMG_007659,2,0.13387998938560486
2,IMG_007665,3,0.7755277752876282
2,IMG_007667,0,0.2946418523788452
2,IMG_007672,1,0.49894073605537415
2,IMG_007674,1,0.4084385931491852
2,IMG_007675,1,0.5311400294303894
2,IMG_007676,0,0.1524256467819214
3,IMG_007350,2,0.6301578879356384
3,IMG_007355,2,0.8196338415145874
3,IMG_007357,3,0.5693346261978149
3,IMG_007359,2,0.7447416186332703
3,IMG_007360,0,0.4893767237663269
3,IMG_007361,3,0.4637327492237091
3,IMG_007364,0,0.24971440434455872
3,IMG_007367,0,0.2686781585216522
3,IMG_007370,1,0.0821758508682251
3,IMG_007371,1,0.10752061754465103
3,IMG_007377,2,0.6363028287887573
3,IMG_007379,3,0.2137686163187027
3,IMG_007383,0,0.44524651765823364
3,IMG_007384,0,0.20000356435775757
3,IMG_007385,3,0.24958541989326477
3,IMG_007388,0,0.2643910348415375
3,IMG_007392,1,0.2031944841146469
3,IMG_007393,0,0.5801449418067932
3,IMG_007394,3,0.463138222694397
3,IMG_007396,1,0.4893518388271332
3,IMG_007400,3,0.044283293187618256
3,IMG_007404,0,0.6095444560050964
3,IMG_007406,0,0.6362331509590149
3,IMG_007410,2,0.3872075378894806
3,IMG_007413,0,0.3645269572734833
3,IMG_007416,2,0.6686698794364929
3,IMG_007417,1,0.23775406181812286
3,IMG_007419,0,0.6602701544761658
3,IMG_007421,3,0.9383720755577087
3,IMG_007424,3,0.5920630693435669
3,IMG_007425,0,0.6019473075866699
3,IMG_007427,0,0.5477732419967651
3,IMG_007429,2,0.2345203161239624
3,IMG_007433,3,0.4772547781467438
3,IMG_007434,3,0.15930700302124023
3,IMG_007439,3,0.20550693571567535
3,IMG_007441,3,0.2775861620903015
3,IMG_007442,1,0.1429198831319809
3,IMG_007444,3,0.09287907928228378
3,IMG_007445,2,0.20291638374328613
3,IMG_007449,3,0.125335693359375
3,IMG_007454,1,0.15374071896076202
3,IMG_007455,1,0.4200543761253357
3,IMG_007457,0,0.5098389387130737
3,IMG_007460,1,0.5047007203102112
3,IMG_007465,2,0.7858188152313232
3,IMG_007466,1,0.32626739144325256
3,IMG_007467,3,0.966970682144165
3,IMG_007468,2,0.07550925016403198
3,IMG_007469,3,0.8478149175643921
3,IMG_007470,1,0.5809298753738403
3,IMG_007473,0,0.7038829922676086
3,IMG_007475,1,0.18098337948322296
3,IMG_007477,1,0.5178596377372742
3,IMG_007479,2,0.5940635204315186
3,IMG_007482,0,0.6906728148460388
3,IMG_007484,2,0.8228982090950012
3,IMG_007485,2,0.5866216421127319
3,IMG_007487,2,0.4095558822154999
3,IMG_007491,1,0.42700356245040894
3,IMG_007492,0,0.4857918918132782
3,IMG_007494,1,0.5033702254295349
3,IMG_007497,3,0.9599485397338867
3,IMG_007498,3,0.24087335169315338
3,IMG_007500,0,0.6703149080276489
3,IMG_007503,3,0.8521921634674072
3,IMG_007506,0,0.7083016633987427
3,IMG_007508,2,0.33910176157951355
3,IMG_007509,3,0.8731316328048706
3,IMG_007511,2,0.4056079387664795
3,IMG_007512,1,0.7268200516700745
3,IMG_007514,2,0.32150542736053467
3,IMG_007517,2,0.5286995768547058
3,IMG_007519,2,0.40330901741981506
3,IMG_007520,2,0.734727144241333
3,IMG_007521,0,0.7797502875328064
3,IMG_007530,1,0.33081188797950745
3,IMG_007531,2,0.8392641544342041
3,IMG_007534,3,0.5650967955589294
3,IMG_007539,3,0.6637673377990723
3,IMG_007541,0,0.8051943182945251
3,IMG_007542,1,0.5946797132492065
3,IMG_007548,2,0.6004838347434998
3,IMG_007549,2,0.8019813895225525
3,IMG_007552,0,0.8198323249816895
3,IMG_007554,3,0.7689784169197083
3,IMG_007555,1,0.6718711853027344
3,IMG_007556,1,0.6763597130775452
3,IMG_007559,2,0.6395149230957031
3,IMG_007560,0,0.33769741654396057
3,IMG_007562,1,0.27810487151145935
3,IMG_007564,0,0.1961575597524643
3,IMG_007575,0,0.16449061036109924
3,IMG_007577,1,0.3948037922382355
3,IMG_007580,1,0.09618701040744781
3,IMG_007581,1,0.06180215999484062
3,IMG_007586,1,0.02649075724184513
3,IMG_007587,0,0.1693325638771057
3,IMG_007588,0,0.14100341498851776
3,IMG_007592,0,0.641338050365448
3,IMG_007593,2,0.4759804904460907
3,IMG_007594,3,0.04111208766698837
3,IMG_007598,2,0.48094186186790466
3,IMG_007602,0,0.3899133503437042
3,IMG_007603,1,0.321159690618515
3,IMG_007606,0,0.6769714951515198
3,IMG_007608,2,0.21912378072738647
3,IMG_007611,2,0.6005893349647522
3,IMG_007612,3,0.9686049222946167
3,IMG_007614,1,0.26166996359825134
3,IMG_007617,3,0.5506444573402405
3,IMG_007618,2,0.29309749603271484
3,IMG_007627,3,0.33947455883026123
3,IMG_007631,2,0.7207841873168945
3,IMG_007632,3,0.9381568431854248
3,IMG_007634,3,0.30858248472213745
3,IMG_007637,0,0.6356105208396912
3,IMG_007642,0,0.2844831645488739
3,IMG_007643,1,0.2636015713214874
3,IMG_007647,3,0.9859547019004822
3,IMG_007648,1,0.1431504487991333
3,IMG_007650,1,0.5121492147445679
3,IMG_007652,1,0.37276366353034973
3,IMG_007655,2,0.20837406814098358
3,IMG_007656,0,0.5666195154190063
3,IMG_007658,3,0.5074854493141174
3,IMG_007661,2,0.6105915307998657
3,IMG_007665,3,0.8665274381637573
3,IMG_007667,1,0.18325777351856232
3,IMG_007672,0,0.5963292717933655
3,IMG_007673,1,0.6751884818077087
3,IMG_007675,3,0.14346861839294434
3,IMG_007676,2,0.5155189037322998
4,IMG_007350,3,0.523572564125061
4,IMG_007355,3,0.6005364656448364
4,IMG_007357,2,0.3839409053325653
4,IMG_007358,1,0.5578840970993042
4,IMG_007360,2,0.22873555123806
4,IMG_007361,3,0.31877005100250244
4,IMG_007363,0,0.589750349521637
4,IMG_007367,2,0.2161462903022766
4,IMG_007370,0,0.35459384322166443
4,IMG_007371,0,0.3700188398361206
4,IMG_007374,3,0.15026606619358063
4,IMG_007377,2,0.28902149200439453
4,IMG_007383,1,0.5516797304153442
4,IMG_007385,3,0.22839543223381042
4,IMG_007388,2,0.23039881885051727
4,IMG_007389,1,0.44227761030197144
4,IMG_007392,0,0.289167582988739
4,IMG_007393,0,0.5364787578582764
4,IMG_007394,1,0.5679616928100586
4,IMG_007399,3,0.5734943747520447
4,IMG_007400,1,0.5017836689949036
4,IMG_007404,1,0.46156373620033264
4,IMG_007406,0,0.601726233959198
4,IMG_007407,3,0.09663822501897812
4,IMG_007413,1,0.6917353868484497
4,IMG_007415,3,0.6268720626831055
4,IMG_007416,2,0.522144079208374
4,IMG_007417,2,0.435531884431839
4,IMG_007421,3,0.6257983446121216
4,IMG_007422,2,0.4103792905807495
4,IMG_007424,1,0.551515519618988
4,IMG_007425,0,0.694739818572998
4,IMG_007429,0,0.22209353744983673
4,IMG_007433,3,0.5543167591094971
4,IMG_007434,2,0.3059861660003662
4,IMG_007437,3,0.3114722967147827
4,IMG_007440,3,0.3376978635787964
4,IMG_007441,1,0.3436644375324249
4,IMG_007442,1,0.37024542689323425
4,IMG_007445,2,0.5840272307395935
4,IMG_007449,0,0.3778117299079895
4,IMG_007450,1,0.4314524829387665
4,IMG_007454,0,0.38902050256729126
4,IMG_007455,0,0.6939809918403625
4,IMG_007460,0,0.5116981267929077
4,IMG_007463,1,0.5405653119087219
4,IMG_007465,0,0.5792033672332764
4,IMG_007466,3,0.34340038895606995
4,IMG_007468,3,0.26769575476646423
4,IMG_007469,1,0.15183216333389282
4,IMG_007470,3,0.5145376920700073
4,IMG_007471,3,0.6230026483535767
4,IMG_007475,2,0.19141146540641785
4,IMG_007477,0,0.5873342752456665
4,IMG_007479,0,0.4321107268333435
4,IMG_007480,3,0.41853708028793335
4,IMG_007484,1,0.5382986068725586
4,IMG_007485,2,0.15824976563453674
4,IMG_007487,3,0.6740723252296448
4,IMG_007488,2,0.6876714825630188
4,IMG_007492,2,0.4126795530319214
4,IMG_007494,0,0.42274385690689087
4,IMG_007497,2,0.5391457676887512
4,IMG_007499,3,0.44213631749153137
4,IMG_007500,1,0.5275119543075562
4,IMG_007503,0,0.5423631072044373
4,IMG_007506,0,0.4864790737628937
4,IMG_007507,0,0.5724480748176575
4,IMG_007509,1,0.42023158073425293
4,IMG_007511,1,0.3918042480945587
4,IMG_007512,3,0.6069162487983704
4,IMG_007516,2,0.5375826954841614
4,IMG_007517,2,0.2707635760307312
4,IMG_007520,0,0.5719723105430603
4,IMG_007521,2,0.4402380883693695
4,IMG_007527,0,0.5785086750984192
4,IMG_007530,2,0.3086675703525543
4,IMG_007531,3,0.7237975597381592
4,IMG_007533,1,0.5405076742172241
4,IMG_007539,1,0.5766397714614868
4,IMG_007541,1,0.5675610303878784
4,IMG_007542,0,0.5111408829689026
4,IMG_007547,1,0.4569834768772125
4,IMG_007548,0,0.5169273614883423
4,IMG_007554,0,0.5624593496322632
4,IMG_007555,2,0.5208213925361633
4,IMG_007556,1,0.5778881311416626
4,IMG_007558,1,0.6164373755455017
4,IMG_007559,2,0.38524484634399414
4,IMG_007562,1,0.2651888132095337
4,IMG_007564,0,0.49580833315849304
4,IMG_007571,2,0.580162525177002
4,IMG_007575,0,0.30661794543266296
4,IMG_007577,1,0.5033082365989685
4,IMG_007580,3,0.22677552700042725
4,IMG_007584,3,0.33848807215690613
4,IMG_007585,0,0.4074658155441284
4,IMG_007586,3,0.1231372058391571
4,IMG_007587,0,0.5811269283294678
4,IMG_007588,1,0.17822417616844177
4,IMG_007593,0,0.481376975774765
4,IMG_007594,2,0.3812938928604126
4,IMG_007598,0,0.5354951024055481
4,IMG_007601,3,0.1738695204257965
4,IMG_007603,2,0.5360399484634399
4,IMG_007606,3,0.6123761534690857
4,IMG_007608,2,0.24495169520378113
4,IMG_007609,1,0.42796435952186584
4,IMG_007612,3,0.6744463443756104
4,IMG_007614,3,0.26031315326690674
4,IMG_007618,2,0.7942515015602112
4,IMG_007626,1,0.27285900712013245
4,IMG_007627,2,0.20584037899971008
4,IMG_007631,1,0.5083643794059753
4,IMG_007632,0,0.6835613250732422
4,IMG_007635,2,0.40085601806640625
4,IMG_007637,1,0.49030864238739014
4,IMG_007642,2,0.39411309361457825
4,IMG_007643,2,0.2996930480003357
4,IMG_007646,2,0.23582912981510162
4,IMG_007648,3,0.32378435134887695
4,IMG_007650,0,0.847669780254364
4,IMG_007652,1,0.8011861443519592
4,IMG_007654,3,0.42160123586654663
4,IMG_007656,3,0.6269177198410034
4,IMG_007658,3,0.5239139199256897
4,IMG_007659,1,0.48055920004844666
4,IMG_007661,1,0.727428138256073
4,IMG_007667,2,0.10698982328176498
4,IMG_007672,2,0.31809312105178833
4,IMG_007673,3,0.5761372447013855
4,IMG_007674,0,0.4936743974685669
4,IMG_007676,0,0.48974546790122986
