outer_fold,media_id,inner_fold,label_binary
4,IMG_007484,1,0
4,IMG_007485,2,0
4,IMG_007487,3,0
4,IMG_007488,2,0
4,IMG_007492,2,0
4,IMG_007494,0,0
4,IMG_007497,2,0
4,IMG_007499,3,0
4,IMG_007500,1,0
4,IMG_007503,0,0
4,IMG_007506,0,0
4,IMG_007507,0,0
4,IMG_007509,1,0
4,IMG_007511,1,0
4,IMG_007512,3,0
4,IMG_007516,2,0
4,IMG_007517,2,0
4,IMG_007520,0,1
4,IMG_007521,2,1
4,IMG_007527,0,1
4,IMG_007530,2,1
4,IMG_007531,3,1
4,IMG_007533,1,1
4,IMG_007539,1,1
4,IMG_007541,1,1
4,IMG_007542,0,1
4,IMG_007547,1,1
4,IMG_007548,0,1
4,IMG_007554,0,1
4,IMG_007555,2,1
4,IMG_007556,1,1
4,IMG_007558,1,1
4,IMG_007559,2,1
4,IMG_007562,1,0
4,IMG_007564,0,0
4,IMG_007571,2,1
4,IMG_007575,0,0
4,IMG_007577,1,0
4,IMG_007580,3,1
4,IMG_007584,3,1
4,IMG_007585,0,1
4,IMG_007586,3,1
4,IMG_007587,0,1
4,IMG_007588,1,1
4,IMG_007593,0,0
4,IMG_007594,2,1
4,IMG_007598,0,1
4,IMG_007601,3,1
4,IMG_007603,2,1
4,IMG_007606,3,1
4,IMG_007608,2,1
4,IMG_007609,1,1
4,IMG_007612,3,1
4,IMG_007614,3,1
4,IMG_007618,2,1
4,IMG_007626,1,0
4,IMG_007627,2,0
4,IMG_007631,1,0
4,IMG_007632,0,1
4,IMG_007635,2,0
4,IMG_007637,1,0
4,IMG_007642,2,0
4,IMG_007643,2,0
4,IMG_007646,2,1
4,IMG_007648,3,0
4,IMG_007650,0,1
4,IMG_007652,1,0
4,IMG_007654,3,0
4,IMG_007656,3,1
4,IMG_007658,3,1
4,IMG_007659,1,1
4,IMG_007661,1,0
4,IMG_007667,2,0
4,IMG_007672,2,0
4,IMG_007673,3,0
4,IMG_007674,0,0
4,IMG_007676,0,0
