sample_token,media_id,vehicle_rank,crop_x1,crop_y1,crop_x2,crop_y2,target_intersection_fraction,view_b_sha256,bytes
572a3f79d72d397f89f226fe37d07c975c7b526d73b5b008d0c5795b9910e3d4,IMG_007539,1,0,0,1650,805,1.0,5a63ed8e02f390049b361999996e41d04276b887f72c4e6c9f8594c5cbb9ea3b,130683
59dcf300c58c78766d3446ae6b83b359a220b56659706ce7385c5053d3e471d3,IMG_007541,1,322,89,1496,900,1.0,ed913a2d2ef0c6a112b0e10916b55542d61d079a9da398e73ed8a14d40c9e67d,125872
627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6,IMG_007542,1,0,0,1888,973,1.0,7ec02c90c756ca7ac7c37f505eb90b7da689b0ee2d7b8ffa31401950cd66470f,101924
963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32,IMG_007547,1,0,0,1815,920,1.0,2949c649c8f65e727676685f209d6af0e0b69f0f997d2de39e1b6303aff486b3,102240
4f17bdfd1fce16f4bd783575464ee74fabb2eb6ae988f25e84d044c3757ef010,IMG_007548,1,0,0,1920,913,1.0,28771f7594fa88fe732bb7d0741cb39c0029a405f55927b1c1212429a2f7c1db,77381
67aa0b565d19e0960719fd675a518ee02a6870494949f5eea5cfed212ec1608c,IMG_007549,1,10,0,1236,880,1.0,b9a27f9216a74067f81b97e7ee92ae092c9b80825ba893ec37e9ab6d2c09c200,126611
3e649fb425db485aa2a92f42b71d46d2e1097e1060eacd886961c437d05915cc,IMG_007551,1,0,0,1496,736,1.0,d18ae8482f5f46f4c5e9b7ea257c7d5084e78136674276f02ef9b2c21c8341c8,91986
97932a55b037ccf310ae39eb1818d85f49ed164b4f599f90ee17b61ad5073694,IMG_007552,1,300,0,1576,868,1.0,08417ad65f729bbf99dd3988b489372c7c5f1c8e623eec1a1dd51692fc627328,142727
34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865,IMG_007554,1,0,0,1786,998,1.0,7022b3f4fb743c2467e3fa69b5b070cab5f5587838507a03d3739b467653870c,146554
b879ee48ab4cae9efcd4f91acd470ae42d1564602cd9b26fe99b0648632e9c30,IMG_007555,1,44,0,1625,1031,1.0,fc52bb4c4f9f980e1756994535c53d216b624aebb9ab1912fe1095d8fda7096d,128885
2d2c27149d5340b1810e71d7ee266ee662e9162fd33fe39a3b00327c6216efce,IMG_007556,1,0,0,1769,1044,1.0,30058e11b69bc1fdb83955ec4f66305d160349311bcf5327c46d7cf0e2e438b0,139453
2d2c27149d5340b1810e71d7ee266ee662e9162fd33fe39a3b00327c6216efce,IMG_007556,2,0,0,1764,1045,1.0,210c9c76f6b18eccc79c8a9b38d8ab399284e84fae98d1ca9d06f76874c8cf42,139667
1e9b4b51182591cf840782316c7ea1cfce0cea6efc94092de7325bca41124439,IMG_007558,1,21,45,1656,849,1.0,bc168d6a5b8102ae219eee64b79ff7624a058cf8a87b20927167afe94363d8d3,123783
f2f4a8a8e9595db41a6d5815025c881c8b22b1e0d0e04ac8822528f6c4a76b7c,IMG_007559,1,0,0,1920,1080,1.0,aed7926491815f73727035f0dd2dc5cbe4f58650a717fe475f5483d0ae2944fe,127996
a1709030715bf45e78216506f40ad352eeeb9c5d1f816802b697d28cbd4659ea,IMG_007560,1,0,0,1920,1080,1.0,127e8884178d8ce5dca064a3f1758bfa82172ec6ad0844b033a3edf52d6c502e,103131
a1709030715bf45e78216506f40ad352eeeb9c5d1f816802b697d28cbd4659ea,IMG_007560,2,277,0,1920,754,1.0,12f870add2d54f069d72aa6b7c89c649a0e5329cb5ac9b4d0fd04b43e0cccdf9,77467
e98d3f068c7e7ff0d6a731ab924fff48d66316d0dcaf320ea721c3ee9aefb426,IMG_007562,1,0,0,1907,1080,1.0,b099689b8e36a2f92c5981b1aa109696cc87494489f05edb9721c809deeaeb75,108296
fc06c9c4695ca7cc59409261cd0293f6e9b080ee97f9247bbbd0c4b14c150cda,IMG_007564,1,0,0,1920,1080,1.0,235d791d3cfdaafb169457523bbfb11bb7d7fe0aa538fd477e28eec9c5a68284,110126
ecfa27073d391aeeac4957a3822e2ff300811817ea8e48e2ea812c2c63a9e1a2,IMG_007569,1,0,0,1920,1080,1.0,8404edf36b67c33b825b1b5d353797b64b53072f5042a3fa0372528003d11e39,137434
564f57abeb11621386bd15d9a8794853f850271391be84a01e64d35f42eb0181,IMG_007570,1,0,0,1920,1080,1.0,a3955dfc3ad3f4a3b705f452e8eaa916cb1e97637626e309239c16bd072c8a1f,146617
c81db39df5a6289982e45d8e87ed41d9eb32d216e0f0483503fbf43ec81ec0da,IMG_007571,1,0,0,1920,1021,1.0,d0e63e96056b2055632086620fa15fe5f97cdff2074ad329e3266a54247bc6e1,146041
28e02888b85aa891b489e8211bb38f061b38ff272a51ccbe836082eaa40e9f14,IMG_007574,1,0,0,1830,1080,1.0,d1da7b5e27dd09b0a7ffebaba363dfc62fbf9568baaaa050282a9b857707e98e,134107
7d5b6e5a024195be279b0ebe4892043c13be040a7e28c1cbedbe5457c298e789,IMG_007575,1,0,0,1920,1080,1.0,9043ef8a2868978b6761f18093b398eb8e6c47b71610bcb44d63bc9ee51970dd,120345
a28e080ddb02680d63958e55fc3cca895b3e6a0d01bed541bfa62f0dc52ce903,IMG_007576,1,0,0,1920,1080,1.0,6d6b2b0604a2c09369aaa3764982f734f5148aa3f0515c9a53f108a19d56d0f2,116336
570451f6eaff7c386120fd454ecfbd856370eebac5c8c689494a2d448a35f66e,IMG_007577,1,4,0,1722,1080,1.0,e8bc85aad58c358ac3e667372c0570c80b1da1086ef6c9030c2b7702e88ae52b,163804
570451f6eaff7c386120fd454ecfbd856370eebac5c8c689494a2d448a35f66e,IMG_007577,2,5,0,1722,1080,1.0,630ed28495334c250ac71ff5c0db33cb14d9988080e61daa9c6f3836c5a8f9cf,164034
2cc8d12dd6b689e39766a0cf398eccec256db57af4e3d795b29fbfe14123f0a7,IMG_007580,1,0,0,1920,1080,1.0,2ea6bddb8fed52c37b6ac356a7f69678fef813e4fbf020bab61f206746194173,170682
5a70b850a8e50ec66e4d3c0de84fb9afd326680aae1e96e82f969eebce790c91,IMG_007581,1,0,0,1920,1080,1.0,7c68449f9707ca95debfc3cecfe035a1c8dcd14a47665009691ec2a8f007614a,159806
5a70b850a8e50ec66e4d3c0de84fb9afd326680aae1e96e82f969eebce790c91,IMG_007581,2,0,0,1920,1080,1.0,28468e7f59035e145f6946cf09934ae90bb649d8ff40da3b715dad3e07aec9c3,159779
541d9de1bdf92c75bdd9d689062753ec8f49f21038963cbd62afa91428e7b5de,IMG_007583,1,52,0,1920,1080,1.0,65bb3b9c579827742ce0085f4869d60ec0d8db36f3e2ee48f87c973ca7971c1c,103882
16ca3bc8cdff89dc9f8735b5407e6929c09cdc65c98c4803795501599a1f5664,IMG_007584,1,0,0,1920,1080,1.0,9c7a520c288a036f94310a84c76181cce4b5a9752c95cbe9c8391b56520730d2,108872
09919ee92ec0b250a631597105f6b82b093a9dabf191cd11e169c900658e1507,IMG_007585,1,0,0,1920,1080,1.0,47177d2b2fd2c088d06e1026f4b74e2c3df402d0f906c2f8908b108a43b5c168,129188
09919ee92ec0b250a631597105f6b82b093a9dabf191cd11e169c900658e1507,IMG_007585,2,574,0,1920,819,1.0,f2a30752eb6bf996c92f133506d599a2c6449db0afb453b6bfd56915578f027c,126301
4c44a263ccbf1b0e096676c75ab0bb411ea915ecac10d753d13b1fff87fe0a55,IMG_007586,1,0,0,1920,1080,1.0,d4aa27eae6f2c4d2065b7ec00b68753249a00f012c73046046485be40b1ac123,95050
a5eabf71d9edeb0740a2ed71d633037bd5cf4d9ee9c1375fdf9c7f513837f74d,IMG_007587,1,0,0,1920,1080,1.0,65c2ccf8eaf40e7ef81947bb6475c963bb06e3f9ed3e71e76a241834da5b1eb6,122776
a5eabf71d9edeb0740a2ed71d633037bd5cf4d9ee9c1375fdf9c7f513837f74d,IMG_007587,2,0,0,1079,634,1.0,6f4d9a9a87aa38d77a3758ce4b1f69f03dba4aaf2fef3499abfffb74976431d9,99989
cb6d9156e29a676b7ad7ce5c21862e6243aa3420defaf0a8973fcbe7e78a3998,IMG_007588,1,0,0,1920,1080,1.0,cb99ee14e6302d8a31340f1c9e29264eb0187c367323a9c639d7745419de5ff0,107469
cb6d9156e29a676b7ad7ce5c21862e6243aa3420defaf0a8973fcbe7e78a3998,IMG_007588,2,0,0,1920,1080,1.0,5b9b585e7c549b63103c07de76683e74ba43f8b70aafef542127de1f11cc833f,107796
d0935526710411b008da955ef21e99e752209c8fafc928bceb05fb7d55a926cd,IMG_007592,1,0,0,1920,1080,1.0,0777fd7e3a683741a0c0457b5c235e0b20c6456d0dc7735695457d4284b2d49a,118792
cd5e8f47b91c0c7e5051d1f9bb5e6a95ec02a197a66bfb234ef886b385d6ce63,IMG_007593,1,0,0,1920,1080,1.0,d3c35317ca0c6d047d3d4dd9e5d83971e9c79943d1715cccb4ce181b10bc3919,146958
52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,IMG_007594,1,78,0,1810,1071,1.0,c4cc2116ec554e7a0070ba29953c36f7391163223695ec673cb50f270e7c80a3,178349
3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217,IMG_007598,1,0,0,1920,1080,1.0,964057b3f7dc42f0b7072ddc660013ad752d5e9504603c600518138ed1f008cc,138786
b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,IMG_007599,1,0,0,1920,1080,1.0,f511aff45bbe4d26b100bd3e4f75f117a1da80bcf09a65260962f8c7323502ec,153147
b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,IMG_007599,2,0,67,1176,1034,1.0,be52505d5845096958282bd7fc3271ebd814b8f6b3e7e36b4ea0f4cd596c568e,195865
635e5c52f6a69bbc108df9de7227484b8c42d9aa6b9d3b76fc996483594c806c,IMG_007601,1,0,0,1920,1080,1.0,ff8c1bf68d299531faeea4b12ba7451d3a61a54b7b4763dfba20e5fc68d8fda0,131791
98386e15dc5ef41f7e2573e8e5048834d0a4205aa29fc88875d3601fde598d34,IMG_007602,1,0,0,1920,1008,1.0,27ee28267fd5b69d6e85a5e21e67eea95e553735bd8dd1fc99f7fbbabc40e030,123849
7c54e1ed5972188c181242becb7170c5f33bb966e7bca852ce209dadfe278bf4,IMG_007603,1,152,0,1832,1080,1.0,a4b0620131f6004e19369746a8e5a2eb97546e38508949ec39e93f878bc94c8a,128792
7c54e1ed5972188c181242becb7170c5f33bb966e7bca852ce209dadfe278bf4,IMG_007603,2,152,0,1832,1080,1.0,e13d62a9a34ad987839d53e510018a20071209ad93b14ca4392b95c4b74ccf33,128872
4c3161d0c72cc8aeffb0971eb4e719d82827cf4627386e3d07f770270aeb547e,IMG_007606,1,0,0,1920,1080,1.0,884165670f5874ec31773bf25a84c42bfdcb106819f5b9e246eaeb9a952e03b7,103468
4c3161d0c72cc8aeffb0971eb4e719d82827cf4627386e3d07f770270aeb547e,IMG_007606,2,1268,0,1920,851,1.0,7bad35f499faeb6fe2fab252deef8e33e6ad4ec763c3e11ff583a17d263f89aa,90336
df6ffb2e8589f7942fa241c23f9e218430e62660aeac09d6575dbe50a0f14bfe,IMG_007608,1,0,0,1920,1080,1.0,acd04b37b2d600f8935a43393e5054278ca072930a206c17e8ab5c9bc7c52030,116129
236d951dfc01322bc9d3b60bed45858069e40ae2fa1796feba4c08e312f9274f,IMG_007609,1,8,0,1895,1080,1.0,657c2b73768d2eff1b5859241a3c038151ec5d8528fffd0e59e9a7247a8b41b9,155819
16cf61f70daa8b8dbc7c1432b2ce9dad8e9d6bf9e68bcbd068f50e8368f872e6,IMG_007610,1,0,0,1920,977,1.0,c3dad12e948ffe717edcf7d0b4b55908bc89061729f4b0706da1bb1df558c4d3,140006
16cf61f70daa8b8dbc7c1432b2ce9dad8e9d6bf9e68bcbd068f50e8368f872e6,IMG_007610,2,1212,0,1920,681,1.0,86a6f9f092a4318fb51dd5d024ea737493f0a6fa3cda5fab71afd33a18a33ddf,129011
35a5959bc49b68d1c99d3b86dd493860ee4d8ec8bbfc852d8a8ca0f9cbe56363,IMG_007611,1,0,0,1816,1014,1.0,e80720b9ec3a364139cca655ba98b5c63dd1e272f04ca2b0db70f84440db48aa,144354
b53ab51e67c6e4ca7a8e02874469dc3c0b7563c0d08cf91ec0c0e9c0d18f0af1,IMG_007612,1,65,0,1823,1044,1.0,32c708c2aabf5a01dc5a151a3011d5d3e1bb21a5cdb59caadb53a0ec44e24774,124758
cfe67b86fa6c9a46c86855b7de812fb8c9b39be7d159d078b04308888371e80d,IMG_007614,1,0,0,1920,1080,1.0,586c42259a857223df740089e01013fd6dbf06e732b39e7693bd26e8f886a1e0,139659
5eaac191f6729fbb18f737c783ad7bb3124a9e7f06cb80f33e551e64c84e8641,IMG_007615,1,112,0,1788,1059,1.0,fc88e3b3cf89eeaeb00b0274494a94e213ef46a40deb6f02963831a2512d86e2,148897
bb9f96e8a24c76741e99cbcfb0bb0bbec45c15a731eb4003a50a8b49fc72be18,IMG_007617,1,0,0,1871,994,1.0,2caa0895afcb13ffb8648f13b0886c4532f3dc7d4bb91f7742f27f6a5f1bdfb9,108850
6b12a21764a9da63e68da431b4bdb4b7836ab76c7d96f60b60002bf740d2491f,IMG_007618,1,150,0,1867,1013,1.0,f37b5249e84ae5445208091209fb840d6c82c5c54c2ee8a12286f14218f501f2,138935
aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,IMG_007620,1,0,0,1920,871,1.0,3b13ba9d576e0e076b5f86be74a19bddcf6f60efa38866a2729f6b3fc1b1a149,93483
eb6200cb0efdaaac1b287d90fdf2a072c34eef2b48f330970cc61c1227f35846,IMG_007621,1,4,0,1876,1029,1.0,dae53da7a4555696c8a8d9e56e09c77e333a40398a136766254b65b62de89e8e,154299
e7c7bd212781804936bff65cc7ed0cad0a653f2cc430b564913ce69b616d3a36,IMG_007625,1,0,0,1920,1064,1.0,50c51b70ef08bd5a9f6f445e008653cb2b4ef569075241fe4b56544b80085650,121274
aa93382d3872cf38843388e36afd0119a8d72e98e4244118048a828abba47f0a,IMG_007626,1,0,0,1920,1080,1.0,f90e174ef486b640046507b405ae37244f6b5628e69f04ce03db5b0909f9fd5b,99828
49cba4d81c65ef25e6adebf7b51ea66a5e0229d582f27a4ae33f55e48b414500,IMG_007627,1,0,0,1920,1080,1.0,592c1b27c3f73d9e49687ea82e572822c1599340c567a74f947df558cabf39a0,130918
53818a58bd837a7eeb47ab89faa4ec39cc1639cc427f0d00b5a1df855feba3e6,IMG_007629,1,0,0,1920,1078,1.0,8cc66d35b0cf5623ffdc8185bdd0b9e52891c915c0872e479034be845b31a530,134747
784600ca7044bd7f92aa9156ed36f1f2c775890674a1447f9263daeca1fcdc13,IMG_007631,1,0,0,1920,1080,1.0,9131fe1deba78b3fced7e2e1e43616a4e295aa88d68ab293a6c76061ec0990aa,132831
8d02e4293f08791f1d393e8cc019802bdd83fad732be8cd72d22d722364d306c,IMG_007632,1,0,0,1920,1080,1.0,467436eb252ae4a0aa3aac02d24f622490916b6bad974d46a7786c06ffa34804,162482
e10f3551915ec8663fee19a9e40c0f7bdb5e4d479c02b5f0677ae1ab75898e53,IMG_007633,1,0,0,1920,1080,1.0,3f96136c596be211e0c9001bb21d41e09cd2858f8526eec60463319a5f4cc20e,143949
a78e65dd12331a2134dfdd5400b7e3b4ae70c229265bd8be27b66107f2629770,IMG_007634,1,0,0,1920,1080,1.0,828c922996e7922efb0cdb2ae947374619e92442ded110c4e9e0d35446b40411,125216
a78e65dd12331a2134dfdd5400b7e3b4ae70c229265bd8be27b66107f2629770,IMG_007634,2,0,0,1920,1080,1.0,6180a1d56aeac124a2d26bd77cf5a9dc74756a001512ff854d830645d9dd3ce6,125302
28fae86953947d31b4608a02225f1ceb9e247b87ace70fb69e48403fba99eb71,IMG_007635,1,0,0,1920,1080,1.0,19902e930834e18c160e415646bc7349490937b7fbeb68e8071349444534dfc1,124513
aaed8f87b10e95beae05ff6f909e4359fab1b60944b7725298af180943975ae2,IMG_007637,1,0,0,1920,1080,1.0,bcf03a1120a2b680ae6e0763833fdcc3942708b40e97353f5943a95a02185c4c,107039
0e789f4a7772487609238a3cc4e05db88429834b06d22bf29b97546184e47981,IMG_007642,1,0,0,1920,1080,1.0,bc474adbac85037af93989a67ec9bc500a7b40b38f6ce37246bb320a7cfa4227,100448
0e789f4a7772487609238a3cc4e05db88429834b06d22bf29b97546184e47981,IMG_007642,2,547,0,1920,1007,1.0,010460b5980d7c9ad411bfdcf731efc472fe01106e13b70d65b45ccb3355ab9f,125457
e7c5feaecd7038f95cd9975768ca70843082c4e1c3962e5cf4b3c3bd15327d86,IMG_007643,1,0,0,1920,1080,1.0,8cb173e7280274ee2366ac314fe8eb9c2643fd6c11f3f635780748ae16eb7a8d,116140
1059ab4a00bd615a866389b6fb68f64782dc13698d14f6bb344514f71c58b7ea,IMG_007644,1,0,0,1920,1080,1.0,df2a0244a5d150d31e89648206225a2bcc6014dc1130f85add1375cbc7068b62,126102
bf555a51d60a01737ce8e94cfc3a259113a12e4aec96f89eb5b42abc8d4fd0c9,IMG_007646,1,0,0,1920,1080,1.0,87e4e2009cff897263d5ff0590c65c03f9589abdc92092cac5f344398113f01d,103822
acb8803cbfb955dc0a72690c938c86f7ca8a561fcce3ede8e58514f288819b02,IMG_007647,1,50,0,1832,958,1.0,99c2f465d06a1f9182a62aa0510b8c84aa12c19f682c8cb04dd0c234e5640f9b,113670
acb8803cbfb955dc0a72690c938c86f7ca8a561fcce3ede8e58514f288819b02,IMG_007647,2,875,0,1920,799,1.0,7f0ce08144bf30aa6ceac0272172a0a569cc517447bbb3a14e8bc5d5dc4fc971,125841
2c4bbbf931299b88f97710ca859b17807cee73231eac4a0dc32c344d57e2b415,IMG_007648,1,0,0,1920,1080,1.0,e27491c32201108539bdb5ebe06ffe9a6efef6bd5555986cc8bea66ea5bf542f,147526
707813ea7a7b2f00c73a07b4bda1a6467a0e6390bba6dfa883b1831d9dbd2739,IMG_007650,1,132,0,1614,850,1.0,136a9141ea3f67c6a98557c9b6270e01565acf1c8be16e2bfccd552077934186,138781
707813ea7a7b2f00c73a07b4bda1a6467a0e6390bba6dfa883b1831d9dbd2739,IMG_007650,2,0,0,1047,684,1.0,911604f65e29cfc13a6ec437521b229b814f5e22e3a6bea703ba905c19251031,127923
051cf35297a38c1ad2ae3f3ff27c6de0d70e34101e77d06e4526557ab1c25d2c,IMG_007652,1,0,0,1920,1080,1.0,f04e2542686cb1190ff4fceb941cc7f3d9b07041ba42422c85f4aa049add395f,177846
051cf35297a38c1ad2ae3f3ff27c6de0d70e34101e77d06e4526557ab1c25d2c,IMG_007652,2,0,0,1497,851,1.0,6a9fd967353271646dad6c3159a50dffdb6f3753ac05521f75a3771b4cac218e,166206
cb02df1970bfbfef7fc91fa5f26b649261b1a0abc993a9e7d138eeae709aed0b,IMG_007654,1,0,0,1920,1080,1.0,420905d2f5368fd7bafd7d6128521e0816b3ba72185820fb00b966205d9943ce,121791
cb02df1970bfbfef7fc91fa5f26b649261b1a0abc993a9e7d138eeae709aed0b,IMG_007654,2,0,0,1920,1080,1.0,73f33e66de1164218b4b1ebac439662819e19df45e00fd26e35e45a45425d83b,121878
f2ae84613c6081fd7ad6517c3b54aee12af12e9ea22e99b023d785c59c2bbf84,IMG_007655,1,0,0,1920,1080,1.0,081d9f3229772d0914ae6607da223e037cf86aa35563e8116ea81c1267974728,138311
f2ae84613c6081fd7ad6517c3b54aee12af12e9ea22e99b023d785c59c2bbf84,IMG_007655,2,0,0,1920,1080,1.0,ef6201e89ff864f20c2d9e609ee0586a1a8a08d318f6582acfb4e8bae98535ed,138079
3490ca5ba3b4a7be56d614e5c2d17056dcf630fd3160b6e42bb27c6136473f3a,IMG_007656,1,60,0,1855,1080,1.0,e5b6c6127755566aeff6fda3fcc856aea1e5b35bc328da52fb4916da85ce0e5a,138474
3490ca5ba3b4a7be56d614e5c2d17056dcf630fd3160b6e42bb27c6136473f3a,IMG_007656,2,924,0,1920,1019,1.0,2177b5f23763f93ed608381c5637f7f03056740f811ce66a13d334943c5bca85,174396
b342ab3fa54b278ed3df9f1422768a78ef039394c61b9e83f29c4ed8df3c5e92,IMG_007658,1,0,0,1920,1080,1.0,fec2cf1bfe2b2ed55ba29bde187ec1abcc628254a97ae4c87a804e85c87e8f3e,141933
5d508341af52912d206632c94b9f5d63c601f83c6f2cbe70d93800c78ed5d59c,IMG_007659,1,0,0,1902,1080,1.0,a628350cffd7abde66db9acf614f478be40a1c40ac0946ae96232c0711719f03,112465
5d508341af52912d206632c94b9f5d63c601f83c6f2cbe70d93800c78ed5d59c,IMG_007659,2,0,0,886,1080,1.0,4b56215c0a851713c091e5e24ee6477bb1c96bb51ef536d3acf83c39921de264,139780
beaa3b6552e92a51eb1e0fd521dd742306700cd09b1fa722e379806b8f9c3cc0,IMG_007661,1,0,0,1920,1080,1.0,252a35e5d7381ead603b75e46ed3029b7a8ad7c435c2953848453e6bb6dc68d7,122716
beaa3b6552e92a51eb1e0fd521dd742306700cd09b1fa722e379806b8f9c3cc0,IMG_007661,2,188,0,1920,825,1.0,cdb9a93d4ecb7e0db19de8760d98cc014f9fdea735b0bbcf8e68e0e830338fef,108879
85c36cc890c4d967ee2f83a7432a00c10149a7a1522c1f7569ed776bf178417e,IMG_007664,1,55,41,1920,1034,1.0,376fcb0017cab73d1ee1a76471d547f2b5869bbef8ec561763f2b179f7d1341d,100538
85c36cc890c4d967ee2f83a7432a00c10149a7a1522c1f7569ed776bf178417e,IMG_007664,2,1171,38,1920,1080,1.0,36fe85059c465ecda1ddb2ec9b81416de84c7f2a5812f6d8875b152bbe37be6a,116184
99acaa870bcf567c9b87e27d38c472d6eae743614657842a19deed195379630b,IMG_007665,1,118,0,1799,863,1.0,1c1dceef0ee5112257b158f7bb47e0c291b354cae93bf4256d6930fd01db2677,93905
99acaa870bcf567c9b87e27d38c472d6eae743614657842a19deed195379630b,IMG_007665,2,903,0,1920,867,1.0,c8ee5e4a6c99c9377b805dc692f4237f7824f921b55b92a533c914a3ed8d116c,129835
cf31e9555cbf7ab14050ddd69c8c6e5ce484808ba799af57987bffdff74863a6,IMG_007667,1,0,0,1920,1080,1.0,36d352d7ac27f0f15c2b432cb814bd1a7f3f727ae6f3848cd52bfdf82b104861,124132
9725aa8099cea39db019c02b5379a87707c1942f7fd5406e29f4c999457d9b18,IMG_007672,1,0,0,1920,968,1.0,6823385636149696f99cb99c8f518cda2eaa48ea82c942d93e5ea0b466197d25,144880
e429453485e61c4e85cf969157ace0642c13ad6f110e4b309da44ff8bee507da,IMG_007673,1,160,0,1741,1004,1.0,df1ae31a8a1fc1db1bbc83f1193b21bff4db80dd9d407d75066ffdee314424f7,166407
e429453485e61c4e85cf969157ace0642c13ad6f110e4b309da44ff8bee507da,IMG_007673,2,166,0,1736,1005,1.0,9373753295f5fd29e25cf0957af6802dcebab5371ff52ebfe1279307966b2706,167215
c6a3eb92e09bbf95d9f5c8ec53fa31254731a8b1c6ab082c35e1a6d5b94bdba8,IMG_007674,1,0,0,1920,1080,1.0,f9be884f1876b869662fbec763bdcb366613bed8c6895dddeba864971b466d92,160317
d48f89c3f3cf808779ab1cbc27a9b201d1eab407ee665ea4cc09fd60481ff2fd,IMG_007675,1,0,0,1820,1080,1.0,7044fc42dd1d2477c3aedd0a8b4e1e69b423f6f86361cf64f53f1189aed79e95,123257
c6ed50d74f14220244fdc0139f63b385b991d76db96578c2774a0f5b5d517078,IMG_007676,1,0,0,1920,1023,1.0,58ac62d77bbda15812cc34b8a9113f65f3cdaf093c756a62c5f81b69a2a77dc8,102472
7f3de5c6d827c4067654c3198fd1428125e8d47442919b155f33202f47efdb85,IMG_007400,1,0,0,1789,1080,1.0,230fd1fab1bc65a8ada7239a003ffe1979d4c8ef0b6731f1e42e72564852384e,144045
fd620718986af31c5d6919dcdac1b8afacf698dc1b3e72a1bf1755d7e1186959,IMG_007404,1,0,0,1920,1080,1.0,0c6fe0b49c01629abdc4b361dc736a5d6f861c80bb5bae8e5f966539a5716a1d,120927
fd620718986af31c5d6919dcdac1b8afacf698dc1b3e72a1bf1755d7e1186959,IMG_007404,2,0,0,1920,1080,1.0,d849ed85670f934e8a5c13419ac2f9ade296c0ce389ef3a62ec32e58ed4e367b,120741
b35e008ae423a47a7ee5d2d61fc6aeea77f15be5c1fea62fa4fe74fdd8c5a905,IMG_007405,1,0,0,1920,1080,1.0,1e3563fbd7bc469b0a269cf75ee3a73a29bfe52e715448c493923e20aef2779f,89914
